NormalizedPercentage	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
taxid:265311|Mesoplasma_florum_L1	0	0	0	0	0.00123815262795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:265669|Listeria_monocytogenes_serotype_4b_str._F2365	0	0	0	0.00878667615339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:266117|Rubrobacter_xylanophilus_DSM_9941	0	0	0	0.00593512047455	0.000685049748259	0	0	0	0	0	0	0	0.000388739626193	0	0.00101938224241	0	0	0	0	0	0	0	0.0514374473807	0	0
taxid:266264|Cupriavidus_metallidurans_CH34	0	0.00059454251192	0	0.000230775690776	0.148136322207	0.000176057394218	0	0.00524617131622	0	0	0	0	0	0.00151013446735	0.000951281008023	0	0.000314944323167	0.00103756502663	0	0	0.00143789631033	0	0.000573147437366	0.000395074347081	0.000760954587097
taxid:266265|Burkholderia_xenovorans_LB400	0	0	0	0.0145916735453	5.04633877432e-05	0	0	0	0.000784040594134	0	0	0.00271245717372	0.000257724445325	0	0.000112637399301	0	0.000223747825429	0	0.000913258227621	0	0	0	0	0	0
taxid:266779|Chelativorans_sp._BNC1	0	0.000832852601041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:266834|Sinorhizobium_meliloti_1021	0	0	0	0	0	0.000545667541774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:266835|Mesorhizobium_loti_MAFF303099	0	0	0	0	6.46454700332e-05	0	0.000219002318555	0.000795752390087	0.00100438506013	0.00125775954403	0.000776896949182	0.000772168482635	0.000165077283275	0	0.00129863414886	0	0.000573258514366	0	0.00233983527569	0	0	0	0.00026080931159	0.00143822076864	0
taxid:266940|Kineococcus_radiotolerans_SRS30216	0	0	0	0	0	0.000245557248579	0	0	0	0	0	0.000591689456972	0	0	0	0	0	0	0.00537883594635	0	0.000668505221032	0	0	0.0088165221424	0
taxid:267410|Listeria_monocytogenes_serotype_4b_str._H7858	0	0	0	0	0	0	0	0	0	0	0	0	0.0021094699035	0	0	0	0	0	0	0	0	0	0	0	0
taxid:267608|Ralstonia_solanacearum_GMI1000	0	0.0014146745263	0.0609957843641	0	0	0	0	0	0	0	0	0	0	0	0.000188625845703	0.0264148203753	0	0.000617204313875	0	0	0.00114045967609	0	0	0	0
taxid:267747|Propionibacterium_acnes_KPA171202	0.00850179895135	0.52175909164	0.995586019589	0.0567068081185	0.037976969429	0.243879550286	0.0620539028553	0.417896020279	0.902942073338	0.929210237108	0.679989879756	0.781238193973	0.132731383444	2.29168903248	0.58780308879	0.913395002627	0.598701290836	1.08985488847	0.846958502186	0.960929874751	0.865837084528	0.445413072913	0.0965340805162	0.338175268861	0.158217025417
taxid:269482|Burkholderia_vietnamiensis_G4	0	0	0	0	2.92612378443e-05	0.000435157877993	4.95647949377e-05	0.000180095372031	0.000909253196449	0	0	0	0	0	0	0.00107603511019	0.000259480729687	0	0	0	0	0	0	0.000325499373446	0
taxid:269483|Burkholderia_sp._383	0.00016725190841	0.0393202496994	0.0286831959216	0.0156301896063	0.0480806143546	0.0133270226562	0.0220982648478	0.148048977964	0.0896951464725	0.0847923895157	0.0217661652412	0.0223097415203	0.0277496218446	0.024065831785	0.0243820459832	0.0468298634244	0.0163118193229	0.017774976919	0.0245830099964	0.0258803712026	0.0316985698138	0.00931436512349	0.0050806775826	0.0107031844346	0.00545703211753
taxid:269797|Methanosarcina_barkeri_'Fusaro'	0	0	0	0	0	0	0	0	0	0	0	0.000606289813274	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:271848|Burkholderia_thailandensis_E264	0	0	0	0	0.000109548238023	0	0	0.000224747050313	0	0	0	0	0.000186493351209	0	0	0	0	0	0	0	0	0	0	0	0
taxid:272558|Bacillus_halodurans_C-125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000853456856063	0	0	0	0	0	0	0
taxid:272559|Bacteroides_fragilis_NCTC_9343	0	0.00705735447943	0	0.0307417043938	10.8357867123	0.000464409156735	0.00182493051276	0.214785029795	3.14255336744	0	0.451479009809	0	0.00550230834451	0.0139421634166	0.00104554827304	1.70187857009	0.557861391904	0.337325176968	17.2054296543	0.420001130179	0.324294952003	37.8896553886	33.7460432429	0.000521069124051	0.726630819702
taxid:272562|Clostridium_acetobutylicum_ATCC_824	0	0	0	0	0.00201992925788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00239685762859	0	0
taxid:272563|Clostridium_difficile_630	0	0.0258199559959	0.382493141312	0.381585614897	3.27169294646	0.182084954749	0	0.055200078993	0	0.0200060899603	0	0.160351129794	0.95781201825	0	0.193556683358	0	0.112965926257	0	0.252253502811	0.00908565444644	0	0.186528966981	0.520056491116	0.000635459169723	0
taxid:272564|Desulfitobacterium_hafniense_DCB-2	0	0	0	0	0	0	0	0	0.00289047681651	0	0	0.00611102430905	0	0	0	0	0	0	0	0	0	0	0.000281464487055	0	0
taxid:272620|Klebsiella_pneumoniae_MCG_78578	0	0	0	0	0	0.0066255050386	0	0	0	0	0	0.0082398318608	0.00022019304867	0	0.0017322202466	0	0	0	0	0	0	0	0	0.00479602961449	0.000307921851669
taxid:272621|Lactobacillus_acidophilus_NCFM	0	0.0391738154926	0	0	0	0	0	0	0	0	0	0.010297996523	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:272622|Lactococcus_lactis_subsp._cremoris_SK11	0	0	0	0	0	0	0	0	0	0	0	0.00225744247042	0.0110999179669	0	0.0109678695812	0	0	0	0	0.0225439497728	0.00382577057916	0	0.00190619673655	0	0
taxid:272623|Lactococcus_lactis_subsp._lactis_Il1403	0	0	0	0	0	0	0	0	0	0	0	0.0123978026786	0.0715622069942	0	0	0	0.00828372498269	0	0	0.00206351099044	0	0	0	0	0
taxid:272627|Magnetospirillum_magnetotacticum_MS-1	0	0.000446210237236	0.0114615404215	0	5.33099137947e-05	0.00264265750778	0.00347655679976	0	0.018221864282	0.00726048352384	0	0.0130537657484	0.00394780046234	0.0136004563931	0.0205854466883	0.0196038661349	0.0127639225628	0.00700832849894	0.0385909226979	0.0296757737711	0.0136693079434	0.0341177316039	0.00322614761187	0.00385459540711	0.0049495697508
taxid:272630|Methylobacterium_extorquens_AM1	0	0	0	0	0	0	0	0	0	0	0	0	0.000182269845293	0	0	0.00131240948938	0	0	0	0.000709531455863	0	0	0	0	0
taxid:272632|Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00211728797156	0	0	0
taxid:272843|Pasteurella_multocida_subsp._multocida_Pm70	0	0	0	0	0.0615603685832	0.00431328016836	0	0.0140576890769	0	0	0	0	0	0	0	0	0	0	0	0	0.0044034288272	0	0	0	0
taxid:272942|Rhodobacter_capsulatus_SB_1003	0	0.00318468485702	0	0	0	0.0059726926254	0	0	0	0	0.00152418954017	0	0	0	0	0	0.000562336248283	0	0	0	0	0	0.00115128056112	0	0
taxid:273036|Staphylococcus_aureus_RF122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0104619451915	0	0.0071195824592	0	0	0.000180598231269	0.000995900512169	0
taxid:273507|Phanerochaete_chrysosporium_RP-78	0	0	0	0	0	0	0	0	0.000217061497175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:27350|Puccinia_striiformis_PST-78	1.12452862358e-06	0.00024526090833	0.00141425719841	5.43998158539e-05	6.27899304081e-06	3.11259706112e-05	7.79959491239e-05	0.000206109774518	0.000130074116554	0.000407219223039	0	0.000150000936688	3.20678034315e-05	0.000622961258003	0.000158837804669	0.000230899902611	0.000167041227503	0.00107004182115	0.00113633711729	0.000832213550134	0.000141228939373	0.00015308507881	1.26661609206e-05	0.000209540858612	1.49480610631e-05
taxid:2762|Cyanophora_paradoxa	0	0	0	0	0.00181072939357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:2771|Cyanidium_caldarium	0	0	0	0.00967392620332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00300323335295	0	0
taxid:278137|Mycobacterium_gilvum_Spyr1	0	0	0	0	0	0	0	0.000261303228921	0	0	0	0	0	0	0	0	0	0	0	0.0033762216401	0	0	0	0	0
taxid:278197|Pediococcus_pentosaceus_ATCC_25745	7.19937181861e-05	0.00224312967941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00980069674638	0.010541743455	0	0
taxid:2787|Porphyra_purpurea	0	0	0.198646429574	0	0.0010779349245	0	0	0	0	0	0	0.0643778577684	0	0	0	0	0	0	0	0	0	0	0.00217444057143	0	0.00769854511807
taxid:279010|Bacillus_licheniformis_ATCC_14580_=_DSM_13	0	0	0	0.00037783016363	2.90735416508e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000151891691618	0.000586479638833	0	0
taxid:279238|Novosphingobium_aromaticivorans_DSM_12444	0	0.0407793586496	0.0320655748957	0.00188437897989	0	0.00230013032519	0	0	0.00360455530543	0.00225693512247	0.00836442555083	0.0242477571336	0.00710918814931	0.00246617452429	0.00310704117832	0.00213286468522	0.00822928218016	0.00169442953015	0	0.0034592890348	0	0.00181809630965	0.000233999295966	0.00580670185293	0.000414233932456
taxid:279714|Pseudogulbenkiania_ferrooxidans_2002	0	0	0	0.00943198122404	0.00841903334942	0.00863472247547	0.000491750546738	0.00321622627494	0.00360841405307	0.00451870243218	0	0.00208060412884	0	0	0	0	0.00102976147366	0	0	0.00115433075734	0	0.000303340436276	0.00234249796834	0	0
taxid:279808|Staphylococcus_haemolyticus_JCSC1435	0	0	0	0	0	0.00180461000538	0	0.285673859932	0	0	0	0	0.000464803810023	0	0.000406281152573	0	0.000807054539301	0	0	0.00180936634629	0	0	0	0.00101239019636	0.000649989864392
taxid:280699|Cyanidioschyzon_merolae_strain_10D	0	0	0	0.183888435937	0.357118465544	0.227131961419	0	0.132707746376	0	0	0	0	0.013764981742	0	0	0	0	0	0	0.107167343228	0	0.00704048394329	0.0326214062373	0	0.00962459689755
taxid:280701|Pseudomonas_phage_F116	0	0	0	0	0	0	0.00638914914906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00760882168832	0	0
taxid:281090|Leifsonia_xyli_subsp._xyli_CTCB07	0	0.00318113804486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00148918381945	0	0	0.002714357722
taxid:281309|Bacillus_thuringiensis_serovar_konkukian_97-27	0	0	0	0.000300187285411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:281310|Haemophilus_influenzae_86-028NP	0	0	0.0236344312975	0	0.0150052348769	0	0	0.025259036061	0	0	0	0	0	0	0	0	0.00796099575614	0	0	0	0	0	0.0225077036489	0	0
taxid:281689|Desulfuromonas_acetoxidans_DSM_684	0	0	0	0	0	0.00031793167629	0	0	0	0	0	0	0.000327551889941	0	0	0	0	0	0	0	0	0	0	0	0
taxid:282458|Staphylococcus_aureus_subsp._aureus_MRSA252	0	0	0	0	0	0	0	0.0140570317984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188194732243	0.00181241386369
taxid:282459|Staphylococcus_aureus_subsp._aureus_MSSA476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00272035301265	0	0	0	0	0	0	0	0	0	0
taxid:283942|Idiomarina_loihiensis_L2TR	0	0	0	0	0	0	0	0.000532237978765	0	0	0	0	0	0	0.00154415965603	0	0	0	0	0	0	0	0	0	0
taxid:284591|Yarrowia_lipolytica_CLIB122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.33353885508e-05	0	0	0	0	0	0	0	0	0	0
taxid:284592|Debaryomyces_hansenii_CBS767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000729525511241	0	0	0	0	0	0
taxid:284593|Candida_glabrata_ATCC_2001	0	0	0	0	0	0	0	0.000110782015592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:284811|Ashbya_gossypii_ATCC_10895	0	0	0	0	0.000107698078556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:284812|Schizosaccharomyces_pombe_972h-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000284842715469	0	0	0	0	0	0	0
taxid:284813|Encephalitozoon_cuniculi_GB-M1	0	0	0	0	0	0.000487342333904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:285951|Gracilaria_tenuistipitata_var._liui	0	0	0	0.0173527034405	0.117503588496	0.11914446301	0	0	0	0	0.128375977429	0	0.0818330833223	0	0	0	0	0	0	0	0	0	0.035016022261	0	0
taxid:286636|Streptococcus_pyogenes_MGAS10394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00634619548644	0	0	0	0	0	0	0	0	0	0
taxid:288000|Bradyrhizobium_sp._BTAi1	4.65956854199e-05	0.096786374822	0.0559371328371	0.019535508178	0.000317991394777	0.00472900228305	0.00137107538283	0.00177923183657	0.0413211744163	0.0247477022903	0.0270983347657	0.0386736069251	0.0202265801942	0.0245836820174	0.00206480418939	0.00744139692543	0.0179445734235	0.00422266513984	0.00837066296842	0.0160922493684	0.00390128455792	0.0025674836301	0.000583146511698	0.0199375520715	0.00185815230398
taxid:2880|Ectocarpus_siliculosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0283119452278	0	0
taxid:288705|Renibacterium_salmoninarum_ATCC_33209	0	0.198007388609	0.0669223625435	0	0	0.0250739364544	0	0.00239472763393	0.169264719226	0	0.117834408607	0.148720288488	0	0.0264703998482	0.146596945506	0.223205357008	0.142843020381	0.0477407803793	0.391505844584	0.281568256038	0.178529558311	0.278079160749	0.0252730198545	0.0631911975312	0.0477959205376
taxid:289376|Thermodesulfovibrio_yellowstonii_DSM_11347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000547004908448	0	0	0	0	0	0	0	0.000494356229431	0	0
taxid:289380|Clostridium_perfringens_SM101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000439002001885	0	0	0
taxid:2898|Cryptomonas_paramecium	0	0	0	0.0205287592596	0.0695051030128	0	0	0	0	0	0	0	0.0322703159338	0	0	0	0	0	0	0	0	0	0.0828499713244	0	0
taxid:290315|Chlorobium_limicola_DSM_245	0	0	0	0	0	0.00044048751726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000896242858867	0	0
taxid:290338|Citrobacter_(diversus)_koseri_ATCC_BAA-895	0	0.0338519323656	0.0398138605448	0	0	0.0329003246258	0	0.000319129660845	0.00322240000875	0.0020176546459	0.00124627139292	0	0	0	0.00208322428258	0	0	0.00530175082511	0	0	0.000699748954713	0	0.000104595334164	0	0
taxid:290339|Cronobacter_sakazakii_ATCC_BAA-894	0	0	0	0	0	0.000268639736281	0	0	0	0	0	0	0	0	0	0	0.00096112475474	0	0	0	0	0	0	0	0
taxid:290340|Arthrobacter_aurescens_TC1	0	0.0275243058716	0	0.00274724876257	9.39543259996e-05	0.0156025107248	0.000238719919837	0	0	0.00731200191866	0.00112912519925	0.00224450589676	0.000239919748128	0.00199747355095	0.000209711860558	0	0	0	0.00170033295577	0.0345560862934	0.00190192324657	0.000245427297476	0.000852872860429	0.00365798810112	0
taxid:290398|Chromohalobacter_salexigens_DSM_3043	0	0	0	0	6.64204513435e-05	0	0	0.000817601494429	0	0	0	0	0.000339219674823	0	0	0	0	0	0	0	0	0	0	0.000738855116496	0
taxid:290399|Arthrobacter_sp._FB24	0	0	0	0	0	0.00024004575869	0	0.000298037556497	0	0	0	0	0	0.00617698635521	0.00475576103168	0	0	0	0.0105162178114	0	0.00588150663477	0.00683063342835	0	0	0.00345841616025
taxid:2903|Emiliania_huxleyi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0326406717161	0	0	0	0	0	0	0	0	0	0
taxid:290400|Jannaschia_sp._CCS1	0	0	0	0.00362265175382	0	0	0	0	0.00173240743214	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000787246857292	0	0
taxid:290402|Clostridium_beijerinckii_NCIMB_8052	0	0	0.128188830838	0	0.000531932342377	0.0900593723898	0	0	0	0	0	0	0.000208974000024	0	0.000182662438984	0	0	0	0.00148101763991	0	0	0.464738512755	0	0.000455166727028	0
taxid:290512|Prosthecochloris_aestuarii_DSM_271	0	0	0	0.000618458222146	0	0.00047181807866	0	0	0	0	0	0	0.000486094701782	0	0	0	0	0	0	0	0	0	0.000191997987282	0	0
taxid:292414|Ruegeria_sp._TM1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131941442623	0	0	0	0	0	0	0	0	0	0
taxid:292415|Thiobacillus_denitrificans_ATCC_25259	0	0	0.0103667474107	0.000548294951104	0.222006864728	0.0288620747793	0	0.0207737741328	0	0	0	0	0	0	0.00188343990372	0	0.0142171181554	0.00123256410506	0	0	0	0	0	0	0.00180793547501
taxid:292564|Cyanobium_gracile_PCC_6307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000991382479868	0	0	0	0
taxid:293614|Rickettsia_akari_str._Hartford	0	0	0	0.00129598361037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:293826|Alkaliphilus_metalliredigens_QYMF	0	0.000833801933856	0.019887567887	0.0135931257441	0.085620395461	0.000246907484032	8.43688194576e-05	0	0	0	0	0.0249876041199	0.0480775544041	0	0.004224654149	0	0.0132505841272	0	0	0	0	0.00832697787026	0.0150711923058	0.00110812514836	0
taxid:294747|Candida_tropicalis_MYA-3404	0	0	0	0	0	0	0	0	0.000521499298067	0	0	0	0	0	0	0	0	0.000245146414945	0	0	0	0	0	0	0
taxid:295405|Bacteroides_fragilis_YCH46	0	0	0	6.18888807638	0.024733657161	0.00206257602554	0	0	0	0	0.00111119395148	0.0905633285898	4.25351562174	12.4530412169	0	0.0408018208223	0.0127089205515	0	0.0568932388592	0.0101102822457	0.000623906486539	0.12148946487	0.00363709094995	0	0
taxid:296543|Thalassiosira_pseudonana_CCMP1335	0	0.000284387783695	0.000260889359046	0.000938289828354	0.000152894513293	8.4213611543e-05	8.63279177138e-05	0.000470513147796	0	0.000330528501973	0.00714566668221	0.00497152295894	0.000130142714662	0.00361171645123	0.000189594444551	0.00312358367016	0	0.000496298939852	0.00276699957073	0	0.000343894790263	0.000177506992762	0.000479769269323	0.00236220109808	0.000788640115248
taxid:296587|Micromonas_sp._RCC299	0	0	0.000357250163109	0	0	0	0	0	0.000361432838017	0	0	0	0	0.000494572218668	0	0.000427729509448	0	0.000169902365759	0	0	0	6.07675245446e-05	0	0	0
taxid:296591|Polaromonas_sp._JS666	0	0	0	0	0.0100732789866	0.000412684723972	0.000705076298237	0.0202391582446	0.00129344402356	0.00809869456386	0	0	0.000425172045969	0	0	0	0.00406032313539	0	0	0	0	0	8.39673594212e-05	0.000926068164293	0
taxid:298653|Frankia_sp._EAN1pec	0	0.000457611049232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000912249584517	0
taxid:298654|Frankia_sp._EuI1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00123489964556	0	0	0	0	0	0	0	0
taxid:299768|Streptococcus_thermophilus_CNRZ1066	0	0	0	0	0	0	0	0	0	0.0053191051967	0.00657104391584	0	0	0	0.0219678608128	0	0	0.00399340186145	0	0	0	0	0	0.0243291258676	0
taxid:300267|Shigella_dysenteriae_Sd197	0	0	0	0	0	0	0	0.00231935026001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:300268|Shigella_boydii_Sb227	0	0.0079613420312	0	0	0	0	0.000179016409639	0	0	0	0	0.00252473727785	0.00107949697555	0	0	0.295365361964	0.000937183512156	0	0	0.00420221490522	0.00641814734435	0	0	0	0
taxid:300269|Shigella_sonnei_Ss046	0	0	0.0044752773491	0.00126238089439	0	0.00987139404848	0	3.07690127498	0	0	0	0	0.000992203907106	0.123910249806	0.00151773510023	0.03393509579	0.00086139856201	0	0	0.152564980361	0	0	0	0.000540280375656	0.0523787094885
taxid:300852|Thermus_thermophilus_HB8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000517987272814	0	0	0	0	0	0	0	0	0	0
taxid:306263|Campylobacter_lari_RM2100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0195274439868	0	0	0	0	0	0	0	0	0	0
taxid:306264|Campylobacter_upsaliensis_RM3195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0271885437807	0	0	0.0181971566302	0.125251881555	0	0	0	0	0	0
taxid:306537|Corynebacterium_jeikeium_K411	0	0	0	0	0	0.000491414699332	0	0.00183040146614	0	0	0	0	0	0	0	0	0.00351631399665	0.00144803547691	0.00358808256815	0	0	0.000517906451695	0	0.00110273892413	0.00283198761241
taxid:3077|Chlorella_vulgaris	0	0	0.0500708021826	0	0	0.00808128606713	0	0	0	0	0	0	0	0	0.00727752635272	0	0	0	0	0	0	0	0.0690592525468	0	0
taxid:311402|Agrobacterium_vitis_S4	0	0.00325131844495	0	0	0	0	0	0	0	0	0.00560188930364	0.000463982853843	0.00257899512704	0	0	0	0	0	0	0	0	0	0	0.000432101148711	0
taxid:311403|Agrobacterium_radiobacter_K84	0	0	0	0.00175483874816	0	0	0	0	0	0	0.000811397847522	0	0	0	0	0	0	0	0	0.00134228449269	0	0	0	0	0.000241098580498
taxid:312153|Polynucleobacter_necessarius_subsp._asymbioticus_QLW-P1DMWA-1	0	0	0	0.000738801098119	0.000227399149835	0	0	0	0	0	0	0	0	0	0.00203027580876	0	0	0	0	0	0	0	0	0	0
taxid:312309|Vibrio_fischeri_ES114	0	0	0	0	0	0	0	0	0	0	0	0	0.00322757299121	0	0	0	0	0	0	0	0	0	0	0	0
taxid:31312|Nephroselmis_olivacea	0	0	0	0.00648492241904	0	0	0	0	0	0	0	0	0.00509700787618	0	0	0	0	0	0	0	0.0538742244343	0	0.0020132193373	0	0
taxid:313612|Lyngbya_sp._PCC_8106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.03794633929e-05	0	0
taxid:313627|Bacillus_sp._NRRL_B-14911	0	0.0201805503456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:313628|Lentisphaera_araneosa_HTCC2155	0	0	0	0.000264882268731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:314225|Erythrobacter_litoralis_HTCC2594	0	0.0228917684672	0.00494123880904	0.00940827654218	0	0	0	0	0	0	0	0.000960821807663	0.00369735029489	0	0	0	0.000713314897485	0.00117498639627	0	0	0.00108555997971	0	0.00178491098665	0.00626360526798	0.000574493334598
taxid:314253|Nitrobacter_sp._Nb_311A	0	0	0	0	0	0	0	0	0	0	0	0	0.000657592730322	0	0	0	0	0	0	0	0	0	0	0	0
taxid:314288|Vibrio_alginolyticus_12G01	0	0	0	0.0181817864976	0.0111925193467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:314315|Lactobacillus_sakei_subsp._sakei_23K	0	0.0218091299383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:314565|Xanthomonas_campestris_pv._campestris_8004	2.56220304756e-05	0	0	0	0	0	0	0	0.00296369777394	0	0.0103159588152	0.000569620682328	0	0.0121662651758	0.00447061507621	0	0	0.0104488139335	0	0.0113770341616	0	0	0.000577188973779	0	0
taxid:314607|beta_proteobacterium_KB13	0	0	0	0	0.000368546845354	0.022836819142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000371721518059	0	0
taxid:31532|Lactococcus_phage_sk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038661425578	0	0	0.126504395823	0	0	0	0	0	0	0
taxid:31537|Lactococcus_phage_c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.473001592068	0	0	0	0	0	0	0	0	0	0	0
taxid:316055|Rhodopseudomonas_palustris_BisA53	0	0.00447946905095	0	0	0	0	0	0	0	0	0.00535968249569	0	0.000455536259494	0	0	0	0	0	0	0.00443322515687	0	0	0	0.000496102262129	0
taxid:316056|Rhodopseudomonas_palustris_BisB18	0	0.00074544757956	0	0.000289350511799	0	0	0	0	0.00553487347058	0.00173278660968	0	0	0.000454846409044	0	0	0.00163753017533	0.000394882583993	0.00130091679271	0	0	0	0	0	0.000495350979741	0
taxid:316057|Rhodopseudomonas_palustris_BisB5	0	0.000840081628238	0	0	0	0	0	0	0	0	0.00120618870137	0	0	0	0	0	0.000445012651754	0	0	0	0	0	0.000101231329709	0.0011164708801	0
taxid:316058|Rhodopseudomonas_palustris_HaA2	0	0.000770920266399	0	0	4.60519386544e-05	0	0	0	0	0.00179199765533	0	0	0.000235194482111	0	0	0.00677394485469	0	0	0	0.000915553985545	0	0.00216534203285	0	0	0
taxid:316273|Xanthomonas_campestris_pv._vesicatoria_85-10	0	0	0	0.000294352184842	0	0	0.000153464944842	0	0	0	0	0	0.000462708821344	0	0.000202224970178	0	0	0	0	0	0	0	0	0.000503913548465	0
taxid:316274|Herpetosiphon_aurantiacus_DSM_785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00402522467631	0
taxid:316275|Aliivibrio_salmonicida_LFI1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000531929144097	0	0
taxid:316278|Synechococcus_sp._RCC307	0	0	0	0.000717076517734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00044522731917	0	0
taxid:316385|Escherichia_coli_DH10B	0	0	0	0	0	0	0	0	0	0	0	0	0.00428148326594	0	0	0	0	0	0	0	0	0.000821206524799	0	0	0
taxid:316401|Escherichia_coli_ETEC_H10407	0	0	0	0.0164759091978	0	0.00091413618794	0	0.018443410145	0	0	0	0	0.0468543909055	0.00980126801401	0	0	0	0.0188555845575	0	0	0.0043551287178	0	0.00176695955834	0	0
taxid:316407|Escherichia_coli_str._K-12_substr._W3110	0	0	0	0	0	0	0	0.118388915367	0	0	0	0	0	0	0.00023590438147	0	0	0	0	0	0	0	0	0	0
taxid:317655|Sphingopyxis_alaskensis_RB2256	0	0.0779728526071	0.0514122617335	0.0174973516079	0.000727782994696	0.000360773645662	0.00221898838148	0.00358345330119	0.040706761347	0.042479821421	0.0402332442566	0.0121703736794	0.0167260591601	0	0.0123458702354	0.00535261057004	0.005808404182	0.00637847877278	0.0395130313809	0	0.00589302251426	0.000760445297807	0.00161491470253	0.0218586396482	0.00415822520894
taxid:318161|Shewanella_denitrificans_OS217	0	0	0	0	0	0.00160647413971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:318586|Paracoccus_denitrificans_PD1222	0	0.000784975053229	0	0.000304693367621	0	0	0	0.000288605210844	0.00145709024897	0	0.0011270667138	0	0.000478964710518	0.00199383199708	0	0.00344872093435	0.000415821294332	0	0	0	0	0	0	0	0
taxid:319224|Shewanella_putrefaciens_CN-32	0	0.000882182353241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
