PercentCoverageGT5x	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
taxid:1217984|Bacillus_cereus_FRI-35	0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1218175|Bacillus_thuringiensis_HD-771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0
taxid:1218933|Pectobacterium_carotovorum_subsp._carotovorum_PCC21	0.0	0.0	0	0	0.00125961	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:1224746|Gluconobacter_oxydans_H24	0	0	0	0	0.009433146	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0
taxid:122586|Neisseria_meningitidis_MC58	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:122587|Neisseria_meningitidis_Z2491	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1228997|Riemerella_anatipestifer_RA-CH-1	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1229205|Burkholderia_phenoliruptrix_BR3459a	0	0	0	0.0	0.0120371152	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0.0	0	0.0
taxid:1229492|Staphylococcus_aureus_08BA02176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:1229785|Burkholderia_pseudomallei_BPC006	0	0.0	0	0.00104819	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0	0	0.0	0.0
taxid:1230383|Malassezia_sympodialis_ATCC_42132	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0
taxid:1231389|Streptococcus_agalactiae_SA20-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0
taxid:1234380|Propionibacterium_acnes_C1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0.0	0	0	0	0	0
taxid:12390|Lactococcus_phage_phiLC3	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:12509|Epstein-Barr_virus_type_2	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:126793|Plasmodium_vivax_Sal-1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0
taxid:1280|Staphylococcus_aureus	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1290391|Botrytis_cinerea_(T4)	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0
taxid:129951|Human_adenovirus_C	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0.0	0.00556529
taxid:134676|Actinoplanes_sp._SE50/110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0
taxid:13684|Phaeosphaeria_nodorum	0	0.0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0
taxid:137722|Azospirillum_sp._B510	0	0.0	0.0	0	0.0	0	0	0	0.0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:138119|Desulfitobacterium_hafniense_Y51	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029506586	0	0
taxid:146827|Corynebacterium_simulans	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0	0
taxid:1511|Clostridium_sticklandii	0	0	0.0	0.00530297	0.0452961977	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0.0775926326	0	0
taxid:153948|Nitrosomonas_sp._AL212	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:155864|Escherichia_coli_O157:H7_EDL933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:158189|Sphaerochaeta_globosa_str._Buddy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:159087|Dechloromonas_aromatica_RCB	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
taxid:160488|Pseudomonas_putida_KT2440	0.0	0.0	0.0	0	0.00113234	0.0	0.0089778786	0.0	0.013410201	0.0	0.0	0.0	0.0	0.0	0.0079264	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
taxid:160492|Xylella_fastidiosa_9a5c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
taxid:161528|Erythrobacter_sp._SD-21	0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0	0.0	0	0	0	0	0.0	0	0.0	0
taxid:161544|Bacillus_sp._SG-1	0	0	0	0.007309465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
taxid:164328|Phytophthora_ramorum	0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0
taxid:167539|Prochlorococcus_marinus_subsp._marinus_str._CCMP1375	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:169963|Listeria_monocytogenes_EGD-e	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:170187|Streptococcus_pneumoniae_TIGR4	0.0	0	0	0	0	0.2503654559	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
taxid:171101|Streptococcus_pneumoniae_R6	0	0	0	0	0	0	0	0	0	0	0	0	0.1758055873	0	0	0	0	0	0	0	0	0	0	0	0
taxid:176279|Staphylococcus_epidermidis_RP62A	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0	0.0	0.0	0	0
taxid:176280|Staphylococcus_epidermidis_ATCC_12228	0.0	0	0.0	0.0	0	0.0	0.0	0.012786448	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0	0	0.0	0
taxid:176299|Agrobacterium_fabrum_str._C58	0	0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0.0	0	0	0	0	0	0.0	0
taxid:177439|Desulfotalea_psychrophila_LSv54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:180281|Cyanobium_sp._PCC_7001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0
taxid:182082|Chlamydophila_pneumoniae_TW-183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005954635	0	0	0	0	0.0	0	0	0	0	0
taxid:187303|Methylocystis_sp._SC2	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:187420|Methanobacterium_thermoautotrophicum_str._Delta_H	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:189423|Streptococcus_pneumoniae_670-6B	0	0	0	0.034106464	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0
taxid:189918|Mycobacterium_sp._KMS	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:190192|Methanopyrus_kandleri_AV19	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:190304|Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586	67.5485336976	0	0	0.0	0.00271327	0.00501265	0	0.0	0	0	0.0	0	0	0.0	0.0	0	0.0	0.03518047	0	0.0	0.0	0.020050589	0.0	0	0
taxid:190485|Xanthomonas_campestris_pv._campestris_str._ATCC_33913	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0	0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0
taxid:190486|Xanthomonas_axonopodis_pv._citri_str._306	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:193567|Streptococcus_pyogenes_SSI-1	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:195102|Clostridium_perfringens_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:195103|Clostridium_perfringens_ATCC_13124	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:195253|Synechococcus_sp._PCC_6312	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:196162|Nocardioides_sp._JS614	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0	0	0	0	0.0	0	0.0	0.0
taxid:196164|Corynebacterium_efficiens_YS-314	0.0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0
taxid:196620|Staphylococcus_aureus_subsp._aureus_MW2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:196627|Corynebacterium_glutamicum_ATCC_13032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:197221|Thermosynechococcus_elongatus_BP-1	0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:198214|Shigella_flexneri_2a_str._301	0.0	0.0061711579	0	0	0.0	0.0	0	0.00356187	0.0	0	0	0	0.0	0	0	0.0	0.0061711561	0.0061711492	0	0.0	0.0061711601	0	0	0.0061711568	0.00153243
taxid:198215|Shigella_flexneri_2a_str._2457T	0	0	0	0	0.1452160301	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:198628|Dickeya_dadantii_3937	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0	0	0	0
taxid:199310|Escherichia_coli_CFT073	0	0	0.0014336452	0	0.0	0.004969954	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
taxid:203119|Clostridium_thermocellum_ATCC_27405	0	0	0	0.0076756986	0.0043712366	0.0019774709	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0	0	0.0	0	0
taxid:203120|Leuconostoc_mesenteroides_subsp._mesenteroides_ATCC_8293	0	0	0	0.0	0.005058141	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0
taxid:203122|Saccharophagus_degradans_2-40	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:203267|Tropheryma_whipplei_Twist	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:203275|Tannerella_forsythia_ATCC_43037	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0.0	0	0
taxid:204536|Sulfurihydrogenibium_azorense_Az-Fu1	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:204773|Herminiimonas_arsenicoxydans	0	0	0	0.0	0.018018226	0.0	0	0.0	0.0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0.0	0	0.0	0
taxid:205913|Bifidobacterium_longum_DJO10A	0	0.0	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0
taxid:205918|Pseudomonas_syringae_pv._syringae_B728a	0.0	0.0	0.0	0.0	0.0	0.0	0.000459491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
taxid:205922|Pseudomonas_fluorescens_Pf0-1	0	0.0319178488	0.013792241	0.009971414	0.021464957	0.0258293708	0.0502298422	0.0217600498	0.012503102	0.0273359536	0.0230802454	0.0307374202	0.027537873	0.006368043	0.0438773106	0.011043106	0.015190099	0.0	0.0125031076	0.014926068	0.022645361	0.0294793482	0.0073310126	0.011633305	0.009070567
taxid:206672|Bifidobacterium_longum_NCC2705	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0
taxid:207559|Desulfovibrio_alaskensis_G20	0	0	0	0	0.0	0.00356546	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:207949|Bermanella_marisrubri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0
taxid:208596|Carnobacterium_sp._17-4	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:208963|Pseudomonas_aeruginosa_UCBPP-PA14	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0	0	0.0	0
taxid:208964|Pseudomonas_aeruginosa_PAO1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:210007|Streptococcus_mutans_UA159	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:211586|Shewanella_oneidensis_MR-1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0
taxid:212042|Anaplasma_phagocytophilum_HZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0
taxid:212717|Clostridium_tetani_E88	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0
taxid:213769|Lactococcus_phage_712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0
taxid:213775|Lactococcus_phage_jj50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0
taxid:214688|Gemmata_obscuriglobus_UQM_2246	0	0	0	0	0.0	0.00233414	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0
taxid:215689|Erwinia_sp._Ejp617	0	0	0.0	0	0.038325737	0	0	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:216591|Burkholderia_cenocepacia_J2315	0	0.0	0	0	0.0	0.0	0.0	0.000893735	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0
taxid:216592|Escherichia_coli_042	0.0182431947	0.0370652333	0.0960333977	0.0042013457	0.2442011906	0.181255551	0.0028009024	0.0185232745	0.0180377926	0.000877615	0.005975251	0.0117077562	0.0232101081	0.0117824465	0.0127720891	0.1717512265	0.0192328363	0.0160771569	0.0100272101	0.0134443159	0.0162825551	0.0136870657	0.3600834837	0.017533622	0.0177016972
taxid:216595|Pseudomonas_fluorescens_SBW25	0.0	0.2793892703	0.245490388	0.2274566678	0.2929600433	0.2763113448	0.3459278704	0.2802146653	0.2589771953	0.2840341173	0.2729256813	0.2941772312	0.2951005279	0.2073384423	0.2873078427	0.2360609332	0.2513245574	0.2119974325	0.2588932463	0.1833588053	0.2566548333	0.3016900983	0.2255819755	0.2377677708	0.2495476655
taxid:216596|Rhizobium_leguminosarum_bv._viciae_3841	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0
taxid:216599|Shigella_sonnei_53G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:218491|Pectobacterium_atrosepticum_SCRI1043	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:218493|Salmonella_bongori_NCTC_12419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
taxid:218495|Streptococcus_uberis_0140J	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:218496|Tropheryma_whipplei_TW08/27	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0
taxid:220664|Pseudomonas_protegens_Pf-5	0.0	0.008791647	0.001512388	0.003830449	0.0239721114	0.0223890204	0.0245374802	0.0217812598	0.005243898	0.010558467	0.010134433	0.012551435	0.0093853	0.000763262	0.0216964339	0.0	0.006374661	0.0	0.002530071	0.0	0.012240469	0.014403036	0.000819801	0.003491212	0.0012579714
taxid:221109|Oceanobacillus_iheyensis_HTE831	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:222885|Bryopsis_hypnoides	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0
taxid:222929|Coccidioides_posadasii_C735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0
taxid:223283|Pseudomonas_syringae_DC3000	0	0.0058882319	0.0	0.0	0.0	0.00131529	0.0056894082	0.000917647	0.0	0.0	0.0	0.002064707	0.0057811747	0.0	0.0	0.0	0.004909413	0.00565882	0.01137882	0.0	0.0059494158	0.0	0.0	0.0	0.0
taxid:223926|Vibrio_parahaemolyticus_RIMD_2210633	0	0	0.0	0	0.00660101	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:224308|Bacillus_subtilis_subsp._subtilis_str._168	0	0	0	0	0.0034395971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:224325|Archaeoglobus_fulgidus_DSM_4304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
taxid:224911|Bradyrhizobium_diazoefficiens_USDA_110	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0	0	0	0	0.0	0.0	0
taxid:225937|Marinobacter_adhaerens_HP15	0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0
taxid:226125|Saccharomyces_paradoxus_NRRL_Y-17217	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.000543673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
taxid:226126|Saccharomyces_mikatae_IFO1815	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0
taxid:226185|Enterococcus_faecalis_V583	0	0.0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0
taxid:226186|Bacteroides_thetaiotaomicron_VPI-5482	0	0.1175339721	0	0.0084531728	0.1644394386	0.0805593178	0.008294271	0.0	0.0	0.004321914	0.0	0.020989911	0.2035274806	0.012425517	0.2921426979	0.0	0.0	0	0	0	0	0.0104711221	0.0	0.022896647	0.000190673
taxid:226231|Saccharomyces_bayanus_623-6C	0.0035391366	0.0015347443	0.0	0.0	0.001107028	0.0010399348	0.0026753187	0.0021637364	0.0005535137	0.001232827	0.001241213	0.002465654	0.0023482425	0.000117412	0.0020547108	0.001241214	0.00034385	0.0008386572	0.0	0.0	0.0012496	0.001786341	0.0	0.000109026	0.0005619012
taxid:226301|Naumovia_castellii_NRRL_Y-12630	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0
taxid:226302|Lachancea_kluyveri_NRRL_Y-12651	0.000762579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:227086|Bigelowiella_natans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0
taxid:227321|Aspergillus_nidulans_FGSC_A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0
taxid:227882|Streptomyces_avermitilis_MA-4680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	0	0	0	0
taxid:228400|Haemophilus_somnus_2336	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0
taxid:228405|Hyphomonas_neptunium_ATCC_15444	0	0	0	0.0	0.002375155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:228410|Nitrosomonas_europaea_ATCC_19718	0	0	0	0.0029159772	0.0	0.0070410197	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0056185875	0	0
taxid:229533|Fusarium_graminearum	0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0
taxid:231023|Pseudomonas_putida_ND6	0	0.0663968636	0.0552144468	0.0298357919	0.0685699562	0.0522007099	0.1517802624	0.0635576881	0.0346577349	0.093885176	0.0831151684	0.0963596074	0.1003725964	0.0251566007	0.1357757797	0.0371162647	0.019573283	0.0247283267	0.0435244167	0.0220477033	0.0505035703	0.0990243455	0.0385755736	0.0301847433	0.0466491485
taxid:232721|Acidovorax_sp._JS42	0.0	0	0.0	0	0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	0	0	0
taxid:233412|Haemophilus_ducreyi_35000HP	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:234621|Rhodococcus_erythropolis_PR4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
taxid:234831|Pseudoalteromonas_sp._SM9913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0
taxid:235443|Cryptococcus_neoformans_grubii_H99	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:235909|Geobacillus_kaustophilus_HTA426	0	0	0	0	0.018036242	0.0	0	0	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0
taxid:236097|Alcanivorax_sp._DG881	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:237561|Candida_albicans_SC5314	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
taxid:237631|Ustilago_maydis_521	0	0	0.0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0
taxid:239365|Enzootic_nasal_tumour_virus_of_goats	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:240015|Acidobacterium_capsulatum_ATCC_51196	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:240176|Coprinopsis_cinerea_okayama7#130	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0	0
taxid:243090|Rhodopirellula_baltica_SH_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0
taxid:243230|Deinococcus_radiodurans_R1	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:243233|Methylococcus_capsulatus_Bath	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:243243|Mycobacterium_avium_104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0
taxid:243272|Mycoplasma_arthritidis_158L3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:243275|Treponema_denticola_ATCC_35405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00232133	0	0	0	0	0	0.0	0	0	0	0
taxid:243365|Chromobacterium_violaceum_ATCC_12472	0	0	0	0.0	0.00526196	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0	0	0	0	0	0	0
taxid:244592|Labrenzia_alexandrii_DFL-11	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:246194|Carboxydothermus_hydrogenoformans_Z-2901	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:246197|Myxococcus_xanthus_DK_1622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:246198|Prevotella_intermedia_17	0	0.0	0.0	0.030820064	0.0	0	0.0	0.01770671	0	0	0.0	0	0.0	0	0.0635294322	0.0	0	0.0	0	0.074420157	0	0	0.0331538572	0	0
taxid:246200|Ruegeria_pomeroyi_DSS-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0
taxid:246409|Rhizopus_oryzae_RA_99-880	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
taxid:247634|marine_gamma_proteobacterium_HTCC2148	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:247639|marine_gamma_proteobacterium_HTCC2080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0
taxid:251229|Chroococcidiopsis_thermalis_PCC_7203	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:257309|Corynebacterium_diphtheriae_NCTC_13129	0	0	0	0.0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0
taxid:257310|Bordetella_bronchiseptica_RB50	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:257311|Bordetella_parapertussis_12822	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
