species	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
Capnocytophaga gingivalis	2	0	0	2	2	0	0	2	0	0	3	4	0	0	2	0	0	1	0	0	0	7	1	0	0
Capnocytophaga ochracea	0	0	1	2	0	0	2	0	0	0	3	0	0	0	11	0	1	0	0	1	0	0	6	0	0
Capnocytophaga sputigena	1	0	1	0	0	0	1	0	0	2	1	0	0	0	100	0	0	1	0	0	6	2	1	0	0
Capsaspora owczarzaki	0	0	0	1	0	2	1	0	0	1	0	0	3	0	0	4	0	1	2	0	4	1	5	10	7
Carboxydothermus hydrogenoformans	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carnobacterium sp. 17-4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carnobacterium sp. AT7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Catenibacterium mitsuokai	2	0	0	317	129	2	0	15	0	0	0	0	0	0	2	0	1	11	0	0	0	0	292	0	0
Caulobacter segnis	0	0	1	3	1	0	0	1	0	1	1	0	1	0	1	1	4	0	0	0	3	0	0	0	1
Caulobacter sp. K31	0	10	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	1	0
Cellulomonas fimi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0
Cellulomonas flavigena	0	0	0	0	0	24	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	2
Cellulophaga algicola	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulosilyticum lentocellum	0	8	1	386	4351	560	0	0	0	0	0	107	295	1	31	8	0	0	1	8	0	0	1472	0	0
Cellvibrio japonicus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chaetomium globosum	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Chattonella marina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Chelativorans sp. BNC1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinophaga pinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Chlamydia pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0
Chloracidobacterium thermophilum	0	0	0	6	28	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Chlorella vulgaris	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21	0	0
Chlorobium limicola	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Chromobacterium violaceum	0	0	0	40	112	33	3	0	0	1	0	1	1	3	0	0	0	6	0	0	0	0	0	0	0
Chromohalobacter salexigens	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Chroococcidiopsis thermalis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrysodidymus synuroideus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Citreicella sp. SE45	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Citrobacter koseri	0	39	25	0	0	128	0	1	2	1	1	0	0	0	9	0	0	7	0	0	1	0	1	0	0
Citrobacter rodentium	0	11	0	0	1	0	8	0	0	0	0	0	0	0	0	209	1	0	0	0	0	1	0	0	0
Citrobacter sp. 30_2	0	0	0	0	1	1	0	0	0	0	0	0	0	5	1	0	0	1	0	0	1	0	0	0	0
Clavibacter michiganensis	0	0	5	0	0	1	0	0	2	0	0	0	0	0	0	24	0	0	2	1	0	0	0	0	0
Clavispora lusitaniae	0	2	0	1	0	1	1	1	0	2	0	1	1	0	0	0	0	1	0	0	1	1	0	1	0
Clostridiales bacterium 1_7_47FAA	1	2123	191	5252	28267	3788	142	993	0	67	27	156	2786	281	1075	9	192	99	504	93	60	100	42188	198	60
Clostridium acetobutylicum	0	0	0	28	145	33	0	0	63	0	0	12	0	0	0	0	0	0	0	0	0	40	22	0	0
Clostridium beijerinckii	0	0	102	0	13	444	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2174	0	1	0
Clostridium botulinum	0	16	52	298	3266	33	0	4	237	6	4	14	155	0	89	0	16	0	11	0	0	3793	349	0	14
Clostridium butyricum	0	0	0	0	290	1	0	3	0	0	0	1	0	0	0	0	0	0	0	5	0	1	19	1	4
Clostridium carboxidivorans	0	0	0	0	35	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0
Clostridium cellulovorans	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
Clostridium kluyveri	0	19	6	210	640	76	54	25	57	39	9	45	101	0	72	11	27	14	30	7	18	144	531	24	35
Clostridium ljungdahlii	0	0	0	14	133	54	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	57	9	0	0
Clostridium novyi	0	0	0	0	532	1	0	6	0	0	0	0	11	0	0	0	0	0	0	0	0	2	5	0	0
Clostridium perfringens	0	0	107	108	5493	4975	4	293	346	0	0	305	279	13	353	13	5	15	5795	41	4	31391	51	0	52
Clostridium sp. BNL1100	0	0	0	35	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Clostridium sp. SY8519	0	19	0	223	1026	104	1	1	0	0	1	0	115	0	35	0	0	0	0	0	0	0	560	1	29
Clostridium tetani	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
Coccidioides immitis	0	142	15	83	136	95	11	27	29	9	22	33	32	3	123	26	2	10	31	73	2	8	234	1	3
Coccidioides posadasii	0	3	3	2	2	1	4	6	6	5	1	3	5	1	2	1	2	2	6	8	3	3	3	0	2
Collimonas fungivorans	0	0	15	0	216	92	42	55	16	46	18	0	19	1	26	9	0	18	4	19	0	0	5	34	19
Collinsella aerofaciens	0	0	41	388	2877	535	9	28	1	1	0	70	1175	0	368	1	69	4	0	0	24	98	1699	67	0
Comamonas testosteroni	0	7	0	72	3	174	0	0	11	2	6	0	2	0	0	0	0	0	0	18	0	0	37	9	0
Conexibacter woesei	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0
Coprinopsis cinerea	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0
Coprobacillus sp. D7	2	2	1	40	5898	1315	8	48	9	14	3	8	162	0	18	0	25	1	0	1	3	39	162	9	3
Corallococcus coralloides	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coriobacterium glomerans	0	0	0	18	2	1	20	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium accolens	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0
Corynebacterium afermentans	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Corynebacterium amycolatum	0	0	0	0	0	0	1	1	0	0	0	1	0	0	4	0	0	0	0	1	0	4	0	0	0
Corynebacterium aurimucosum	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
Corynebacterium diphtheriae	0	0	0	15	0	0	2	46	0	0	0	0	0	0	1	0	0	0	0	0	9	6	0	0	0
Corynebacterium efficiens	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Corynebacterium fastidiosum	0	5	0	0	0	0	1	25	2	0	4	0	3	2	6	0	0	0	0	0	0	0	1	0	0
Corynebacterium glutamicum	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0
Corynebacterium jeikeium	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	4	1	1	0	0	1	0	1	4
Corynebacterium kroppenstedtii	4	11	2	0	0	0	3	1	2	2	1	3	2	6	13	1	4	1	3	4	3	5	4	0	1
Corynebacterium minutissimum	0	5	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	2	0	0	0	0	0
Corynebacterium pseudodiphtheriticum	0	0	0	0	1	5	0	43	0	0	0	0	0	0	1	0	4	2	1	1	0	1	4	0	0
Corynebacterium resistens	1	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium simulans	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0
Corynebacterium tuberculostearicum	2	0	2	4	7	0	15	31	6	2	3	9	1	4	23	0	12	22	3	7	10	8	6	3	1
Corynebacterium ulcerans	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium urealyticum	0	0	0	0	0	3	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium variabile	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
Coxiella burnetii	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cronobacter sakazakii	0	0	11	0	0	1	0	0	0	0	0	0	0	0	7	4	2	0	0	0	0	0	0	4	0
Cronobacter turicensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	6	0	0
Cryptobacterium curtum	0	0	0	0	0	57	0	0	0	0	0	0	0	0	14	0	23	0	0	0	0	0	0	0	0
Cryptococcus gattii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Cryptococcus neoformans	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptomonas paramecium	0	0	0	1	22	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	13	0	0
Cryptosporidium parvum	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0
Cupriavidus metallidurans	0	1	0	1	4171	1	0	24	0	0	0	0	0	1	6	0	1	2	0	0	3	0	8	1	3
Cupriavidus necator	0	0	1	6	75	0	40	120	0	0	4	0	34	0	0	0	15	11	0	1	0	6	1	4	16
Cupriavidus pinatubonensis	0	1	0	116	6841	0	1	656	0	0	0	1	1	0	1	0	14	0	1	12	0	0	128	2	0
Cupriavidus taiwanensis	0	2	0	0	970	1	0	90	0	0	3	6	0	0	0	0	0	0	0	0	1	0	0	6	0
Cyanidioschyzon merolae	0	0	0	21	265	34	0	16	0	0	0	0	2	0	0	0	0	0	0	4	0	1	12	0	1
Cyanidium caldarium	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cyanobium gracile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Cyanobium sp. PCC 7001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Cyanophora paradoxa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyanothece sp. ATCC 51142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Cyanothece sp. CCY0110	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
Cyanothece sp. PCC 7424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Cycloclasticus sp. P1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Debaryomyces hansenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Dechloromonas aromatica	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Dehalobacter sp. CF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Deinococcus deserti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Deinococcus geothermalis	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Deinococcus gobiensis	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus proteolyticus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus radiodurans	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Delftia acidovorans	1	3	14	0	4728	13	0	450	0	0	0	16	48	0	25	1	40	1	3	23	0	9	74	0	8
Delftia sp. Cs1-4	0	0	31	6	8	167	42	1	26	8	21	0	0	7	4	0	1	16	0	35	14	0	1	23	1
Denitrovibrio acetiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Desulfarculus baarsii	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0
Desulfatibacillum alkenivorans	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Desulfitobacterium dehalogenans	0	0	0	2	48	70	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Desulfitobacterium hafniense	0	0	0	0	9	0	0	0	2	0	0	11	0	0	0	0	0	0	0	0	0	0	70	0	0
Desulfobacula toluolica	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Desulfococcus oleovorans	0	0	0	0	13	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Desulfomicrobium baculatum	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0
Desulfosporosinus acidiphilus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Desulfosporosinus meridiei	0	0	0	37	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Desulfosporosinus orientis	0	0	0	1	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	1	0	0
Desulfotalea psychrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Desulfotomaculum acetoxidans	0	0	0	0	1	15	0	0	0	0	0	0	1	0	0	0	0	0	17	0	0	0	265	0	0
Desulfotomaculum carboxydivorans	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfotomaculum reducens	0	0	0	78	164	42	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	190	0	0
Desulfotomaculum ruminis	0	0	0	0	10	14	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0
Desulfovibrio aespoeensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Desulfovibrio africanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
Desulfovibrio alaskensis	0	0	0	0	25	72	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio desulfuricans	0	0	15	905	320	74	12	0	0	0	0	222	30	0	79	6	0	0	45	0	0	0	2966	0	13
Desulfovibrio magneticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0
Desulfovibrio salexigens	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	0	0
Desulfovibrio vulgaris	0	0	12	31	703	89	13	0	0	0	0	0	28	0	156	0	16	18	0	0	0	0	3624	22	11
Desulfurispirillum indicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Desulfurivibrio alkaliphilus	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	0
Desulfuromonas acetoxidans	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Dethiobacter alkaliphilus	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	34	0	0
Dickeya dadantii	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	3	0	5	0	0	0	0	0
Dickeya zeae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Dictyostelium discoideum	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
Dinoroseobacter shibae	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dokdonia sp. 4H-3-7-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Dorea formicigenerans	0	380	162	41559	513063	8927	1794	4775	0	190	0	48	1786	0	3824	0	1365	457	148	337	41	4653	27405	1520	422
Dyadobacter fermentans	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	1	0	0
Ectocarpus siliculosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
Edwardsiella tarda	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Eggerthella lenta	0	0	0	134	1229	1285	0	1	0	0	0	19	329	0	246	0	0	12	3	0	0	1	612	31	32
Eggerthella sp. YY7918	0	0	0	0	5	1	0	0	0	0	0	36	0	0	3	0	0	0	0	2	0	25	1	0	0
Elusimicrobium minutum	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emiliania huxleyi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Encephalitozoon cuniculi	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enhydrobacter aerosaccus	6	29	3	8	1	1	7	15	7	1	2	274	7	1	20	5	7	6	3	6	3	13	15	5	6
Enterobacter aerogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
Enterobacter cloacae complex	8	40	0	14	351	0	1	28	4	0	0	0	0	38	46	0	10	61	0	2	1	1	62	0	1
Enterobacter sp. 638	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
Enterobacteria phage M13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Enterobacteria phage P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Enterobacteria phage lambda	1890	199	257	464	314	228	9677	1910	256	41	270	622	2303	202	1771	250	1712	1050	42	720	1100	98	335	1423	2293
Enterococcus casseliflavus	0	0	0	0	0	0	0	1	1	1	0	0	0	1	4	0	0	1	0	0	0	0	0	0	0
Enterococcus faecalis	0	1431	134	1092	3623	2001	50	1041	166	0	0	53	923	237	1166	33	26	0	154	264	0	3401	11167	0	98
Enterococcus faecium	0	0	0	0	0	0	0	13	0	0	0	0	2	0	0	0	5	0	0	0	0	19	29	0	0
Enterococcus gallinarum	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Enterococcus hirae	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus phage phiEF24C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Enzootic nasal tumour virus of goats	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eremothecium gossypii	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erwinia billingiae	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2
Erwinia pyrifoliae	0	0	0	0	199	10	0	48	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Erwinia sp. Ejp617	0	0	24	0	266	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Erwinia tasmaniensis	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Erysipelothrix rhusiopathiae	0	0	39	7	711	182	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	685	0	0
Erythrobacter litoralis	0	17	2	18	0	0	0	0	0	0	0	1	9	0	0	0	1	1	0	0	1	0	11	7	1
Erythrobacter sp. SD-21	0	7	3	8	0	2	0	0	0	0	2	0	6	0	1	0	1	0	0	0	0	1	0	2	0
Escherichia coli	1601	6106	10272	1625	64779	12694	440	20268	6535	89	320	494	6495	2469	3577	11291	20771	8740	2317	4524	8450	4406	51782	10496	9719
Escherichia fergusonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Escherichia phage rv5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia sp. 3_2_53FAA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ethanoligenens harbinense	0	0	0	562	2734	244	2	1	0	0	0	1	268	0	0	0	0	0	0	0	0	0	234	0	0
Eubacterium limosum	0	0	0	328	370	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	1	0	0
Exiguobacterium antarcticum	0	0	0	0	17	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0
Exiguobacterium sibiricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Exiguobacterium sp. AT1b	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ferrimonas balearica	0	0	0	0	4	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fervidobacterium nodosum	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
Filifactor alocis	0	0	4	214	99	0	0	0	0	0	1	0	0	0	34	0	3	0	71	0	0	0	319	0	0
Finegoldia magna	1	0	0	74	0	0	0	38	0	0	0	2	0	3	1	0	1	0	2	34	1	1	290	0	0
Flavobacteria bacterium BAL38	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Flavobacteria bacterium MS024-3C	0	0	0	6	70	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	1	0
Flavobacteriaceae bacterium 3519-10	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Flavobacterium branchiophilum	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium columnare	0	0	0	3	0	0	12	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1
Flavobacterium indicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Flavobacterium johnsoniae	2	0	0	23	1	1	4	0	0	1	1	0	0	0	3	0	1	4	0	0	0	0	1	2	0
Flexibacter litoralis	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fonticula alba	0	4	2	0	1	1	3	0	2	16	2	13	2	2	2	1	0	0	1	2	0	0	1	2	2
Francisella tularensis	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
Frankia sp. EAN1pec	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Frankia sp. EuI1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Frateuria aurantia	0	0	0	0	3	13	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
Fusarium graminearum	0	0	1	0	0	1	0	6	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Fusarium oxysporum	9	3	2	0	2	1	3	4	4	2	1	4	1	19	2	10	1	4	10	0	3	2	0	4	1
Fusarium verticillioides	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
Fusobacterium nucleatum	1586006	1585	23	706	1575	209	9	251	118	6	36	9	0	423	5096	92	118	459	1916	1372	105	14065	78904	64	53
Gaeumannomyces graminis	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Gallibacterium anatis	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gallionella capsiferriformans	0	0	0	0	1589	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gardnerella vaginalis	0	0	0	0	4	1	0	0	1	2	2	0	0	3	1	0	64	0	0	0	0	0	5	0	0
Geitlerinema sp. PCC 7407	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella haemolysans	0	0	0	670	546	47	3	4	1	0	19	0	195	0	537	2	18	35	48	0	0	608	10434	20	0
Gemmata obscuriglobus	0	0	0	0	8	21	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gemmatimonas aurantiaca	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Geobacillus kaustophilus	0	0	0	0	259	1	0	0	2	0	0	0	9	0	2	3	1	0	0	0	0	2	2	0	0
Geobacillus sp. G11MC16	0	18	11	6	37	37	9	24	10	14	6	29	36	12	3	14	8	14	18	13	14	3	3	23	4
Geobacillus sp. WCH70	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Geobacillus sp. Y412MC61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	61	0	0
Geobacillus thermodenitrificans	0	0	0	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
Geobacillus thermoglucosidasius	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Geobacillus thermoleovorans group	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Geobacter bemidjiensis	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geobacter lovleyi	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geobacter sp. M21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Geobacter sulfurreducens	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geobacter uraniireducens	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
