Count	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
taxid:160488|Pseudomonas_putida_KT2440	6	3	18	0	39	30	173	17	166	15	26	16	9	1	68	2	11	2	10	0	17	36	15	5	2
taxid:160492|Xylella_fastidiosa_9a5c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
taxid:161528|Erythrobacter_sp._SD-21	0	7	3	8	0	2	0	0	0	0	2	0	6	0	1	0	1	0	0	0	0	1	0	2	0
taxid:161544|Bacillus_sp._SG-1	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
taxid:164328|Phytophthora_ramorum	0	0	1	0	1	1	1	0	0	0	2	0	2	2	1	1	1	0	0	0	0	0	0	0	5
taxid:167539|Prochlorococcus_marinus_subsp._marinus_str._CCMP1375	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:169963|Listeria_monocytogenes_EGD-e	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
taxid:170187|Streptococcus_pneumoniae_TIGR4	2	0	0	0	0	1222	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	53	35	17
taxid:171101|Streptococcus_pneumoniae_R6	0	0	0	0	0	0	0	0	0	0	0	0	837	0	0	0	0	0	0	0	0	0	0	0	0
taxid:176279|Staphylococcus_epidermidis_RP62A	0	8	0	0	34	13	58	9	4	13	0	1	0	0	0	0	9	36	0	5	0	42	25	0	0
taxid:176280|Staphylococcus_epidermidis_ATCC_12228	6	0	14	15	0	28	2	281	0	0	15	45	24	9	37	7	0	0	6	0	29	0	0	13	0
taxid:176299|Agrobacterium_fabrum_str._C58	0	0	1	1	0	6	0	0	5	2	0	10	0	0	1	0	0	16	0	0	0	0	0	2	0
taxid:177439|Desulfotalea_psychrophila_LSv54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
taxid:180281|Cyanobium_sp._PCC_7001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
taxid:182082|Chlamydophila_pneumoniae_TW-183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0
taxid:187303|Methylocystis_sp._SC2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:187420|Methanobacterium_thermoautotrophicum_str._Delta_H	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:189423|Streptococcus_pneumoniae_670-6B	0	0	0	259	19	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
taxid:189918|Mycobacterium_sp._KMS	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:190192|Methanopyrus_kandleri_AV19	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
taxid:190304|Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586	702166	0	0	20	40	175	0	9	0	0	24	0	0	1	15	0	7	456	0	5	5	289	69	0	0
taxid:190485|Xanthomonas_campestris_pv._campestris_str._ATCC_33913	0	3	3	0	1	16	1	15	0	0	0	11	0	0	0	1	8	0	3	20	7	6	0	8	8
taxid:190486|Xanthomonas_axonopodis_pv._citri_str._306	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
taxid:193567|Streptococcus_pyogenes_SSI-1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:195102|Clostridium_perfringens_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:195103|Clostridium_perfringens_ATCC_13124	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:195253|Synechococcus_sp._PCC_6312	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:196162|Nocardioides_sp._JS614	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	1	0	28	1
taxid:196164|Corynebacterium_efficiens_YS-314	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
taxid:196620|Staphylococcus_aureus_subsp._aureus_MW2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
taxid:196627|Corynebacterium_glutamicum_ATCC_13032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:197221|Thermosynechococcus_elongatus_BP-1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0
taxid:198214|Shigella_flexneri_2a_str._301	8	204	0	0	5	6	0	117	3	0	0	0	3	0	0	7	357	157	0	2	146	0	0	193	10
taxid:198215|Shigella_flexneri_2a_str._2457T	0	0	0	0	1111	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:198628|Dickeya_dadantii_3937	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0
taxid:199310|Escherichia_coli_CFT073	0	0	58	0	4	133	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
taxid:203119|Clostridium_thermocellum_ATCC_27405	0	0	0	102	95	36	0	0	0	0	0	10	1	0	14	0	0	0	0	0	0	0	2	0	0
taxid:203120|Leuconostoc_mesenteroides_subsp._mesenteroides_ATCC_8293	0	0	0	18	27	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0
taxid:203122|Saccharophagus_degradans_2-40	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:203267|Tropheryma_whipplei_Twist	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:203275|Tannerella_forsythia_ATCC_43037	0	0	0	0	0	15	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	16	0	0
taxid:204536|Sulfurihydrogenibium_azorense_Az-Fu1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
taxid:204773|Herminiimonas_arsenicoxydans	0	0	0	2	88	7	0	6	1	0	0	7	0	0	3	0	0	0	0	0	0	3	0	2	0
taxid:205913|Bifidobacterium_longum_DJO10A	0	27	0	0	16	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0
taxid:205918|Pseudomonas_syringae_pv._syringae_B728a	12	34	34	18	41	40	112	57	26	41	40	46	53	6	57	16	18	12	26	23	4	39	29	34	24
taxid:205922|Pseudomonas_fluorescens_Pf0-1	0	636	265	159	374	460	1363	389	270	504	369	553	535	197	984	197	254	209	204	298	405	567	186	204	199
taxid:206672|Bifidobacterium_longum_NCC2705	0	0	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
taxid:207559|Desulfovibrio_alaskensis_G20	0	0	0	0	25	72	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
taxid:207949|Bermanella_marisrubri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
taxid:208596|Carnobacterium_sp._17-4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:208963|Pseudomonas_aeruginosa_UCBPP-PA14	0	0	1	0	0	0	0	0	0	3	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0
taxid:208964|Pseudomonas_aeruginosa_PAO1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
taxid:210007|Streptococcus_mutans_UA159	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:211586|Shewanella_oneidensis_MR-1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0
taxid:212042|Anaplasma_phagocytophilum_HZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
taxid:212717|Clostridium_tetani_E88	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
taxid:213769|Lactococcus_phage_712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
taxid:213775|Lactococcus_phage_jj50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
taxid:214688|Gemmata_obscuriglobus_UQM_2246	0	0	0	0	8	21	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
taxid:215689|Erwinia_sp._Ejp617	0	0	24	0	266	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
taxid:216591|Burkholderia_cenocepacia_J2315	0	1	0	0	3	2	241	51	1	0	2	1	8	2	1	1	0	0	18	7	31	0	28	2	20
taxid:216592|Escherichia_coli_042	1308	5310	4612	73	3498	5863	150	904	6396	16	209	287	5252	2334	1557	5772	20423	8465	2116	4195	8375	4096	12775	10251	9646
taxid:216595|Pseudomonas_fluorescens_SBW25	43	14715	9052	5271	16077	15346	45386	14423	10223	16158	14601	18664	21267	4702	14623	6559	8327	5665	8499	3799	9295	22611	5834	6503	8315
taxid:216596|Rhizobium_leguminosarum_bv._viciae_3841	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
taxid:216599|Shigella_sonnei_53G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
taxid:218491|Pectobacterium_atrosepticum_SCRI1043	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:218493|Salmonella_bongori_NCTC_12419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
taxid:218495|Streptococcus_uberis_0140J	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:218496|Tropheryma_whipplei_TW08/27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0
taxid:220664|Pseudomonas_protegens_Pf-5	1	272	190	109	565	533	807	537	185	322	281	341	345	105	560	99	313	180	132	88	297	334	207	217	171
taxid:221109|Oceanobacillus_iheyensis_HTE831	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
taxid:222885|Bryopsis_hypnoides	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
taxid:222929|Coccidioides_posadasii_C735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0
taxid:223283|Pseudomonas_syringae_DC3000	0	97	12	18	45	72	147	71	39	42	36	77	97	69	76	11	130	57	149	17	113	63	24	42	28
taxid:223926|Vibrio_parahaemolyticus_RIMD_2210633	0	0	8	0	76	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:224308|Bacillus_subtilis_subsp._subtilis_str._168	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:224325|Archaeoglobus_fulgidus_DSM_4304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
taxid:224911|Bradyrhizobium_diazoefficiens_USDA_110	0	6	0	0	0	8	9	8	2	5	6	1	0	0	11	0	5	5	0	0	0	0	1	1	0
taxid:225937|Marinobacter_adhaerens_HP15	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
taxid:226125|Saccharomyces_paradoxus_NRRL_Y-17217	0	2	2	0	3	7	3	10	3	0	1	3	6	1	1	15	5	3	2	1	25	7	3	2	4
taxid:226126|Saccharomyces_mikatae_IFO1815	0	1	0	0	0	1	2	0	0	1	0	0	4	0	1	0	2	0	2	0	3	1	1	2	0
taxid:226185|Enterococcus_faecalis_V583	0	19	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
taxid:226186|Bacteroides_thetaiotaomicron_VPI-5482	0	2042	0	194	4263	1290	209	3	41	201	14	378	4387	311	8515	1	58	0	0	0	0	213	7	300	62
taxid:226231|Saccharomyces_bayanus_623-6C	64	30	14	13	26	26	57	41	20	28	36	45	49	11	38	25	16	21	10	12	27	27	15	21	25
taxid:226301|Naumovia_castellii_NRRL_Y-12630	2	0	0	0	2	1	5	3	3	0	0	2	2	1	0	0	0	1	1	0	3	3	1	5	0
taxid:226302|Lachancea_kluyveri_NRRL_Y-12651	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:227086|Bigelowiella_natans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0
taxid:227321|Aspergillus_nidulans_FGSC_A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
taxid:227882|Streptomyces_avermitilis_MA-4680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
taxid:228400|Haemophilus_somnus_2336	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0
taxid:228405|Hyphomonas_neptunium_ATCC_15444	0	0	0	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:228410|Nitrosomonas_europaea_ATCC_19718	0	0	0	25	2	38	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0
taxid:229533|Fusarium_graminearum	0	0	1	0	0	1	0	6	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
taxid:231023|Pseudomonas_putida_ND6	0	1855	1354	624	1858	1367	5394	1669	971	2420	2063	2679	2603	607	3053	783	443	617	926	474	1100	2383	754	721	964
taxid:232721|Acidovorax_sp._JS42	1	0	20	0	0	10	16	0	0	3	0	0	0	0	20	0	1	1	0	0	10	9	0	0	0
taxid:233412|Haemophilus_ducreyi_35000HP	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:234621|Rhodococcus_erythropolis_PR4	4	24	22	3	22	17	74	3	42	3	30	10	0	2	17	0	5	1	8	3	33	21	6	0	0
taxid:234831|Pseudoalteromonas_sp._SM9913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
taxid:235443|Cryptococcus_neoformans_grubii_H99	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:235909|Geobacillus_kaustophilus_HTA426	0	0	0	0	259	1	0	0	2	0	0	0	9	0	2	3	1	0	0	0	0	2	2	0	0
taxid:236097|Alcanivorax_sp._DG881	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:237561|Candida_albicans_SC5314	0	0	0	5	5	0	0	2	0	1	0	1	2	0	0	0	1	0	0	0	2	0	0	0	1
taxid:237631|Ustilago_maydis_521	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0
taxid:239365|Enzootic_nasal_tumour_virus_of_goats	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:240015|Acidobacterium_capsulatum_ATCC_51196	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:240176|Coprinopsis_cinerea_okayama7#130	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0
taxid:243090|Rhodopirellula_baltica_SH_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
taxid:243230|Deinococcus_radiodurans_R1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:243233|Methylococcus_capsulatus_Bath	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:243243|Mycobacterium_avium_104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
taxid:243272|Mycoplasma_arthritidis_158L3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:243275|Treponema_denticola_ATCC_35405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	1	0	0	0	0
taxid:243365|Chromobacterium_violaceum_ATCC_12472	0	0	0	40	112	33	3	0	0	1	0	1	1	3	0	0	0	6	0	0	0	0	0	0	0
taxid:244592|Labrenzia_alexandrii_DFL-11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:246194|Carboxydothermus_hydrogenoformans_Z-2901	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:246197|Myxococcus_xanthus_DK_1622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
taxid:246198|Prevotella_intermedia_17	0	1	2	114	43	0	2	95	0	0	2	0	1	0	773	25	0	1	0	380	0	0	147	0	0
taxid:246200|Ruegeria_pomeroyi_DSS-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
taxid:246409|Rhizopus_oryzae_RA_99-880	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
taxid:247634|marine_gamma_proteobacterium_HTCC2148	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:247639|marine_gamma_proteobacterium_HTCC2080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
taxid:251229|Chroococcidiopsis_thermalis_PCC_7203	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:257309|Corynebacterium_diphtheriae_NCTC_13129	0	0	0	15	0	0	2	44	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
taxid:257310|Bordetella_bronchiseptica_RB50	0	0	0	0	9	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
taxid:257311|Bordetella_parapertussis_12822	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:257313|Bordetella_pertussis_Tohama_I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
taxid:257314|Lactobacillus_johnsonii_NCC_533	0	0	108	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:258594|Rhodopseudomonas_palustris_CGA009	0	172	51	99	27	17	1	15	21	23	43	108	139	13	2	21	62	14	14	36	16	14	10	58	3
taxid:259536|Psychrobacter_arcticus_273-4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	3	1	0
taxid:261292|Nitrosomonas_sp._Is79A3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:262316|Mycobacterium_avium_subsp._paratuberculosis_K-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
taxid:262489|delta_proteobacterium_MLMS-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
taxid:262543|Exiguobacterium_sibiricum_255-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
taxid:262723|Mycoplasma_synoviae_53	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:262724|Thermus_thermophilus_HB27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
taxid:262727|Haemophilus_influenzae_R2846	0	0	0	6	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	8	0	0
taxid:262728|Haemophilus_influenzae_R2866	0	0	0	34	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:263358|Verrucosispora_maris_AB-18-032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0
taxid:264198|Ralstonia_eutropha_JMP134	0	1	0	116	6841	0	1	656	0	0	0	1	1	0	1	0	14	0	1	12	0	0	128	2	0
taxid:264199|Streptococcus_thermophilus_LMG_18311	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:264203|Zymomonas_mobilis_subsp._mobilis_ATCC_31821_=_ZM4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
taxid:264730|Pseudomonas_syringae_pv._phaseolicola_1448A	0	29	5	0	32	63	77	24	4	11	11	10	30	3	22	14	33	5	5	11	21	9	26	1	6
taxid:264731|Prevotella_ruminicola_23	0	0	7	6	11	0	0	0	0	0	0	0	265	0	20	1	0	1	0	4	0	0	8	0	0
taxid:264732|Moorella_thermoacetica_ATCC_39073	0	0	0	4	1	0	0	0	0	0	0	0	0	0	29	0	0	0	0	2	0	2	8	0	0
taxid:265072|Methylobacillus_flagellatus_KT	0	0	0	0	2	1	0	16	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
taxid:265311|Mesoplasma_florum_L1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:265669|Listeria_monocytogenes_serotype_4b_str._F2365	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:266117|Rubrobacter_xylanophilus_DSM_9941	0	0	0	12	9	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	335	0	0
taxid:266264|Cupriavidus_metallidurans_CH34	0	1	0	1	4171	1	0	24	0	0	0	0	0	1	6	0	1	2	0	0	3	0	8	1	3
taxid:266265|Burkholderia_xenovorans_LB400	0	0	0	89	2	0	0	0	1	0	0	9	2	0	1	0	1	0	1	0	0	0	0	0	0
taxid:266779|Chelativorans_sp._BNC1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:266834|Sinorhizobium_meliloti_1021	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:266835|Mesorhizobium_loti_MAFF303099	0	0	0	0	2	0	4	4	1	1	1	2	1	0	9	0	2	0	2	0	0	0	4	4	0
taxid:266940|Kineococcus_radiotolerans_SRS30216	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	16	0
taxid:267410|Listeria_monocytogenes_serotype_4b_str._H7858	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
taxid:267608|Ralstonia_solanacearum_GMI1000	0	2	47	0	0	0	0	0	0	0	0	0	0	0	1	17	0	1	0	0	2	0	0	0	0
taxid:267747|Propionibacterium_acnes_KPA171202	165	325	338	91	396	513	382	708	303	249	295	682	271	562	1373	259	704	778	244	504	669	889	499	317	231
taxid:269482|Burkholderia_vietnamiensis_G4	0	0	0	0	1	3	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
taxid:269483|Burkholderia_sp._383	11	83	33	85	1699	95	461	850	102	77	32	66	192	20	193	45	65	43	24	46	83	63	89	34	27
taxid:269797|Methanosarcina_barkeri_'Fusaro'	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:271848|Burkholderia_thailandensis_E264	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
taxid:272558|Bacillus_halodurans_C-125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
taxid:272559|Bacteroides_fragilis_NCTC_9343	0	9	0	101	231325	2	23	745	2159	0	401	0	23	7	5	988	1343	493	10148	451	513	154827	357133	1	2172
taxid:272562|Clostridium_acetobutylicum_ATCC_824	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
taxid:272563|Clostridium_difficile_630	0	27	218	1028	57272	643	0	157	0	9	0	235	3283	0	759	0	223	0	122	8	0	625	4513	1	0
taxid:272564|Desulfitobacterium_hafniense_DCB-2	0	0	0	0	0	0	0	0	2	0	0	11	0	0	0	0	0	0	0	0	0	0	3	0	0
taxid:272620|Klebsiella_pneumoniae_MCG_78578	0	0	0	0	0	31	0	0	0	0	0	16	1	0	9	0	0	0	0	0	0	0	0	10	1
taxid:272621|Lactobacillus_acidophilus_NCFM	0	19	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:272622|Lactococcus_lactis_subsp._cremoris_SK11	0	0	0	0	0	0	0	0	0	0	0	2	23	0	26	0	0	0	0	12	3	0	10	0	0
taxid:272623|Lactococcus_lactis_subsp._lactis_Il1403	0	0	0	0	0	0	0	0	0	0	0	10	135	0	0	0	9	0	0	1	0	0	0	0	0
taxid:272627|Magnetospirillum_magnetotacticum_MS-1	0	1	14	0	2	20	77	0	22	7	0	41	29	12	174	20	54	18	40	56	38	245	60	13	26
taxid:272630|Methylobacterium_extorquens_AM1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
taxid:272632|Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
taxid:272843|Pasteurella_multocida_subsp._multocida_Pm70	0	0	0	0	566	8	0	21	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
taxid:272942|Rhodobacter_capsulatus_SB_1003	0	3	0	0	0	19	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	9	0	0
taxid:273036|Staphylococcus_aureus_RF122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	1	1	0
taxid:273507|Phanerochaete_chrysosporium_RP-78	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:27350|Puccinia_striiformis_PST-78	1	7	22	4	3	3	22	16	2	5	0	6	3	7	17	3	9	35	15	20	5	14	3	9	1
taxid:2762|Cyanophora_paradoxa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:2771|Cyanidium_caldarium	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:278137|Mycobacterium_gilvum_Spyr1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
