genus	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
Bacillus	9	5	8	30	7	23	35	4	7	10	4	11	4	6	1	39	5	1	11	41	8	12	7	8	21	10	2	19	19	16	4	7	31	12	18	2	4	6	1	1	13	80	29	624	12	17	15	7	6	24	11	12	7	14	4	30	4	10	9	21	2	5	30	30	39	7	8	4	3	19	13	18	32	8	34	10	14	22	4	10	36	14	13	3	10	8	1	29	20
Bacteroides	202478	130075	183717	239160	303075	168828	98299	163308	324479	178048	97243	133009	81169	280059	247494	115801	211354	257323	154533	176955	93425	72269	98551	165320	216855	146938	139919	50718	366447	350562	274480	206266	233756	133255	193369	277882	569409	78049	169100	332519	238645	33605	83300	3342	103125	55937	57866	249725	396926	56445	329821	483133	373051	358904	263579	75946	434604	123287	86659	56690	89391	1099	44870	162763	100890	265611	364678	211779	166985	231402	195092	194039	41476	137226	78284	89464	150862	118675	418491	205241	45786	143758	61946	221804	154950	268566	240376	20537	48221
Bartonella	0	0	0	11	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Basfia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bdellovibrio	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0
Beggiatoa	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Beijerinckia	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Belliella	0	0	4	0	0	6	0	1	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	1	0	0	0	0	0	0	0
Betabaculovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Beutenbergia	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium	234	85	3513	764	4254	166	582	12751	112	113	2223	264	505	75	424	6584	1158	279	292	3512	1487	1161	325	25966	7405	1493	180	2057	9168	109	3019	326	217	4057	146	13297	943	550	221	1638	5296	938	4050	1279	170	438	5686	23864	1674	150	1556	169	81	249	2081	875	82	95	4453	161	308	62	471	107578	112	2956	156	498	238	140	6295	6799	220	7100	546	1367	189	464	5945	485	207	6980	721	99	763	300	770	94	6636
Blastococcus	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	4	1	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0
Blastocystis	0	19	62	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	12	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Blattabacterium	0	0	0	0	1	2	0	0	0	0	1	3	1	0	4	0	2	1	0	0	1	0	3	1	0	0	0	0	1	1	4	1	0	3	1	1	0	4	0	1	0	0	0	0	0	0	0	2	1	1	0	0	2	0	1	1	2	1	0	0	0	2	2	0	0	0	1	1	0	1	3	0	0	0	0	3	4	2	0	0	2	0	3	2	1	0	0	0	0
Blautia	5675	2547	4356	3572	5830	13207	8102	6045	3708	3524	2427	2060	1602	12770	5276	2101	5138	7349	4917	4430	2824	1498	1824	8178	12419	3360	7777	2147	6511	7073	6497	2048	15905	5150	18581	4356	7979	2071	5391	20738	7816	2293	2115	52	3893	4833	3303	2090	23281	3372	3272	5877	5375	19653	11154	5454	3808	1383	1891	1354	4382	27952	1590	4236	3291	6004	21746	2248	1429	12467	15890	5816	1093	8944	1495	6342	3011	5560	6958	2178	4756	3720	1667	2935	3410	56121	7450	866	1617
Bordetella	4	11	0	1	0	1	0	3	36	1	30	6	0	2	0	0	6	0	0	0	5	0	39	0	0	0	0	0	4	2	0	12	9	0	5	0	0	1	3	0	11	27	2	268	17	10	5	1	27	0	0	7	9	17	12	1	14	3	16	4	0	0	4	0	0	3	0	0	6	0	5	5	11	8	5	29	17	1	0	0	8	24	8	2	13	0	11	3	5
Borrelia	0	0	0	4	0	0	0	0	0	0	6	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Botrytis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachybacterium	0	0	0	8	0	0	5	0	0	0	0	1	5	1	1	0	0	0	6	0	0	0	1	0	0	6	0	0	0	0	0	0	0	1	0	0	0	1	0	2	2	1	1	9	0	2	1	0	0	0	0	0	0	0	2	0	3	0	1	2	1	0	11	0	6	0	0	0	0	0	0	0	8	0	0	1	0	0	0	3	0	0	2	0	0	0	0	3	0
Brachyspira	0	1	2	10	0	0	0	0	1	0	0	23	3	0	1	0	1	51	0	0	1	102	0	0	1	0	1	0	0	9	0	0	14	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	1	1	0	1	0	0	1	2	0	3	2	0	3	1	3	0	1	1	0	0	0	1	0	1	1	62	1	0	2	0	0	1
Bradyrhizobium	0	1	1	3	0	1	5	1	2	3	2	8	5	0	0	5	3	0	0	3	1	10	0	2	0	0	3	0	0	0	0	2	0	0	0	3	0	4	0	1	0	11	0	3	0	6	4	1	3	0	0	0	0	0	2	0	0	0	1	0	2	0	15	1	1	0	0	0	1	0	1	5	10	2	2	1	1	2	3	0	2	5	7	3	3	0	3	9	2
Brevibacillus	0	0	1	1	0	0	7	10	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	5	0	10	0	0	0	0	0	0	1	0	0	2	2	0	0	4	1	0	0	0	0	1	3	12	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Brevibacterium	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0
Brevundimonas	1	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	5	0	0	0	0	2	1	0	0	0	1	0	0	2	0	0	4	0	1	3	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	1	0	2	0	3	1	0	0	0	0	0	0
Brucella	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	2	4	3	0	0	0	2	0	0	0	0	3	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	4	0	0	0	0	0
Bryopsis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buchnera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3
Burkholderia	12	38	27	14	25	2	6	16	139	9	160	46	20	0	0	10	7	33	22	11	27	10	52	23	19	0	2	65	44	28	3	15	50	27	7	2	0	60	15	0	26	26	21	1185	62	64	24	20	16	38	27	6	8	9	127	3	46	9	43	4	35	8	14	10	12	42	4	47	14	19	10	8	39	19	16	53	45	17	24	25	6	27	54	48	68	1	9	66	5
Butyrivibrio	24	45	52	25	27	34	5	18	8	25	20	8	61	25	8	22	101	15	66	66	25	35	9	39	52	24	40	24	13	11	11	29	8	46	18	4	7	35	44	21	16	5	19	0	40	52	24	15	44	84	25	36	30	30	17	50	2	7	39	55	59	62	12	13	56	13	1	9	22	35	11	35	4	41	93	58	15	16	29	49	43	17	44	51	47	1	3	7	22
C2likevirus	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0
Cafeteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Caldanaerobacter	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caldicellulosiruptor	1	4	7	2	0	7	2	0	1	2	0	8	0	0	1	0	10	4	7	1	0	0	1	1	0	6	0	0	0	0	12	0	6	4	0	1	0	5	1	1	0	0	17	2	4	0	1	0	0	3	0	5	0	1	1	2	0	0	5	8	0	1	0	0	0	0	1	0	1	0	3	0	8	6	0	0	0	7	1	0	1	1	11	1	3	0	3	6	0
Caldilinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Calditerrivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Campylobacter	79	68	53	120	66	36	24	41	30	61	28	32	42	131	48	47	45	225	35	174	19	64	33	257	58	136	75	51	54	300	35	63	17	34	75	41	11	66	61	16	131	239	52	161	52	28	146	146	16	75	16	116	16	582	53	60	47	22	584	68	91	1121	55	22	54	32	26	90	19	78	18	47	53	279	54	42	145	11	21	64	43	14	25	30	27	16	189	17	49
Candida	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Candidatus Accumulibacter	0	0	0	4	1	0	0	0	1	0	7	0	1	3	0	1	0	6	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	2	13	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	7	1	8	1	0	0	0	0	0	1	1	0	0	1	4	0	3	3	0	0	0	1	0	0	0	0	0
Candidatus Amoebophilus	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Candidatus Arthromitus	0	0	4	0	0	0	7	0	0	0	0	0	1	0	1	0	0	2	3	0	1	0	1	0	2	1	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5	0	3	1	8	0	1	3	0	0	2	0	0	1	0	0	0	6	0	0	1	19	2	0	0	0	0	8	2	2	1	3	11	0	0	0	0	0	1	0	1	2	0	0	0	0	4
Candidatus Azobacteroides	1	1	0	0	0	3	0	0	0	2	1	1	0	0	1	0	1	1	2	1	2	3	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	3	0	0	0	0	0	0	2	2	2	2	0	0	0	1	0	2	0	0	6	0	1	1	0	0	1	0	0	0	5	0	1	0	0	4	1	1	1	1	0	0	1	0	1	0	0	0	1	4	0	5
Candidatus Blochmannia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Cardinium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Carsonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Desulforudis	0	3	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	3	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	7	0	0	0	0	0	0	2	0	1	0	1
Candidatus Endolissoclinum	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Endoriftia	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Candidatus Hamiltonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Koribacter	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	3	0	4	0	0	0	1	1	0
Candidatus Methylomirabilis	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Midichloria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Pelagibacter	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Candidatus Phytoplasma	0	0	7	0	0	2	0	0	0	1	0	0	0	0	0	3	0	1	0	7	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	5	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	6	0	1	0	5	1	7	0	2	0	0	7	0	3	0	0	0	0	0	0
Candidatus Puniceispirillum	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Candidatus Ruthia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Solibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Candidatus Sulcia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Zinderia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga	1	1	1	0	0	1	2	2	1	0	3	0	2	42	2	1	0	13	1	1	4	0	4	0	2	2	3	2	0	0	2	6	0	5	2	0	0	3	1	0	3	1	2	6	0	5	2	0	1	3	3	6	1	0	7	0	0	2	1	0	4	0	3	0	3	0	0	4	6	0	0	0	3	2	2	1	3	2	0	2	2	1	5	2	4	0	3	10	0
Capsaspora	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carboxydothermus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	17	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	0	8	0	0	0	8	0	2	0	0	0
Carnobacterium	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	1	8	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	1	0	1	0	0	0	1	3
Catenibacterium	148	62	87	65	163	144	116	71	461	1587	80	13373	260	16	86	81	89	14	105	131	557	91	14	94	66	37	77	71	85	53	22	41	52	90	78	160	69	658	66	50	222	47	95	28	65	82	642	68	56	4178	15	26	79	28	81	170	16	15959	2654	127	98	8	45	277	95	180	18	43	64	325	53	123	56	124	5584	238	65	323	47	4819	156	110	89	104	1209	16	59	84	491
Catenulispora	0	0	0	1	4	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	13	0	0	0	0	2	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	5	4	0	3	1	0	1	0	0	0	6	5	0	1	0	2	3	0
Caulobacter	3	0	1	1	0	0	3	0	3	0	1	0	8	2	0	1	0	0	0	1	0	1	2	2	0	1	0	0	0	1	0	10	0	0	1	0	0	0	1	3	0	8	0	1	5	7	3	0	1	2	0	0	0	0	0	2	0	0	2	0	1	3	7	1	4	2	0	0	1	0	2	0	0	1	1	1	8	0	0	0	0	0	1	0	0	0	1	11	5
Cellulomonas	1	1	0	3	4	0	0	1	0	0	7	5	1	1	3	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	4	1	0	0	9	0	21	1	8	2	0	0	1	0	0	0	5	0	1	0	1	2	0	0	3	0	2	0	0	0	0	0	0	0	0	8	0	1	1	5	8	0	0	0	0	3	0	1	0	2	1	5
Cellulophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Cellulosilyticum	2	3	20	4	7	1	99	2	8	9	1	0	9	3	5	0	35	2	3	5	14	16	15	15	4	15	7	19	1	15	1	13	17	2	38	3	7	10	32	6	7	34	2	6	18	8	0	7	3	23	10	10	6	7	26	5	16	1	1	6	19	1	1	19	18	5	5	4	15	15	3	36	26	6	42	7	1	0	2	10	13	14	7	3	24	0	1	19	57
