species	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	0.2206	0	0.20599	0	0	0	6.74426	0	0	0	0	0.31245	0	0	0	0	0	0	0.11676	0	0	0.32953	0	0	0	0.07289	0	0	1.5366	0	0	0	0	0	0	0	0	0.12309	0	0	0	1.04362	0	0	1.424	0	0	0	0.04638	0	0	0	0	0	0	0	0.03736	0	0	0	0.22814	0	0	0	0	0	0	0	0.89082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02295	0	0	0	0	0.06716
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii|t__Parabacteroides_goldsteinii_unclassified	0.2206	0	0.20599	0	0	0	6.74426	0	0	0	0	0.31245	0	0	0	0	0	0	0.11676	0	0	0.32953	0	0	0	0.07289	0	0	1.5366	0	0	0	0	0	0	0	0	0.12309	0	0	0	1.04362	0	0	1.424	0	0	0	0.04638	0	0	0	0	0	0	0	0.03736	0	0	0	0.22814	0	0	0	0	0	0	0	0.89082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02295	0	0	0	0	0.06716
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_johnsonii	0	0	0	0	0.04198	0	0	0	0	0	0	0	0	0	1.69681	0	0	0	1.01788	0	0	0	0.44099	0	0	0.21778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_johnsonii|t__Parabacteroides_johnsonii_unclassified	0	0	0	0	0.04198	0	0	0	0	0	0	0	0	0	1.69681	0	0	0	1.01788	0	0	0	0.44099	0	0	0.21778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae	1.56777	1.18342	0	1.43573	0	3.4172	0	1.68324	0.38345	0	0.65685	0.53287	4.48149	0	0	2.28641	3.60133	0.50383	0.86484	0	2.31763	1.73445	0	0	0	0	0	1.52593	0	0.96325	0.29413	1.95095	0.81083	0.83813	0	4.53867	0.23734	1.04157	2.47943	0	0	0.27714	0.45972	0	0.89044	0.73345	1.87941	0.36482	0.02831	0	0.334	0	3.00005	0	0.87081	1.11205	0	6.66494	0	0.51458	0.59085	0	2.46692	1.12959	0.76062	0	0	2.59247	0	1.52084	2.05992	0	3.0589	6.62874	0.97224	2.21846	2.55191	1.50295	0	2.89826	0.05038	0	0.86449	1.97047	0	19.03059	0	0	0.09364
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae|t__Parabacteroides_merdae_unclassified	1.56777	1.18342	0	1.43573	0	3.4172	0	1.68324	0.38345	0	0.65685	0.53287	4.48149	0	0	2.28641	3.60133	0.50383	0.86484	0	2.31763	1.73445	0	0	0	0	0	1.52593	0	0.96325	0.29413	1.95095	0.81083	0.83813	0	4.53867	0.23734	1.04157	2.47943	0	0	0.27714	0.45972	0	0.89044	0.73345	1.87941	0.36482	0.02831	0	0.334	0	3.00005	0	0.87081	1.11205	0	6.66494	0	0.51458	0.59085	0	2.46692	1.12959	0.76062	0	0	2.59247	0	1.52084	2.05992	0	3.0589	6.62874	0.97224	2.21846	2.55191	1.50295	0	2.89826	0.05038	0	0.86449	1.97047	0	19.03059	0	0	0.09364
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_unclassified	0	0.37197	0.00522	0	0.54303	0	0	0	0	2.30317	0	0	3.2286	0	0	0.41998	0	5.1232	0	1.91106	0	0	0.151	0.48361	1.19715	0.82639	7.67483	0	0	6.59799	0.75675	0	0.53335	0	2.49658	0	0.8618	0	1.58616	14.27528	0.73443	0	0.42267	0	0	0	0	0	0	0	3.60227	5.06471	0	0	1.02406	0.0932	0	0	0	0.61752	0	0	0	0	0.14581	0.30356	0	0.30449	0.74874	1.54947	2.78812	0	0	0	0	0	0	2.47999	0	0	0.80692	0	0	0	0.66759	0	3.48152	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica	0	0	0	0	0	0	13.76829	0	0	0	0.1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97967	0	0	0	0	0	0	0	0	0	0	7.38952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02875	0	0	0	0	0	0	0	0.37577	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica|t__Porphyromonas_asaccharolytica_unclassified	0	0	0	0	0	0	13.76829	0	0	0	0.1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97967	0	0	0	0	0	0	0	0	0	0	7.38952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02875	0	0	0	0	0	0	0	0.37577	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_somerae	0	0	0	0	0	0	2.13901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_somerae|t__GCF_000372405	0	0	0	0	0	0	2.13901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_uenonis	0	0	0	0	0	0	0.02255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04463	0	0	0	0	0	0	0	0	0	0	0.37216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04168	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_uenonis|t__GCF_000174775	0	0	0	0	0	0	0.02255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04463	0	0	0	0	0	0	0	0	0	0	0.37216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04168	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_tannerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_tannerae|t__GCF_000159995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara	1.91489	0	0	0	0	0	0	0	0.07876	0	0.363	0	0	0	0	0	0	0.14679	0	0	0.15993	0.85387	0.70834	0	0	0	0	1.71796	0	0	0	0	0	0	0	0	0	0	0.5985	0	0	0	0.10334	0	0.45654	0.34525	0.12581	0	0.05059	1.08962	0	0	0	0	0	0	0	0	0	0.30241	1.49067	0	0	0	0	0	0	0	0	0	0.07357	0	0	0	0	0.71698	0.53009	0	0	0.63653	0.03506	0	0	0.01028	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara|t__GCF_000233955	1.91489	0	0	0	0	0	0	0	0.07876	0	0.363	0	0	0	0	0	0	0.14679	0	0	0.15993	0.85387	0.70834	0	0	0	0	1.71796	0	0	0	0	0	0	0	0	0	0	0.5985	0	0	0	0.10334	0	0.45654	0.34525	0.12581	0	0.05059	1.08962	0	0	0	0	0	0	0	0	0	0.30241	1.49067	0	0	0	0	0	0	0	0	0	0.07357	0	0	0	0	0.71698	0.53009	0	0	0.63653	0.03506	0	0	0.01028	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_unclassified	1.99643	0	0	0	0	0	0	0	0.6629	0	1.02337	2.27805	0	0	0	0	0	0.7308	0	0	0.58734	2.47704	1.17724	0	0	0	0	1.44504	0	0	0	0	0	0	0	0	0	0.69092	1.73294	0	0	0	0.31359	0	1.05658	0.60306	1.1633	0	0.54574	1.33508	0	0	0	0	0	0	0	0	0	0.63204	2.35934	0	0	0	0	0	0	0	0	0	0.23746	0	0.32803	0	0.40362	1.24175	1.83384	0	0	1.69252	0.73235	0	0	0.49997	0.03491	0	0	0.95323	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila	0.07568	0	0	0	0	0	0	0	0	0	0.03388	3.93314	0	0	0	0	0	0	0	0	0	0.22406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02306	0	0	0	0	0	0	0	0	0	0	0.01978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02625	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila|t__GCF_000205165	0.07568	0	0	0	0	0	0	0	0	0	0.03388	3.93314	0	0	0	0	0	0	0	0	0	0.22406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02306	0	0	0	0	0	0	0	0	0	0	0.01978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02625	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccae|t__Prevotella_buccae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	33.70445	0	0	0	0	0	0	0	0	0	56.29651	0	27.86363	0	0	0	0	14.53092	0	0	0	0	0	18.26675	0	0	0	18.20602	0	0	0	0	0	0	0	45.28462	19.97365	0	0	0	14.48331	0	0	0	0	14.05453	0	42.41168	0	12.249	0	0	0	0	0	0	0	0	0	13.41344	0	0	4.06311	0	0	16.40174	0	0	0	0	19.00429	11.27857	0	0	0	0	0	4.09773	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri|t__GCF_000157935	0	0	0	0	0	0	0	0	0	0	33.70445	0	0	0	0	0	0	0	0	0	56.29651	0	27.86363	0	0	0	0	14.53092	0	0	0	0	0	18.26675	0	0	0	18.20602	0	0	0	0	0	0	0	45.28462	19.97365	0	0	0	14.48331	0	0	0	0	14.05453	0	42.41168	0	12.249	0	0	0	0	0	0	0	0	0	13.41344	0	0	4.06311	0	0	16.40174	0	0	0	0	19.00429	11.27857	0	0	0	0	0	4.09773	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia|t__GCF_000261025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea	0	0	0	0	0	0	0	0	0	0	0	0.93461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.42085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea|t__GCF_000235885	0	0	0	0	0	0	0	0	0	0	0	0.93461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.42085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07676	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis|t__GCF_000177055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07676	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	0	0	0	0	0	0.02762	0.52099	0	0	0	0.11085	0	0	0.09811	0.36048	0	0	0	0	0.10798	0	0	0	0	0	0	0.08235	0.29632	0	0.07895	0.40301	0.9069	0	0	0.00875	0	0	0	0.36866	0.21708	0	0	0	0	0	0	0	1.14255	0	0	0.70346	0.07616	0	0	0	1.0108	0	0	0	0	0	0	0.34985	0	0	0.16596	0.25515	0.77226	0.21672	0	0.28787	0	0	0	0	0	0	0.38797	0.10292	0	0	0.24532	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii|t__GCF_000265365	0	0	0	0	0	0.02762	0.52099	0	0	0	0.11085	0	0	0.09811	0.36048	0	0	0	0	0.10798	0	0	0	0	0	0	0.08235	0.29632	0	0.07895	0.40301	0.9069	0	0	0.00875	0	0	0	0.36866	0.21708	0	0	0	0	0	0	0	1.14255	0	0	0.70346	0.07616	0	0	0	1.0108	0	0	0	0	0	0	0.34985	0	0	0.16596	0.25515	0.77226	0.21672	0	0.28787	0	0	0	0	0	0	0.38797	0.10292	0	0	0.24532	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0971	0	0	0	0	0	0.23457	0	0	0	0.16124	0.06538	0	0.42222	0	0	0	0	0	0.11705	0	0	0	0.01182	0	0	0	0	0	0	0	0	0.53097	0.01671	0	0	0	0	0	0	0	0	0.04077	0	0	0	0	0	0	0	0	0.06154	0.11246	0.01661	0.38919	0	0.01145	0	0.07342	0	0.29545	0	0	0	0	0	0.40583	0	0	0	0	0	0.19541	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus|t__GCF_000231275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0971	0	0	0	0	0	0.23457	0	0	0	0.16124	0.06538	0	0.42222	0	0	0	0	0	0.11705	0	0	0	0.01182	0	0	0	0	0	0	0	0	0.53097	0.01671	0	0	0	0	0	0	0	0	0.04077	0	0	0	0	0	0	0	0	0.06154	0.11246	0.01661	0.38919	0	0.01145	0	0.07342	0	0.29545	0	0	0	0	0	0.40583	0	0	0	0	0	0.19541	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	3.70251	0	0	0.10696	1.48036	0.01506	2.59333	0	7.74334	0	0	2.80026	2.61141	2.1941	0.17335	0.40738	0.03412	0	0	0.13805	0	0	0	0	0.14978	0	10.42817	0.16872	4.54177	0.71842	0.08196	0.65975	0	0	0.67388	0	0	0	0	12.87216	1.32107	0.32047	0	0	0	0	0	0.43727	0.17716	0	1.30818	1.00169	1.36594	0	0.05459	0.55047	0	0.36674	0.56958	0.21321	0	0	0	0.53581	0	0.4568	3.45567	0.59048	6.33908	0.09288	0.91576	0	1.59864	0	1.72822	0	0.15283	17.92932	0.09307	0.05514	0	18.50752	0	3.25704	0	0	0	0.21122	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii|t__GCF_000374505	3.70251	0	0	0.10696	1.48036	0.01506	2.59333	0	7.74334	0	0	2.80026	2.61141	2.1941	0.17335	0.40738	0.03412	0	0	0.13805	0	0	0	0	0.14978	0	10.42817	0.16872	4.54177	0.71842	0.08196	0.65975	0	0	0.67388	0	0	0	0	12.87216	1.32107	0.32047	0	0	0	0	0	0.43727	0.17716	0	1.30818	1.00169	1.36594	0	0.05459	0.55047	0	0.36674	0.56958	0.21321	0	0	0	0.53581	0	0.4568	3.45567	0.59048	6.33908	0.09288	0.91576	0	1.59864	0	1.72822	0	0.15283	17.92932	0.09307	0.05514	0	18.50752	0	3.25704	0	0	0	0.21122	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	0.80051	5.67754	2.55212	1.62694	7.20595	5.10873	1.63484	6.57262	5.67571	3.13745	9.54361	0	2.66209	0	4.58057	3.47588	3.67646	3.31935	0.1823	5.88647	1.26723	7.09268	3.93626	0	4.39497	3.50948	0.52307	4.0305	2.73508	5.91569	7.46089	2.88379	4.31059	2.79325	1.1243	1.3761	0.77179	10.21787	2.98014	0	5.22847	2.26399	0.68884	0	1.00098	3.6178	2.3083	6.59651	1.37227	0.68456	4.13593	4.42104	3.75102	0	2.6504	7.24845	5.95631	0	0	0.69991	3.01951	0	4.71203	3.33268	4.46559	1.88166	4.52568	3.02275	1.42963	1.6462	2.78922	0	3.13629	5.93839	0.64877	2.49398	5.98342	5.14237	0	2.31418	1.67858	0	0.95926	7.84857	3.49122	0	3.19687	4.1997	3.6723
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis|t__GCF_000154465	0.80051	5.67754	2.55212	1.62694	7.20595	5.10873	1.63484	6.57262	5.67571	3.13745	9.54361	0	2.66209	0	4.58057	3.47588	3.67646	3.31935	0.1823	5.88647	1.26723	7.09268	3.93626	0	4.39497	3.50948	0.52307	4.0305	2.73508	5.91569	7.46089	2.88379	4.31059	2.79325	1.1243	1.3761	0.77179	10.21787	2.98014	0	5.22847	2.26399	0.68884	0	1.00098	3.6178	2.3083	6.59651	1.37227	0.68456	4.13593	4.42104	3.75102	0	2.6504	7.24845	5.95631	0	0	0.69991	3.01951	0	4.71203	3.33268	4.46559	1.88166	4.52568	3.02275	1.42963	1.6462	2.78922	0	3.13629	5.93839	0.64877	2.49398	5.98342	5.14237	0	2.31418	1.67858	0	0.95926	7.84857	3.49122	0	3.19687	4.1997	3.6723
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01567	0	0	0	0	0	0	0	0	0	0	0.03306	0	0.19192	0	0	0	0	0	0	0	0	0	0	0.01103	0	0	0.04825	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01709	0	0	0	0	0	0	0.11242	0	0	0.00675	0	0.05016	0	0	0	0	0	0.18176	0.33026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis|t__GCF_000312145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01567	0	0	0	0	0	0	0	0	0	0	0.03306	0	0.19192	0	0	0	0	0	0	0	0	0	0	0.01103	0	0	0.04825	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01709	0	0	0	0	0	0	0.11242	0	0	0.00675	0	0.05016	0	0	0	0	0	0.18176	0.33026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	0.37747	1.26695	0.74305	0.76546	0	0.02553	2.85083	1.2981	0.73884	0.55696	0.38362	0	0.34631	0	0	1.23824	0.82903	0.30423	0.42669	0.99089	0.23943	0.95925	0.58122	0.73164	0.45638	1.07435	0	5.18816	0.19756	0.76286	1.05045	1.90295	0.14402	0.52714	0	1.02903	0	2.15207	0.35213	0	0	1.1655	0.06498	0	0.69043	0.48877	0.7077	0.75749	0	0.55801	0	0	0	0	0.49949	1.00936	0	0	0	0.87739	0.5968	0	4.74845	0.15559	0.60873	0.55729	0.9553	1.41442	0.14835	0.09293	0.15775	0	1.14467	0.98103	0.21801	0.09736	2.08766	1.54989	0.50908	0.11894	0.10359	0	0	0.52845	2.20249	0	1.7425	2.74706	0
