NormalizedPercentage	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
taxid:1090974|Melissococcus_plutonius_DAT561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000743052217673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000899358022356	0.000243758135086	0.000612888285638	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00123431046942	0	0	0	0	0	0.00252591495982	0	0	0	0	0	0	0	0	0	0	0.00313232534852
taxid:1091045|Propionibacterium_acnes_ATCC_11828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00126399084444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000704886142324	0	0	0	0	0	0	0.00162450467332	0
taxid:1091494|Methylomicrobium_alcaliphilum_20Z	0	0.000659773078405	0.00109327263216	0.000237312922539	0	0.000496117660949	0	0	0	0.00189841005559	0	0	0	0	0	0	0.000211085563856	0	0.00183365856354	0	0	0	0	0.000264886116923	0	0	0.000245600788649	0.000536636261316	0.000176132273906	0.000189327731459	0	0.00166496979955	0	0.00239512132922	0	0.000239420665345	0	0.000325542719946	0	0	0	0.000625892842422	0.00570642456488	0	0	0	0	0.000219375138977	0	0.00502917593269	0	0	0	0	0	0	0	0	0	0.00206416870963	0	0	0	0	0	0.000242460467049	0	0.000536280245625	0.000371039923974	0	0	0.000540770591777	0.000571063799378	0	0	0	0.00444675096367	0	0	0	0	0	0.00395668111685	0	0.000251736302944	0	0	0	0.000457440132047
taxid:1091501|Mycobacterium_tuberculosis_RGTB423	0.000271263309593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00043180938916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:109269|Vaucheria_litorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0298212390887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160142175212	0	0	0	0	0	0
taxid:1093787|Pseudomonas_aeruginosa_DK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000909512073238	0	0	0	0	0	0.000548292329755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000333528034556
taxid:1094466|Flavobacterium_indicum_GPTSA100-9	0	0	0	0	0	0	0	0	0	0	0	0.000569544641008	0	0	0	0	0	0.000917507309215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000525477271012	0	0	0.000653663653444	0	0	0	0	0	0	0	0	0	0	0	0	0.000870669051579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1094508|Thermoanaerobacterium_saccharolyticum_JW/SL-YS485	0	0	0.000449681087411	0.000780885791333	0	0.000408122773215	0	0	0	0	0	0	0.000588829253907	0.000274431814794	0.00034901024289	0.00100071779145	0	0	0	0.00168456062046	0	0	0	0	0	0	0	0.000882909424175	0	0.000311494489681	0	0	0	0	0	0	0	0	0.000410465368028	0.000299379083819	0	0	0.00938858662722	0	0.000618614693367	0.0008305623333	0	0	0	0	0.000658470872944	0	0.000321476458633	0	0	0	0.000175704914465	0	0.000576969964452	0	0.00715250114498	0.000579186977987	0.000918439366352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000353398065451	0	0	0.00150522144214
taxid:1095774|Pantoea_ananatis_PA13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000363186399323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1097668|Burkholderia_sp._YI23	0	0	0	0	0	0	0.000400626583282	9.79818382872e-05	0	0.000664113507411	0.00627836309627	0	0.000939002594505	0	0	0	0	0	0.000192438522401	0	0.00163572915246	0	0	0.00138996141263	0	0	0	0	0	0.000596086146286	0	0.00174734999437	0	0	0	0	0	0	0.000523653392525	0	8.42036246939e-05	0	0	0.006261155183	0	0.00026489858671	0	0	0.000646035901195	0	0	0.000417345830544	0	0	0.000106095294727	0.00020675918562	0	0	0.00202419943974	0	0.00185348346191	0.000184725222609	0	0.000275879546396	0	0.00152674227189	0	0.000281407291719	0	0.00132235720442	0	0.000993172434006	0.000299659587488	0	0	0	0.000179491134439	0	0	0.000152993904532	0.000197180411385	0	0	0.00172100765165	0.00171724693128	0	0	0.00181771483676	0
taxid:1100841|Acinetobacter_baumannii_TYTH-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000646806011805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000214653149668	0	0	0	0	0	0.000595508605894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1104322|Lactococcus_lactis_subsp._cremoris_A76	0.0236554729864	0.0304762278053	0.0118824546987	0.0614729232061	0.0257761407512	0.0116830027806	0.945512037371	0.0436333127449	0.0514262847577	0.0126092105399	0	0.00859921501039	0.00453813824164	0.0166183327303	0.0180603571325	0.0011017978589	0.0328839079963	0	0.0551382526911	0.00788253444458	0.0169400833163	0.0258239033995	0.564852680181	0.0321484796911	0.0040760575132	0.0765699444254	0.266046396726	0.00583253973179	0	0.00651619800278	0	0.00452401524465	0.00254328064776	0.00759262599073	0.0417736823728	0.00346958922681	0.000956020748819	0.00176911344364	0.0397694418354	0.00164809318056	0.0348814818323	0.00793641675654	0.238487163096	0.21770734183	0.0320116744916	0.0137168311835	0.0238016041824	0.000794774354303	0.0136996654609	0.0129059787048	0.00688732341872	0.000576287187114	0.0545079939944	0	0.00293000933468	0.031405114619	0	0.0262657722245	0.0362091528541	0.00854660383392	0.0142733611391	0.00127537848872	0.00101120869042	0.0212694345659	0.0288098113433	0.00395284592952	0.00592770476825	0.00437150272743	0	0.0059343756143	0	0.559829449792	0.00827562985546	0.0458962997307	0.0107086406418	0.0355903761065	0.00185886200498	0.0100231406053	0.0448943331202	0.00369704776621	0.0360763449918	0.031837565071	0.0542669383622	0.0227741554263	0.0114001954916	0.00583640915319	0.00219369814072	0.00156873163332	0.0140867116568
taxid:1104326|Enterobacter_cloacae_subsp._dissolvens_SDM	0	0.000309970035999	0	0	0	0	0	0	0	0.00237839444109	0	0	0	0.000470191413581	0	0	0	0.000276373183729	0.00344590726451	0	0	0	0.0194418882921	0	0.000528577887089	0	0	0	0	0	0.00114093788488	0.000260741541598	0	0	0.786261689955	0	0	0	0.000937681814887	0	0	0	0	0	0	0.109098567777	0	0.000412261257403	0	0	0.00958949486838	0	0.000367196178599	0.000208374452058	0	0.312107323638	0.00311074623666	0.00706452756309	0	0.0238287203521	0	0	0.0482566644026	0.0046107104741	0	0	0.000576522838222	0	0	0	0	0	0	0.000231136816328	0	0	0	0	0.000506246894021	0	0	0	0.0154023194696	0	0.0002365380263	0	0	0.993557478711	0
taxid:1105107|Rickettsia_canadensis_str._CA410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000860947135948	0	0	0	0	0.001038878995	0	0	0	0	0	0	0.00299037368047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1105110|Rickettsia_australis_str._Cutlack	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00220803839906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1105112|Rickettsia_massiliae_str._AZT80	0	0	0	0	0	0	0	0	0	0.00115510653877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:110662|Synechococcus_sp._CC9605	0	0	0.00203282096678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000522991380026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000699124865512	0	0	0	0	0	0	0	0	0.000412344310673	0	0	0	0	0	0	0	0	0	0	0.000603515667352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016102483719	0
taxid:1107880|Leuconostoc_mesenteroides_subsp._mesenteroides_J18	0	0	0	0	0	0	0	0	0	0	0.00184666330467	0	0	0	0	0	0	0	0.000849032985842	0	0	0	0	0	0	0	0	0.00745430850076	0	0	0	0	0.00130018135661	0	0.000847445674215	0	0	0	0	0.000842541710529	0	0	0.00377461040624	0.00240208945853	0	0	0	0	0	0	0	0	0.000452365145047	0.00256705665045	0	0	0	0	0	0.0122884116713	0.00188711847964	0	0.00516952263246	0	0	0	0	0.00124156052616	0	0	0	0	0	0.0011389904965	0	0	0	0.00768607697379	0.00374200707399	0	0.000869954057737	0	0	0.000632752842705	0	0.00248641794514	0.000560733520916	0	0
taxid:1110502|Tistrella_mobilis_KA081020-065	0.000821468828254	0	0.000438424240249	0	0	0	0	0.000149760786942	0.00097583861997	0	0	0.000292876882112	0.00258340102527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000222562088031	0	0	0	0	0	0.000522196624929	0.00100047551567	0	0	0.0055219026696	0	0	0	0	0	0	0	0.00134453357287	0	0	0	0	0	0.000948066056543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000458016061154	0	0.000263409525866	0	0	0.00110946464756	0	0	0	0	0	0.000219206831891	0.000201902607116	0	0	0.00902945719056	0
taxid:1111069|Thermus_sp._CCB_US3_UF1	0	0.000680369417206	0	0	0	0.000511605118326	0	0	0	0	0	0	0	0	0	0	0.00174140069381	0.000606625931887	0	0	0	0	0	0	0.000580101602123	0.00150308689021	0	0	0	0	0	0	0.000579132624557	0	0	0	0	0	0	0	0.000330953843346	0	0	0	0	0.00104115714362	0	0	0.000725479676598	0	0	0	0	0	0	0	0.000220256107856	0	0	0	0	0	0.00115131600473	0	0	0.000500058859814	0	0	0	0	0	0.000557651993408	0.00117778174675	0	0	0	0	0.00228237797122	0	0	0	0	0	0.000563687231214	0	0	0	0.00178608614985	0
taxid:1112204|Gordonia_polyisoprenivorans_VH2	0	0	0	0	0	0	0.000203282933927	0	0	0	0	0	0	0.000133236826187	0.000169444701972	0	0	0	0	0	0.000414994704667	0.000437973726759	0	0.000211585136231	0	0.000291071618593	0	0	0	0	0	0.000664970414362	0	0.000239146203007	0	0	0	0	0	0	0	0	0	0	0	0.000403238557899	0.000269117004386	0	0	0.000334766152591	0	0	0	0	0	0	8.53048512847e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000431955516052	0	0	0	0	0.000273228132719	0	0	0	0	0	0	0.000218315196332	0	0.000171574992705	0	0.00484223890155	0
taxid:1112856|Mycoplasma_pneumoniae_309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00522645290287
taxid:1112912|Brucella_suis_VBI22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00076849122122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1114958|Bacillus_amyloliquefaciens_subsp._plantarum_CAU_B946	0	0	0	0	0	0	0	0	0	0	0	0.00169627536874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023667555181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000315536181262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1114965|Streptococcus_parasanguinis_FW213	0.153573391546	0.00921901877749	0.0188016176232	0.0096928555618	0.0113420652113	0.0138645185196	0.00164124330964	0.11881478865	0.124673301383	0.00612150258325	0.0565851296092	0.0800692830068	0.211574190194	0.0103985568541	0.0145924685674	0.00392259518544	0.436072473251	0.0145427109108	0.178957983028	0.0313647711875	0.005584230719	0.00117868797437	0.0306971324646	0.00170827271404	0.100975752788	0.0148834720338	0.00527966673211	0.00576802019184	0.00530082821375	0.00162798715876	0.024797462372	0.180151882799	0.00181090575618	0.0347542598206	0.0354099274309	0.00102936259184	0	0.192449786666	0.00589942685538	0.00156466749879	0.0134532929573	0	0.0446871824893	1.27543784936	0	0.0293006065634	0.00579404575912	0.000471589537429	0.0192824402674	0.0432447680773	0.00817336303712	0.00102584213944	0.00210019584549	0.0123947979687	0.039117567313	0.0101643418864	0	0.00404058982721	0.346778091705	0.0450072265485	0.225458115807	0.0673518316204	0.0420009535014	0.00150692433198	0.0327938574432	0.00156364782309	0.000879319876937	0.164855936014	0.00717860247233	0.023836070853	0.0207791251998	0	0.0748843764569	0.0555239123028	0	0.107509845026	0.000735319711248	0.220647011087	0.0532772545433	0	0.0953188910792	0.0110441018235	0.0911320261567	0.00293768188381	0.00324693692858	0.0766501256331	0.00364464484837	0	0
taxid:1114967|Propionibacterium_acnes_TypeIA2_P.acn17	0	0	0	0.000878238181318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1114970|Pseudomonas_fluorescens_F113	0	0	0	0	0	0	0	0	0	0	0	0	0.000244053696053	0	0	0	0	0	0.0017505666678	0	0.000354281720248	0	0	0	0	0	0	0	0.000600538831325	0	0	0	0	0	0.000124806706553	0	0	0	0	0	0.000984831423952	0	0	0	0	0	0	0	0	0.000285790462112	0	0	0	0	0	0	0	0	0	0.000603254476414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000514990541438	0	0	0.000590546856416	0
taxid:1116231|Streptococcus_macedonicus_ACA-DC_198	0	0	0	0.000517018206892	0	0.000540429616574	0.00388112339694	0.527219527089	0.0220894614645	0.00689323722441	0.00260667766703	0	0	0.0152627243259	0	0	0.000919756737711	0.0237097489785	0.0111856429343	0	0	0	0	0.000577090129509	0.00061278528142	0.000793886380974	0	0.00233826893715	0	0	0.000330674986575	0	0	0	0.0737669712849	0.000521610208855	0.0329611627492	0.00425543231778	0	0	0.00384560234997	0	0	0.877436645014	0.000819159634024	0	0.00146801207004	0	0	0.0182612300463	0.000435968273208	0	0.000851387918926	0	0.000880981972851	0.0137349062065	0	0	0.0404927607274	0	0.0207183091823	0	0	0.000763605673809	0.00353567508169	0.00052823282683	0	0	0	0	0.0057808648521	0	0.00373241850991	0.00160775441992	0	0.0343734022721	0	0.000602742529188	0.00195632250862	0	0	0.000589093862499	0.00862016342976	0	0	0.00140389211441	0.000527672998983	0	0
taxid:1116375|Vibrio_sp._EJY3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000321910524857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000162267450809	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000215524641814	0.000367797784154	0	0	0
taxid:1116391|Paenibacillus_mucilaginosus_3016	0.000136782104141	0.00123355039129	0.000292006649674	0	0.000597852085019	0	0.0023110968388	0	0	0.000507054090381	0	0	0	0	0	0.000974744961701	0	0	0.00528940098083	0.00013673659976	0	0	0	0.00311297862215	0.00300502529609	0.00253053014506	0.000918379239331	0	0	0.0018204593963	0.00121619276307	0	0.00150000291347	0	0	0	0	0	0.00186578964952	0	0	0.014711160108	0.000217736032661	0	0	0.00431469734587	0.00179973864386	0.00363281567939	0.000563716279699	0	0	0	0	0	0	0	0	0.00229500806928	0	0.000157522070245	0	0	0.00477121070564	0.00196593093649	0.00520155756741	0	0	0	0.00416230784537	0	0	0.00216654936886	0	0.000131403904115	0	0.00206728243468	0	0	0	0	0	0.0017333072568	0.000301944602647	0.00175199763215	0.000403423659908	0	0.000129382245142	0.0101774541663	0.00659769580671
taxid:111781|Leptolyngbya_sp._PCC_7376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00139870389918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1117943|Sinorhizobium_fredii_HH103	0	0	0	0	0	0	0	0	0.000999200555578	0	0	0	0.00075578531324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013327177553	0	0	0	0	0	0	0	0	0	0	0	0.000440579146848	0	0	0	0	0	0	0	0	0	0	0	0	0.000853940830703	0	0	0	0	0	0	0	0.000392950916068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000194747252474	0	0	0	0	0	0	0.000177202482701	0	0	0	0
taxid:1118963|Arthrobacter_sp._Rue61a	0.000941024549415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000894633365394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:112023|Streptococcus_phage_7201	0	0	0	0	0	0	0	0.0739427730536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232493804712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139296036495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1123519|Pseudomonas_stutzeri_DSM_10701	0	0.000737884272276	0	0.0015924518191	0.000178811361821	0.000277426763227	0	0	0	0.000353860786433	0	0.00204198563626	0	0.000373097190854	0	0	0.000236076194637	0	0	0	0	0	0	0	0	0	0	0	0	0.000211742430727	0.000169750303078	0	0.000314044726597	0	0	0	0	0.0018204202389	0	0	0	0.00209997876393	0	0	0	0	0	0	0	0	0	0	0	0.000248017893766	0	0.000440671464797	0.000716626205188	0	0	0	0	0	0.00187296331411	0	0	0	0	0	0	0	0	0	0	0	0	0.00133172899696	0.000765108654247	0.000618829552652	0	0	0.000420255963254	0.00120963321401	0.0031607975336	0	0	0	0	0	0
taxid:1123523|Staphylococcus_aureus_11819-97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000957236729196	0.00477405073023	0	0	0	0	0	0	0	0	0.0026196896598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000360859321163	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00130897585151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1123863|Pantoea_ananatis_LMG_5342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000823689070074	0
taxid:1125630|Klebsiella_pneumoniae_subsp._pneumoniae_HS11286	0	0.00298119116191	0	0	0	0	0	0	0	0.0512079684317	0	0.00240000168947	0.000294026034103	0	0	0	0	0.00289971004948	0	0	0.0012804729145	0	0.175972522679	0	0.000693230521881	0.00957979963526	0	0	0	0.000466625030117	0.036909754057	0	0	0	0.0172916390055	0	0	0.0112328464752	0.176472110567	0	0	0.00102840108417	0	0.000426202143991	0	0.000829466088226	0	0.0109938495409	0	0	0	0	0	0	0	0.00291337453944	0.00465003462037	0	0	0.167885400109	0	0	0	0	0	0.000398385458791	0	0	0	0	0.000155708699117	0.000444268591345	0	0	0	0	0	0	0.00147542977368	0	0	0.00399857364189	0.0204323458858	0	0.000206813266846	0	0	0.0647434966922	0
taxid:1126211|Bacillus_amyloliquefaciens_Y2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000625560010603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1127134|Nocardia_cyriacigeorgica_GUH-2	0	0	0.000205973072535	0	0	0	0.000191786009928	0	0	0	0	0	0	0	0	0	0.000159074473744	0	0.000276369701171	0.00019290011109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00060464324668	0	0	6.5158907929e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000528270860016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000189708946371	0	0	0.000652625706098	0
taxid:1127744|Bacillus_sp._JS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000239153591516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1128398|Clostridium_acidurici_9a	0	0.00247729269256	0.000410498153272	0	0	0	0	0	0	0.000475205542848	0	0.000548443303112	0	0	0.000637198513302	0	0.00031703065309	0.00132527119842	0	0	0.00936355067224	0.00823502311696	0.00218845541172	0	0.000422441521779	0.000547288880897	0	0.0145075889758	0	0	0	0	0.000421735893047	0	0	0	0	0.00146680359227	0	0	0	0	0.000612179478842	0.000259719496776	0.0079059643568	0	0	0	0	0.00125889149825	0	0	0.000293464627007	0.000333067359712	0.00212565774333	0.000591785048457	0	0	0	0	0.000408079274608	0	0	0	0	0	0	0	0	0.000378484380246	0	0.00243655962186	0.0154383135795	0.000738901802847	0	0	0	0	0	0.000437898345053	0	0	0.0178276881038	0.00328390600391	0	0	0	0	0.0123665765718
taxid:1129369|Mycoplasma_hyorhinis_GDL-1	0	0	0	0	0	0	0	0	0	0	0	0.00203550866888	0.00199497373329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00281397370766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000976874206443	0	0	0	0	0	0	0	0.00150718655401	0	0	0.00183070910035	0.00165938111278	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1130804|Streptococcus_pneumoniae_ST556	0.000557036329538	0	0	0	0	0	0.00387544432704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000482433939057	0	0	0	0	0.000762896406176	0	0	0	0	0	0.000706100298093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1131462|Dehalobacter_sp._CF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000386458330745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042523074471	0	0	0	0	0	0	0	0	0.000906366507605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000371386545567	0	0	0	0	0	0	0.00567325598059	0	0	0	0	0	0	0.0248420809689	0.000690631561566
