NormalizedPercentage	ERR688358	ERR688359	ERR688360	ERR688361	ERR688362	ERR688363	ERR688364	ERR688365	ERR688366	ERR688367	ERR688368	ERR688369	ERR688370	ERR688371	ERR688372	ERR688373	ERR688374	ERR688375	ERR688376	ERR688377	ERR688378	ERR688379	ERR688380	ERR688381	ERR688382	ERR688383	ERR688384	ERR688385	ERR688386	ERR688387	ERR688388	ERR688389	ERR688390	ERR688391	ERR688392	ERR688393	ERR688394	ERR688395	ERR688396	ERR688397	ERR688398	ERR688399	ERR688400	ERR688401	ERR688402	ERR688403	ERR688404	ERR688405	ERR688406	ERR688407	ERR688408	ERR688409	ERR688410	ERR688411	ERR688412	ERR688413	ERR688414	ERR688415	ERR688416	ERR688417	ERR688418	ERR688419	ERR688420	ERR688421	ERR688422	ERR688423	ERR688424	ERR688425	ERR688426	ERR688427	ERR688428	ERR688429	ERR688430	ERR688431	ERR688432	ERR688433	ERR688434	ERR688435	ERR688436	ERR688437	ERR688438	ERR688439	ERR688440	ERR688441	ERR688442	ERR688443	ERR688444	ERR688445	ERR688446	ERR688447	ERR688448	ERR688449	ERR688450	ERR688451	ERR688452	ERR688453	ERR688454	ERR688455	ERR688456	ERR688457	ERR688458	ERR688459	ERR688460	ERR688461	ERR688462	ERR688463	ERR688464	ERR688465	ERR688466	ERR688467	ERR688468	ERR688469	ERR688470	ERR688471	ERR688472	ERR688473	ERR688474	ERR688475	ERR688476	ERR688477	ERR688478	ERR688479	ERR688480	ERR688481	ERR688482	ERR688483	ERR688484	ERR688485	ERR688486	ERR688487	ERR688488	ERR688489	ERR688490	ERR688491	ERR688492	ERR688493	ERR688494	ERR688495	ERR688496	ERR688497	ERR688498	ERR688499	ERR688500	ERR688501	ERR688502	ERR688503	ERR688504	ERR688506	ERR688507	ERR688508	ERR688509	ERR688510	ERR688511	ERR688512	ERR688513	ERR688514	ERR688515	ERR688516	ERR688517	ERR688518	ERR688519	ERR688520	ERR688521	ERR688522	ERR688523	ERR688524	ERR688525	ERR688526	ERR688527	ERR688528	ERR688529	ERR688530	ERR688531	ERR688532	ERR688533	ERR688534	ERR688535	ERR688536	ERR688537	ERR688538	ERR688539	ERR688540	ERR688541	ERR688542	ERR688543	ERR688544	ERR688545	ERR688546	ERR688547	ERR688548	ERR688549	ERR688550	ERR688551	ERR688552	ERR688553	ERR688554	ERR688555	ERR688556	ERR688557	ERR688558	ERR688559	ERR688560	ERR688561	ERR688562	ERR688563	ERR688564	ERR688565	ERR688566	ERR688567	ERR688568	ERR688569	ERR688570	ERR688571	ERR688572	ERR688573	ERR688574	ERR688575	ERR688576	ERR688577	ERR688578	ERR688580	ERR688581	ERR688582	ERR688583	ERR688584	ERR688585	ERR688586	ERR688588	ERR688589	ERR688590	ERR688591	ERR688592	ERR688593	ERR688594	ERR688595	ERR688596	ERR688597	ERR688598	ERR688599	ERR688600	ERR688601	ERR688602	ERR688603	ERR688604	ERR688605	ERR688606	ERR688607	ERR688608	ERR688609	ERR688610	ERR688611	ERR688612	ERR688613	ERR688614	ERR688615	ERR688616	ERR688617	ERR688618	ERR688619	ERR688620	ERR688621	ERR688622	ERR688623	ERR688624	ERR688625	ERR688626	ERR688627	ERR688628	ERR688629	ERR688630	ERR688631	ERR688632	ERR688633	ERR688634	ERR688635	ERR688636	ERR688637	ERR688638	ERR688639	ERR688640	ERR688641	ERR688642	ERR688643	ERR688644	ERR688645	ERR688646	ERR688647	ERR688648	ERR688649	ERR688650	ERR688651	ERR710415	ERR710416	ERR710417	ERR710418	ERR710419	ERR710420	ERR710421	ERR710422	ERR710423	ERR710424	ERR710425	ERR710426	ERR710427	ERR710428	ERR710429	ERR710430	ERR710431	ERR710432
taxid:349968|Yersinia_bercovieri_ATCC_43970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000102620723152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000256502627929	0.00487036546234	0	0	0.00131464675883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000246397152435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000573995952231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000269603155532	0.000141831921249	0	0	0	0	0	0.00161732968975	0	0.00599330967993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000482001710943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000237765812574	0	0	0.000446390083338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027710904807	0	0	0	0	0.000162719354797	0.000313783278397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000495815713944	0	0	0.000222150673532	0	0.000207521379678	0	0	0	0	0	0	0.00044612530445	0	0.00116666369207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:350054|Mycobacterium_gilvum_PYR-GCK	0	0.000778650771143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00034772821662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000408021993528	0	0.000158686584583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000168427640734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223268006577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000360273740486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:350058|Mycobacterium_vanbaalenii_PYR-1	0	0	0	0.000424749860885	0	0.000180843343431	0	0	0	0	0	0	0	0	0.000633991751796	0	0	0	0	0	0	0	0	0	0	0	0	6.87202139004e-05	0	0	0	0	0	0	0.000316141850756	0	0.000158376714833	0	0	0	0	0	0	0	0	0.000854076091967	0.000247263917434	0.000124775828433	0.00111219356601	0	0	0.000203991950597	0	0	0	0	0	0	0.000343535202559	0	0	0	0	0	0	0	0	0	0	0	0.00114327392559	0	0	0	0.00109124262782	0	0	0	0	0	0	0.000350307419255	0	0	0.000172646204892	0	0	0	0	0	0	0	0	0	0	0.00178846229088	0	0	0	0	0	0	0	0	0	0	0	0	0.000534859785743	0	0	0	0	0.000276146129722	0	0	0	0	0	0	0	0.000476390730762	0	0	0	0	0	0.000189956173895	0	0	0	0	0	0	0	0	0	0.000296201109191	0	0	0	0.000235744550598	0	0	0	0	0.00146345895855	0	0	0	0.000165869022532	0	0	0	0	0	0.000247689040982	0	0	0	0	0	0.00011236897058	0.000564431185998	0.000205647562652	0.000549996081197	0	0	0	0	0.000684667501847	0	0	0	0	0	0	0	0	0	0	0	0	0.000174645064062	0	0	0	0	0.00026756216198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000159220447844	0.000865640183145	0	0	0	0	0	0	0	0	0.000162976618164	0.000173380592193	0.000740053677864	0	0	0	0	0	0	0	0	0.000337994685184	0	0	0	0	0	0	0	0	0.000164920154016	0	0	0	0.000742266960209	0	0	0	0.000849626242006	0	0	0	0.00014582621119	0	0.000597947677565	0	0	0	0	0	0.000672504317797	0	0	0.000182133464525	0	0	0	0	0	0.000201127845694	0	0	0.000163565502371	0	0	0	0	0	0	0.000149223510094	0.000149354736413	0	0	0	0	0	0	0	0	0	0	0.000256248260165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000232061932871	0	0	0	0.000843547755438
taxid:350688|Alkaliphilus_oremlandii_OhILAs	0	0.00397711790163	0	0.000441390676215	0	0.00225514090989	0.000251642107718	0	0.000522960431042	0	0.0050530801732	0.00151651917523	0	0	0	0.00394969863393	0.000542874435085	0	0.00161666386945	0	0.00297497615326	0.00650917342841	0.0143712665996	0	0	0.0064027767854	0	0	0.00139964375771	0	0	0	0	0.000265395237966	0	0	0	0	0	0	0	0.00047171170172	0.00375223440193	0	0	0.000887537015285	0.000513902405959	0	0.0015410226595	0	0.0014408073467	0.00296777502788	0	0	0.000529578616759	0	0	0	0.00285595357315	0.00037658098165	0	0	0	0	0	0.000695224464012	0	0	0	0	0.000594032508999	0	0	0	0	0	0	0.0326879278695	0	0	0	0	0	0	0	0	0	0.00204968571543	0	0.00139637989973	0.000429079980597	0	0	0	0	0.00784712886358	0	0	0.000678354461935	0	0	0.00506589143993	0	0	0.000525061615874	0.00758577106434	0	0	0.00296434388645	0	0	0	0.000698602092717	0.00057392992044	0	0.00039677243939	0.00473266433676	0.00533232270125	0	0	0	0	0.00105913012463	0.000811587673431	0	0	0	0.000197398261348	0	0.00392124200386	0.0141547775786	0	0	0	0	0.00256656752611	0	0	0.00189304032581	0.0224451561178	0.000874936838749	0.000489961062663	0.00143556381225	0.000403184080074	0	0.00198149161926	0	0.0082383188292	0	0.00496561686053	0.000689469702156	0.00363698106416	0	0.000224089961852	0.000281778074509	0.0179332775809	0.000514785963967	0	0.00218705349012	0	0	0	0.00116771352924	0	0.00555631455735	0.00114308756542	0.00338581791978	0	0	0.0140082770834	0.00948655132358	0.00524659637681	0.000191099856409	0	0.000320723401737	0	0.000198885992962	0.000212001672659	0	0.000257995444485	0.000361078144637	0	0	0	0	0	0.00886877308128	0.00293601392528	0.00222435752393	0.00013032331423	0	0	0.00086943061395	0	0	0	0.00026907647525	0.00213061210302	0.000305618719377	0.0120913778731	0.00080071014419	0.000235894876768	0	0.000126845313265	0	0.00033091674707	0.000449777081741	0	0	0	0.00115919270595	0.00136031367241	0.000654749233589	0	0	0.00237106383904	0	0.0061523795229	0	0	0	0.000668586730446	0.0149856966346	0	0.00017040531547	0	0	0	0.019590884458	0.000287566205667	0	0.000194592372342	0.000485852561762	0.000321921986102	0.000138718022519	0	0.0102634826402	0.00103853613547	0	0.000771347434503	0.00128424174753	0	0.000337329073354	0.000588608552977	0.000226468889669	0.00393044427132	0	0.0021215513	0.0143066446028	0.0130488544788	0.0125733355051	0.0019329763085	0	0.00053044121464	0.000124306858176	0.000599015688847	0.000206961907926	0.000614431749979	0.000378538149021	0.00110758061881	0	0.00738612755945	0	0.000567815774072	0	0.0110410304276	0.00059249317803	0	0	0	0.000288823271802	0.00014757542706	0.000981345722644	0.00698545710606	0.00031013955315	0.000310412288135	0.00076139396748	0	0	0.000360829889922	0	0.00036121540634	0.00105025487968	0.00226578966459	0.000437583464134	0.00081652625826	0.000266287533555	0	0	0.00180378584761	0.000480108974037	0	0	0	0	0	0.00134142788052	0.00103731863693	0.0033543924564	0	0.000580178161361	0	0	0	0.000482307272615	0	0	0	0.000438298100224
taxid:350701|Burkholderia_dolosa_AUO158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000271416450029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000198679663303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000286943004688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.78751354632e-05	0	0	0	0	0	0	0	0	0.00025416521548	0	0	0.000213688055645	0	0.000282129906058	0	0	0	0.000474291275636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000434682047145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000169348745017	0	0	0	0	0	0	0	0	0	9.64492367224e-05	0	0	0.000181383199724	0	0	0	0.000242907694724	0	0.000277414818557	8.56841350164e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219132283138
taxid:350703|Pseudomonas_aeruginosa_2192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000705141408655	0	0	0	0	0	0	0	0	0.010461182562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056695113947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000866229338433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00835803357911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000529429933923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000165108601938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:351016|Roseobacter_sp._AzwK-3b	0	0	0	0	0	0	0	0	0	0	0.00377714932659	0	0	0	0	0	0	0	0	0.00176700400645	0.00111188906457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000492095277312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129022744239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000544223394216	0	0	0.000268216139482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012870282708	0	0	0	0	0	0	0	0.00074010131164	0	0	0	0	0.000560960484793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000496482416858	0	0	0	0	0	0	0	0	0	0.000427225798915	0.000421813344116	0	0.00100289595242	0.000402734969706	0	0	0	0	0	0	0	0.000158470071258	0	0	0	0	0	0	0	0.000345044848183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024735842803	0	0	0	0	0.000433245050406	0	0	0	0	0.000253193861847	0	0	0	0	0	0	0	0	0	0	0.000525094830103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000180281053603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000282955161141	0	0	0	0	0.000424439133193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000407728260671	0	0	0	0	0	0	0
taxid:351160|Methanocella_arvoryzae_MRE50	0	0	0	0	0	0	0	0	0	0	0	0	0.00177311683877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000563775826786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203427754369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000278349954005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000354941113396	0	0	0	0	0	0
taxid:351348|Marinobacter_aquaeolei_VT8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00273713889114	0.00279953373129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000987190919376	0	0	0	0	0	0	0.000369967759024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00036774875187	0.000437570921746	0.000209655379513	0	0	0	0	0	0	0	0	0	0	0	0.000269185648632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000309971430368	0	0	0	0	0	0	0	0	0	0	0	0.000566503937944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0256398047124	0	0	0.000746036776956	0.00172877757655	0	0	0	0	0	0	0	0	0	0	0.000221354578591	0	0	0	0	0	0	0	0.000930147756905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000370593619452	0	0	0	0	0	0	0.000346641506317	0	0	0	0	0.000247373376265	0	0	0	0	0	0	0	0	0	0	0	0	0.000192880066329	0	0	0	0	0	0.000304320185789	0.000236609626667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:351605|Geobacter_uraniireducens_Rf4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000904580610266	0.000359854500819	0	0	0.000358735300836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00028686028864	0	0	0	0	0	0.000473113568343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000310620752122	0	0.000361246787756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00077237622489	0	0.0012375755533	0	0	0	0	0	0	0.000461310683865	0.000242908075164	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000517799143939	0	0	0	0	0	0	0	0.000392566393379	0.000476922072933	0.0086078924204	0	0	0	0	0	0	0	0.00115120759627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000207955734308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219581113664	0	0	0	0	0	0.000234492786931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00281734844669	0	0	0	0	0	0.000118177501605	0	0	0	0	0	0	0	0.000252284569183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000357948337485	0	0	0	0	0	0	0	0	0.000344641321115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000330777274064	0	0	0	0	0
taxid:351607|Acidothermus_cellulolyticus_11B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00151087903406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000252676367052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127376979155	0	0	0	0.00043836426496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000440671853934	0	0	0	0	0	0	0	0	0.000353416723814	0	0	0.000298535807554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000587601995761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000427324584533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136157305505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:351627|Caldicellulosiruptor_saccharolyticus_DSM_8903	0	0.00104558992337	0	0	0.00457254223444	0.000197626578634	0	0	0	0	0	0.00239217022092	0	0	0	0.000830705087281	0	0.000466439222013	0	0	0.00156425087969	0	0	0.00280991779087	0.000620344946088	0	0	0	0	0	0	0	0	0.000279091134226	0.00207288909205	0.00168057624461	0	0	0	0	0	0	0.00131529031083	0.000636249200305	0	0	0.00378295874943	0	0	0	0	0	0.000181514458237	0	0	0	0	0	0	0	0.00208858264414	0	0	0	0	0	0	0.00301591782545	0	0.000680612850876	0	0	0	0	0.00596257907269	0	0	0.00221772967367	0	0	0	0	0	0	0.000377337403075	0	0	0	0.00221093146284	0	0	0	0.00112571488396	0	0	0	0	0	0	0	0	0.000591924456464	0	0	0	0	0	0	0	0	0	0	0	0.00241419180975	0	0	0	0	0	0.00144151738155	0	0	0	0	0.00145038275076	0.000993925810821	0	0.000207585128791	0	0.00164944011327	0	0.000505903336413	0	0	0.00281655383972	0	0	0.000647380331357	0	0	0	0.00309147495832	0	0	0.00072750895745	0	0.00106618388218	0	0	0.00439736487831	0.0032627260835	0	0.000739336484425	0	0	0.00628624539859	0	0.00215765142412	0	0.00203520391518	0	0.000534604060312	0	0	0.00269679315414	0	0.000593424214361	0	0	0.00056658397921	0.000498805553007	0	0	0	0	0	0	0	0	0.00135654734761	0	0.000805721078795	0.000911617272958	0.00152682452474	0	0.00339796214524	0.00527147284938	0.000686117524428	0.00643265414196	0	0	0.000658437410066	0.00182859630819	0	0	0	0	0.00134433824732	0	0	0	0	0	0	0	0.00104398177203	0.000472988124631	0	0	0	0	0	0	0.00212216417753	0	0.00249342415195	0	0.00485240784383	0.00125141753871	0.00130879333958	0.000339252686497	0	0	0	0	0	0	0	0.00267061471819	0	0.000732626928343	0.0012278066402	0.00510925303587	0	0.000145876657543	0	0.0013491420537	0	0	0	0.00495189159575	0	0	0	0.000238155966055	0.00459253048857	0	0.00159359668129	0.000366949961744	0.0045740830729	0.00146913230831	0	0	0.0027890749165	0.000130721795561	0	0	0.00193841971679	0.000398072859813	0	0	0	0	0	0	0.00362837815105	0	0.00250243365356	0.00130055845737	0	0	0.000155191154286	0	0.00459121639143	0.000326144509299	0	0	0	0	0	0	0.000379856165573	0	0	0.000920330494694	0.00386398635409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00057360874457	0	0	0.00101439411491	0.000453683050135	0	0.00478585862983	0
taxid:351745|Shewanella_sp._W3-18-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000271798225989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:351746|Pseudomonas_putida_F1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000290906252489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000263901909652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019419790248	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00166523877015	0	0	0.000990688194672	0.000393305701451	0	0	0	0	0	0	0	0	0	0	0	0.00297637095828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000579592696404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00067606426363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.99463865216e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000413360785477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000148604026778	0	0	0	0	0	0.000297015766318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000162705463754	0	9.45536826486e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000926246646924	0	0	0	0	0	0	0	0	0.000285067574656	0	0	0	0	0
