family	ERR688358	ERR688359	ERR688360	ERR688361	ERR688362	ERR688363	ERR688364	ERR688365	ERR688366	ERR688367	ERR688368	ERR688369	ERR688370	ERR688371	ERR688372	ERR688373	ERR688374	ERR688375	ERR688376	ERR688377	ERR688378	ERR688379	ERR688380	ERR688381	ERR688382	ERR688383	ERR688384	ERR688385	ERR688386	ERR688387	ERR688388	ERR688389	ERR688390	ERR688391	ERR688392	ERR688393	ERR688394	ERR688395	ERR688396	ERR688397	ERR688398	ERR688399	ERR688400	ERR688401	ERR688402	ERR688403	ERR688404	ERR688405	ERR688406	ERR688407	ERR688408	ERR688409	ERR688410	ERR688411	ERR688412	ERR688413	ERR688414	ERR688415	ERR688416	ERR688417	ERR688418	ERR688419	ERR688420	ERR688421	ERR688422	ERR688423	ERR688424	ERR688425	ERR688426	ERR688427	ERR688428	ERR688429	ERR688430	ERR688431	ERR688432	ERR688433	ERR688434	ERR688435	ERR688436	ERR688437	ERR688438	ERR688439	ERR688440	ERR688441	ERR688442	ERR688443	ERR688444	ERR688445	ERR688446	ERR688447	ERR688448	ERR688449	ERR688450	ERR688451	ERR688452	ERR688453	ERR688454	ERR688455	ERR688456	ERR688457	ERR688458	ERR688459	ERR688460	ERR688461	ERR688462	ERR688463	ERR688464	ERR688465	ERR688466	ERR688467	ERR688468	ERR688469	ERR688470	ERR688471	ERR688472	ERR688473	ERR688474	ERR688475	ERR688476	ERR688477	ERR688478	ERR688479	ERR688480	ERR688481	ERR688482	ERR688483	ERR688484	ERR688485	ERR688486	ERR688487	ERR688488	ERR688489	ERR688490	ERR688491	ERR688492	ERR688493	ERR688494	ERR688495	ERR688496	ERR688497	ERR688498	ERR688499	ERR688500	ERR688501	ERR688502	ERR688503	ERR688504	ERR688506	ERR688507	ERR688508	ERR688509	ERR688510	ERR688511	ERR688512	ERR688513	ERR688514	ERR688515	ERR688516	ERR688517	ERR688518	ERR688519	ERR688520	ERR688521	ERR688522	ERR688523	ERR688524	ERR688525	ERR688526	ERR688527	ERR688528	ERR688529	ERR688530	ERR688531	ERR688532	ERR688533	ERR688534	ERR688535	ERR688536	ERR688537	ERR688538	ERR688539	ERR688540	ERR688541	ERR688542	ERR688543	ERR688544	ERR688545	ERR688546	ERR688547	ERR688548	ERR688549	ERR688550	ERR688551	ERR688552	ERR688553	ERR688554	ERR688555	ERR688556	ERR688557	ERR688558	ERR688559	ERR688560	ERR688561	ERR688562	ERR688563	ERR688564	ERR688565	ERR688566	ERR688567	ERR688568	ERR688569	ERR688570	ERR688571	ERR688572	ERR688573	ERR688574	ERR688575	ERR688576	ERR688577	ERR688578	ERR688580	ERR688581	ERR688582	ERR688583	ERR688584	ERR688585	ERR688586	ERR688588	ERR688589	ERR688590	ERR688591	ERR688592	ERR688593	ERR688594	ERR688595	ERR688596	ERR688597	ERR688598	ERR688599	ERR688600	ERR688601	ERR688602	ERR688603	ERR688604	ERR688605	ERR688606	ERR688607	ERR688608	ERR688609	ERR688610	ERR688611	ERR688612	ERR688613	ERR688614	ERR688615	ERR688616	ERR688617	ERR688618	ERR688619	ERR688620	ERR688621	ERR688622	ERR688623	ERR688624	ERR688625	ERR688626	ERR688627	ERR688628	ERR688629	ERR688630	ERR688631	ERR688632	ERR688633	ERR688634	ERR688635	ERR688636	ERR688637	ERR688638	ERR688639	ERR688640	ERR688641	ERR688642	ERR688643	ERR688644	ERR688645	ERR688646	ERR688647	ERR688648	ERR688649	ERR688650	ERR688651	ERR710415	ERR710416	ERR710417	ERR710418	ERR710419	ERR710420	ERR710421	ERR710422	ERR710423	ERR710424	ERR710425	ERR710426	ERR710427	ERR710428	ERR710429	ERR710430	ERR710431	ERR710432
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae	1	2	2	2	3	0	0	1	3	0	9	2	4	6	1	5	2	0	12	5	2	2	12	1	5	2	1	0	3	1	4	1	2	6	0	5	0	1	0	14	4	7	2	1	2	2	2	1	1	0	4	1	0	3	2	0	0	1	1	14	10	1	2	0	6	3	2	2	4	5	5	4	6	6	11	0	3	7	1	1	2	4	0	0	16	2	3	1	4	0	2	7	7	0	2	6	0	1	1	4	6	6	1	1	3	17	11	1	1	6	3	1	1	4	10	2	2	1	4	15	1	15	8	2	0	8	2	2	4	4	4	2	0	0	1	0	0	2	4	5	4	5	3	0	1	0	3	4	3	4	2	0	0	2	1	5	11	5	14	3	1	4	1	5	9	13	8	4	8	11	10	3	1	0	3	3	2	3	2	3	0	10	0	1	1	19	4	10	1	1	2	2	5	0	2	1	6	0	0	11	3	0	1	1	0	16	7	2	13	0	11	2	4	0	11	8	6	5	5	12	5	5	6	2	1	1	3	0	9	6	1	6	3	1	0	5	4	1	2	3	2	0	0	10	8	6	1	5	6	11	3	1	1	5	4	2	0	5	11	2	2	4	9	17	2	12	10	5	4	15	5	3	3	6	10	4	1	1	4	0	3	2	7	3	7	1	2	0	3	5	5	0	0	1	3	4	1	1	0	1	2	0	3	2	1	7	1	1	11
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae	1	0	0	0	4	0	0	0	0	1	1	2	2	2	0	4	0	2	2	3	2	0	4	7	4	1	1	1	3	0	1	1	3	1	0	2	1	0	0	3	5	0	1	1	0	0	2	1	3	3	0	0	1	2	3	0	0	1	3	1	2	0	0	1	3	3	0	1	2	1	1	0	3	12	3	0	3	0	2	0	3	1	0	0	2	0	0	4	0	0	1	9	0	0	0	3	1	0	1	1	3	1	0	2	0	7	2	1	4	2	2	2	1	2	9	2	0	0	5	15	0	3	3	3	2	4	1	3	4	0	4	2	1	0	2	0	1	2	0	1	1	2	1	0	0	0	0	0	1	2	0	1	0	2	0	0	8	4	5	1	1	10	1	0	3	8	0	1	3	0	5	1	1	1	5	0	1	0	3	0	0	3	2	2	0	3	7	2	1	1	0	1	2	0	2	2	2	2	0	3	2	0	0	0	3	0	6	0	2	0	3	2	0	0	2	3	5	6	9	15	2	6	3	1	0	5	5	0	2	0	1	2	6	0	1	3	2	0	2	1	2	0	3	12	3	2	0	2	1	3	2	1	4	5	8	3	3	5	14	1	0	1	5	16	3	1	5	5	3	7	0	6	5	0	9	1	1	1	1	1	1	0	0	0	0	0	2	0	1	2	2	3	0	1	0	1	2	0	2	2	5	1	1	3	2	2	0	2	4
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophaceae	0	0	1	0	0	0	0	1	0	1	0	0	4	0	0	0	0	1	2	1	2	0	0	2	0	3	0	2	1	0	1	0	0	2	0	2	2	1	1	5	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	10	1	0	1	0	0	1	0	0	0	1	1	0	4	0	0	0	1	2	0	2	4	0	0	0	0	0	0	3	0	0	1	1	0	0	0	1	1	0	0	3	3	0	0	2	0	1	1	0	1	1	0	0	0	0	2	0	3	1	0	0	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	2	0	0	1	0	0	0	0	2	4	7	5	0	0	0	0	0	0	5	2	1	1	0	2	0	0	0	2	1	6	0	0	0	0	4	0	0	3	0	1	0	3	1	0	0	1	2	2	0	1	1	0	1	0	0	0	0	0	0	4	1	2	2	2	2	0	0	4	1	0	3	1	0	3	4	3	2	0	0	0	0	0	0	0	1	1	0	0	4	1	0	1	2	0	0	1	3	2	1	0	2	0	2	4	0	2	1	3	0	1	0	2	1	2	0	1	2	3	2	2	1	2	0	0	2	2	0	3	0	0	0	1	0	1	0	3	0	0	1	4	0	0	0	2	2	0	1	0	0	0	2	0	1	4	2	4	0	2	1	2	1	4
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae	0	0	0	0	1	1	0	1	0	1	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	2	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	1	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	2	0	0	1	0	0	0	1	0	2	1	1	1	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	2	0	0	3	0	3	0	0	1	0	0	0	0	0	1	4	0	1	0	2	0	0	0	0	0	0	3	0	0	1	0	1	0	0	2	0	0	1	1	1	1	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	3	1	1	0	0	0	2	1	1	0	1	1	0	0	1	0	2	1	0	1	1	0	2	0	0	1	0	2	0	0	0	0	1	2	0	1	0	1	0	1	1	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	4	0	0	0	1
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	107	7	130	173	34	16	30	11	114	19	48	44	2	12	81	197	15	239	70	7	19	49	29	76	73	16	337	212	63	103	50	33	4	312	101	19	134	54	22	38	54	27	21	50	243	35	421	122	8	232	100	38	190	5	24	5	12	146	21	75	52	19	19	36	61	41	8	141	66	15	21	20	30	28	21	10	26	25	108	82	3	92	61	9	81	53	15	31	28	157	86	32	40	44	19	413	104	31	232	41	112	140	141	108	77	64	84	20	289	141	58	23	159	35	66	175	227	107	53	37	69	16	41	82	9	75	42	40	34	38	11	320	18	10	14	8	238	39	15	8	4	29	53	55	6	23	79	6	258	346	43	12	61	22	242	26	124	108	10	9	134	505	44	469	100	5	82	66	70	103	91	23	892	425	108	197	73	69	13	313	97	25	202	69	47	48	212	36	72	64	200	42	606	151	5	248	180	94	224	18	25	2	7	254	29	102	61	57	32	73	100	77	28	401	198	15	44	49	37	42	31	67	50	206	166	15	180	12	110	142	12	23	68	361	201	53	60	61	22	530	328	44	482	140	214	217	166	166	148	82	143	56	464	202	96	28	320	45	82	289	385	129	79	63	197	20	73	211	27	140	49	49	47	66	56	403	23	4	28	10	720	92	24	24	4	21	173	106	22	60	206	48	6	60	7	15	19	81	1	11	137	19	159	16	51	39	163	8	38
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae	0	3	1	0	0	2	1	0	0	1	0	1	1	1	2	3	1	2	0	1	1	0	1	3	0	2	1	0	0	0	2	0	1	3	0	0	1	0	0	1	1	0	1	0	1	0	1	3	1	0	0	1	1	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	1	3	0	0	1	0	1	1	1	1	1	2	0	0	0	0	0	0	0	5	2	2	1	1	0	0	0	0	0	0	0	5	1	1	1	2	1	0	1	1	3	2	0	1	2	1	1	2	0	3	0	0	1	5	3	1	2	1	1	0	1	0	2	0	1	0	0	4	0	0	0	1	0	3	3	0	0	2	2	1	1	1	2	0	0	3	0	0	3	2	2	2	1	2	1	0	1	3	0	0	0	3	1	1	0	0	1	1	3	0	1	2	0	5	0	5	0	4	1	5	1	0	0	3	3	0	10	0	0	1	0	1	3	2	1	3	0	1	1	0	4	0	1	3	0	1	0	3	0	1	2	6	1	5	0	4	1	1	0	1	0	2	0	1	9	4	2	0	1	0	3	1	0	1	4	14	3	4	1	3	0	1	2	2	0	1	1	1	1	1	0	1	5	3	1	1	0	10	2	1	5	0	3	1	0	1	2	1	5	1	1	3	1	2	0	1	1	2	0	0	1	0	0	1	3	1	1	2	4	2	0	10	2	2	5	7
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Nautiliales|f__Nautiliaceae	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	2	0	0	0	2	0	2	0	2	0	1	0	1	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	1	0	3	0	0	0	2	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	1	0	1	0	0	0	1	1	0	0	3	0	0	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	3	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	2	0	1	0	0	0	0	3	0	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidithiobacillales|f__Acidithiobacillaceae	0	0	0	0	0	5	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	2	2	0	0	1	0	0	1	1	0	4	0	0	3	1	1	2	0	1	0	0	1	1	4	0	1	1	1	0	1	1	0	1	0	2	0	0	0	1	2	0	0	4	2	0	0	0	1	1	2	0	0	1	1	0	0	1	0	0	1	1	1	0	0	1	3	2	1	0	2	2	0	2	0	2	0	0	3	0	0	0	1	1	1	1	0	0	1	0	5	5	2	0	5	0	3	1	4	0	0	2	0	3	1	0	2	0	1	0	2	2	0	1	0	2	0	1	0	0	1	0	0	0	0	0	2	1	1	2	1	5	3	1	3	2	1	0	0	3	3	1	0	1	1	1	0	2	0	1	0	0	0	0	1	3	0	4	0	0	2	2	1	1	1	1	2	1	0	1	6	2	0	1	0	0	0	1	0	1	0	0	0	3	0	0	2	0	0	2	1	0	0	1	2	2	1	0	2	1	0	1	1	0	1	3	1	2	1	1	8	0	2	1	1	2	1	3	0	0	1	4	4	2	0	0	3	2	3	0	1	0	1	0	4	5	2	1	1	4	1	1	5	5	2	6	0	5	1	1	1	0	0	3	3	1	0	0	0	1	1	0	0	0	2	0	2	0	2	0	1	1	0	0	0	0	0	4	0	1	1	0	2	1	1	0	2	2	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae	1	5	2	3	15	7	1	14	8	6	7	3	1	0	1	6	5	1	11	3	2	15	8	14	59	4	0	2	5	18	2	3	2	2	3	2	6	3	0	8	8	2	3	2	2	10	7	20	1	6	5	7	0	2	6	1	0	1	2	16	9	1	5	4	18	9	7	6	1	6	16	5	11	15	9	0	5	24	3	0	5	5	7	1	11	24	3	3	3	0	13	12	10	6	2	11	5	0	1	4	8	7	18	23	4	2	7	1	0	1	0	5	2	9	30	4	2	6	4	10	14	10	13	3	0	16	8	8	8	8	5	4	8	15	2	14	12	11	9	29	5	7	3	0	5	6	3	1	6	11	14	5	3	24	14	7	9	4	7	5	5	9	4	3	9	4	8	17	6	12	37	12	3	3	7	23	4	4	0	2	3	7	4	1	5	8	16	4	2	4	1	11	10	7	8	5	4	8	0	9	10	1	0	5	1	17	8	5	14	5	28	8	4	6	3	5	23	6	12	9	4	3	21	8	0	0	7	0	8	19	9	4	4	0	16	7	4	1	2	1	8	2	4	12	28	5	24	24	4	5	4	2	3	6	4	8	2	5	23	12	2	1	14	13	19	13	9	6	8	19	4	3	8	9	13	9	19	11	5	27	30	3	22	46	5	7	3	0	5	8	7	3	3	4	7	3	8	4	1	0	9	9	3	10	7	11	10	5	8
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae	56	36	84	50	84	48	84	96	14	38	57	47	21	62	70	79	36	26	68	42	47	52	90	65	76	74	20	75	114	19	67	19	37	2	3	62	35	90	19	53	99	50	79	68	1	128	50	1	13	49	61	12	37	44	77	6	54	76	53	84	87	36	72	6	10	13	77	71	53	31	14	51	23	10	2	45	176	14	91	51	37	61	146	77	64	50	103	62	48	58	47	86	2	28	39	5	128	62	58	119	92	83	72	66	41	88	2	41	28	43	38	53	57	6	41	73	49	12	51	78	44	58	48	177	40	72	65	137	38	80	54	9	67	82	60	20	48	51	21	73	65	96	41	17	16	57	9	0	1	0	1	1	3	2	0	1	3	5	1	0	0	2	1	1	1	1	4	1	6	8	4	1	1	2	2	1	3	2	0	1	1	5	5	1	0	0	4	6	6	1	0	4	3	3	1	5	4	1	2	2	16	5	2	9	7	6	4	2	2	0	3	1	1	0	3	5	2	5	2	1	1	8	1	19	2	1	3	1	4	0	2	7	1	7	4	4	1	0	3	3	3	1	4	3	4	2	3	5	3	2	0	1	6	3	4	1	1	3	6	2	2	0	2	3	2	3	1	2	4	4	0	36	1	2	8	3	1	10	2	14	1	3	0	1	1	1	2	0	1	2	2	48	32	48	55	61	52	46	51	52	2	1	0	0	1	1	0	0	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Ferrimonadaceae	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	1	3	1	0	0	1	0	2	0	0	1	0	1	1	0	0	1	0	1	0	0	2	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	1	0	4	4	0	0	1	0	2	1	0	0	1	0	0	2	0	0	0	0	0	2	1	3	0	0	0	0	0	0	1	0	0	0	1	0	4	2	0	2	0	4	1	0	0	2	0	0	0	0	1	0	0	1	0	2	0	2	1	3	0	0	0	1	2	0	2	0	1	0	4	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	1	1	1	2	1	2	2	0	0	0	0	0	1	0	0	1	0	3	0	0	0	10	1	1	0	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	2	0	2	6	2	0	0	2	0	1	0	3	0	2	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	6	1	0	1	2	0	0	0	1	0	3	1	0	0	2	3	4	1	2	0	1	1	2	0	1	2	0	0	0	10	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	0	1	2	0	1	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	6	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	1	3	1	0	0	4	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Psychromonadaceae	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	0	1	0	1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	1	0	1	0	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	2	2	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae	0	1	1	2	0	0	0	2	1	2	3	0	3	1	1	1	2	0	0	2	0	1	0	3	4	4	0	4	0	0	3	1	0	2	1	0	6	0	0	3	1	0	2	0	0	0	4	0	1	0	1	0	0	1	4	0	0	5	2	4	2	0	0	0	2	0	1	0	0	3	1	1	0	1	3	0	2	0	2	1	1	0	2	0	7	2	0	3	3	0	0	2	1	1	1	5	0	1	0	2	1	2	0	1	0	1	2	0	1	1	0	1	0	3	3	0	1	2	0	3	0	2	2	1	5	4	1	1	1	1	2	2	1	5	0	16	0	0	0	1	1	4	0	0	2	0	1	0	2	2	1	1	0	3	2	3	9	0	4	2	6	4	1	2	6	5	5	1	1	7	3	3	3	10	1	5	3	0	1	4	2	4	5	2	1	3	5	1	9	0	2	2	1	2	1	0	2	2	1	3	4	3	0	6	1	5	3	2	2	0	2	2	0	1	2	6	2	3	1	1	1	0	5	3	2	1	2	0	4	5	0	3	8	0	1	0	4	0	3	4	0	2	2	1	6	1	0	4	5	2	1	4	3	5	0	2	2	0	4	0	0	1	3	3	0	4	5	0	6	6	6	2	0	0	10	4	4	10	1	21	1	3	1	0	4	1	3	0	2	1	3	1	1	0	2	0	4	1	0	1	3	0	1	4	3	9	1	3	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae	1	3	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	3	0	0	0	0	3	0	0	1	0	0	0	1	0	0	1	1	1	4	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	1	0	0	0	1	0	1	4	3	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	3	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	3	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	4	0	1	0	0	0	0	1	0	0	1	4	0	0	0	1	0	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae	2	0	4	0	1	1	4	1	1	2	0	5	7	3	0	10	0	1	1	9	0	2	11	2	8	3	1	5	2	0	3	0	1	6	1	1	2	2	1	8	1	1	0	4	0	2	5	1	4	1	0	3	0	4	4	0	0	1	0	6	7	2	1	2	2	1	1	2	4	0	3	3	7	32	15	1	4	0	2	1	4	2	2	0	7	4	5	4	1	0	2	7	5	1	1	3	2	2	0	1	2	3	0	4	7	9	4	3	3	2	2	2	2	2	2	4	1	3	8	7	3	2	15	2	2	1	0	2	4	2	4	3	1	2	4	4	2	7	3	1	2	2	2	0	0	2	6	0	2	2	6	1	14	2	2	3	4	3	5	2	0	8	1	1	2	5	3	7	5	4	2	1	0	3	3	1	0	2	3	5	1	2	0	3	0	8	5	5	3	2	1	0	2	0	2	1	4	1	0	3	6	0	0	2	2	8	4	4	5	1	7	3	1	1	2	4	3	4	3	5	2	3	6	3	3	5	6	1	7	1	0	7	9	0	2	5	0	2	4	2	4	1	0	4	0	4	0	3	6	5	0	3	2	6	2	9	4	4	5	4	0	7	4	4	9	5	7	7	8	3	1	2	3	2	8	6	2	0	4	6	12	3	1	6	2	3	1	0	1	1	8	1	0	0	2	3	9	3	2	3	9	7	5	7	9	3	1	1	4
