order	ERR688358	ERR688359	ERR688360	ERR688361	ERR688362	ERR688363	ERR688364	ERR688365	ERR688366	ERR688367	ERR688368	ERR688369	ERR688370	ERR688371	ERR688372	ERR688373	ERR688374	ERR688375	ERR688376	ERR688377	ERR688378	ERR688379	ERR688380	ERR688381	ERR688382	ERR688383	ERR688384	ERR688385	ERR688386	ERR688387	ERR688388	ERR688389	ERR688390	ERR688391	ERR688392	ERR688393	ERR688394	ERR688395	ERR688396	ERR688397	ERR688398	ERR688399	ERR688400	ERR688401	ERR688402	ERR688403	ERR688404	ERR688405	ERR688406	ERR688407	ERR688408	ERR688409	ERR688410	ERR688411	ERR688412	ERR688413	ERR688414	ERR688415	ERR688416	ERR688417	ERR688418	ERR688419	ERR688420	ERR688421	ERR688422	ERR688423	ERR688424	ERR688425	ERR688426	ERR688427	ERR688428	ERR688429	ERR688430	ERR688431	ERR688432	ERR688433	ERR688434	ERR688435	ERR688436	ERR688437	ERR688438	ERR688439	ERR688440	ERR688441	ERR688442	ERR688443	ERR688444	ERR688445	ERR688446	ERR688447	ERR688448	ERR688449	ERR688450	ERR688451	ERR688452	ERR688453	ERR688454	ERR688455	ERR688456	ERR688457	ERR688458	ERR688459	ERR688460	ERR688461	ERR688462	ERR688463	ERR688464	ERR688465	ERR688466	ERR688467	ERR688468	ERR688469	ERR688470	ERR688471	ERR688472	ERR688473	ERR688474	ERR688475	ERR688476	ERR688477	ERR688478	ERR688479	ERR688480	ERR688481	ERR688482	ERR688483	ERR688484	ERR688485	ERR688486	ERR688487	ERR688488	ERR688489	ERR688490	ERR688491	ERR688492	ERR688493	ERR688494	ERR688495	ERR688496	ERR688497	ERR688498	ERR688499	ERR688500	ERR688501	ERR688502	ERR688503	ERR688504	ERR688506	ERR688507	ERR688508	ERR688509	ERR688510	ERR688511	ERR688512	ERR688513	ERR688514	ERR688515	ERR688516	ERR688517	ERR688518	ERR688519	ERR688520	ERR688521	ERR688522	ERR688523	ERR688524	ERR688525	ERR688526	ERR688527	ERR688528	ERR688529	ERR688530	ERR688531	ERR688532	ERR688533	ERR688534	ERR688535	ERR688536	ERR688537	ERR688538	ERR688539	ERR688540	ERR688541	ERR688542	ERR688543	ERR688544	ERR688545	ERR688546	ERR688547	ERR688548	ERR688549	ERR688550	ERR688551	ERR688552	ERR688553	ERR688554	ERR688555	ERR688556	ERR688557	ERR688558	ERR688559	ERR688560	ERR688561	ERR688562	ERR688563	ERR688564	ERR688565	ERR688566	ERR688567	ERR688568	ERR688569	ERR688570	ERR688571	ERR688572	ERR688573	ERR688574	ERR688575	ERR688576	ERR688577	ERR688578	ERR688580	ERR688581	ERR688582	ERR688583	ERR688584	ERR688585	ERR688586	ERR688588	ERR688589	ERR688590	ERR688591	ERR688592	ERR688593	ERR688594	ERR688595	ERR688596	ERR688597	ERR688598	ERR688599	ERR688600	ERR688601	ERR688602	ERR688603	ERR688604	ERR688605	ERR688606	ERR688607	ERR688608	ERR688609	ERR688610	ERR688611	ERR688612	ERR688613	ERR688614	ERR688615	ERR688616	ERR688617	ERR688618	ERR688619	ERR688620	ERR688621	ERR688622	ERR688623	ERR688624	ERR688625	ERR688626	ERR688627	ERR688628	ERR688629	ERR688630	ERR688631	ERR688632	ERR688633	ERR688634	ERR688635	ERR688636	ERR688637	ERR688638	ERR688639	ERR688640	ERR688641	ERR688642	ERR688643	ERR688644	ERR688645	ERR688646	ERR688647	ERR688648	ERR688649	ERR688650	ERR688651	ERR710415	ERR710416	ERR710417	ERR710418	ERR710419	ERR710420	ERR710421	ERR710422	ERR710423	ERR710424	ERR710425	ERR710426	ERR710427	ERR710428	ERR710429	ERR710430	ERR710431	ERR710432
d__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	8	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	15	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	2	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	2	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	13889	12720	8062	10333	3945	9568	1315	5840	5400	1928	5517	2185	4034	4556	637	8538	912	2809	3554	28256	2782	9011	12475	15473	16686	4383	2652	27874	23710	4509	13142	5641	2235	1473	3344	9207	133327	7035	63328	5303	9021	2415	1606	4058	13957	1739	10079	2536	3707	1825	244	4286	411	2589	3485	299	243	206	10169	7582	11942	1071	9701	2036	18971	17139	1067	1480	8175	13267	72907	8571	51752	63272	53295	2218	54238	13537	74952	821	2417	43919	1539	709	6141	20521	1038	11334	5000	903	5770	18577	5839	834	3498	19120	9674	477	1674	11324	3999	12891	344	5387	5254	3985	4989	813	401	16540	456	6128	893	19944	38922	2045	1593	1836	7698	4249	17263	11671	21979	10877	52394	20264	14767	12582	54972	12700	13240	5321	11443	6049	44336	3155	4306	69124	17150	28554	51248	41019	9939	265603	47912	79425	6786	13507	10126	18478	6128	6080	1524	7304	7574	3181	17397	5018	7334	7814	825	16505	941	831	4599	67016	8291	14803	20458	18778	20529	6700	2358	53277	35228	6357	11798	6572	993	1778	1825	21526	227895	7557	240411	7480	22009	1842	3269	4500	14183	2361	13397	2673	4955	2054	285	1105	408	7600	4686	353	188	102	13960	8841	14037	2994	30332	4462	29111	33402	1437	2259	21165	30430	133501	22823	92846	127301	4718	166672	19506	157468	144	1019	91221	980	6415	41026	1551	12810	9282	1445	10181	20820	4852	569	5346	23529	20367	695	2758	31700	7244	18252	262	8115	7939	5281	5363	1466	408	25164	500	9673	1621	40906	60160	2859	407	423	12437	4615	29720	19608	42021	24524	117111	29383	20900	14215	73638	23407	42815	7160	30715	3376	94259	4955	10131	135431	34602	105767	123545	51908	30602	656729	98667	196624	14612	10931	25401	4937	22449	12518	10543	4452	8304	17636	36114	90688	15997	79334	40638	33502	7859	28974	53290
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	0	9	4	13	6	1	0	12	1	3	1	3	6	7	5	0	2	3	4	4	0	6	7	7	6	5	0	0	8	1	2	0	1	0	8	0	3	2	1	3	1	3	2	1	3	2	5	1	3	12	2	2	0	1	7	10	0	6	5	6	3	0	3	2	8	2	1	1	3	8	4	4	6	18	4	3	5	3	8	1	1	0	0	0	7	3	1	5	1	9	4	5	7	2	2	3	2	0	1	2	0	3	2	2	4	12	0	4	6	5	4	6	0	4	8	0	0	1	3	17	6	6	4	9	9	4	6	6	10	5	2	6	1	0	2	2	1	5	14	6	1	2	3	4	5	5	4	10	6	13	8	3	2	20	13	4	5	5	17	2	3	2	8	3	5	4	7	12	7	6	10	7	0	4	6	0	3	3	0	3	8	5	4	4	5	3	1	3	4	6	0	3	8	1	3	15	3	1	1	6	11	10	0	4	13	6	8	5	8	4	19	5	4	4	9	9	18	11	12	26	2	7	6	17	4	4	9	0	9	6	7	11	6	17	2	3	7	1	3	2	8	2	3	9	3	1	0	5	6	16	4	5	5	5	9	6	0	5	10	1	1	4	8	12	10	9	26	7	15	9	8	7	7	8	10	6	14	1	14	7	1	17	19	13	6	5	8	13	9	19	3	3	1	4	3	1	1	2	0	3	4	13	14	15	12	6	3	7	7
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	2	14	2	7	5	9	3	4	1	11	1	4	13	3	6	13	3	10	5	6	5	8	6	9	25	6	2	27	13	3	12	5	2	5	14	4	3	5	1	8	4	7	4	8	6	2	7	7	6	2	6	7	1	4	8	4	1	0	7	3	8	2	6	2	23	13	3	3	4	3	53	5	16	21	13	6	8	12	41	5	3	21	4	2	5	24	2	5	2	0	3	7	7	4	8	2	2	2	2	24	6	4	2	2	4	19	7	3	6	10	2	11	1	10	10	3	3	8	10	17	6	9	13	8	4	15	29	12	14	22	11	5	7	4	7	5	2	3	23	7	4	8	19	1	3	12	6	19	12	30	8	11	6	11	4	9	1	4	34	10	17	17	18	7	9	12	10	16	10	15	20	16	1	30	12	6	14	8	3	9	11	10	7	14	4	8	19	22	26	11	10	4	14	3	9	2	10	11	0	14	20	1	1	2	10	8	14	8	19	4	36	44	16	13	13	12	62	9	25	46	2	22	21	109	11	10	34	1	22	26	6	16	12	1	5	10	6	7	11	3	21	6	6	47	10	1	1	7	21	29	3	3	4	26	6	18	5	16	23	2	6	10	15	30	13	25	39	9	13	28	30	14	11	35	27	11	26	1	14	3	5	4	61	21	12	13	40	2	15	30	12	5	67	2	3	10	4	8	7	13	27	133	17	12	23	17	8	20	25
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	0	4	5	3	0	2	2	6	2	3	0	2	11	1	5	3	1	2	8	4	3	2	5	4	6	3	1	7	7	1	2	4	7	7	5	1	7	1	0	2	5	2	1	2	4	5	7	3	1	3	0	5	4	4	7	14	8	3	1	4	6	2	0	2	1	2	2	6	2	2	6	9	9	10	14	3	2	4	6	4	3	4	6	3	6	5	2	7	1	3	3	1	1	0	7	6	1	0	2	3	0	1	4	2	5	10	6	2	3	4	2	3	2	5	6	0	2	6	1	12	4	5	5	2	7	6	2	0	1	5	3	2	19	0	3	1	1	4	6	9	2	6	1	2	0	3	0	7	5	8	8	1	5	6	4	4	3	7	15	5	6	1	5	4	3	5	4	6	10	9	2	7	3	12	13	1	2	2	12	4	3	6	6	1	3	3	3	7	6	4	4	6	2	2	5	5	3	3	3	3	16	26	11	6	0	4	6	6	4	9	2	8	4	2	6	3	8	10	16	5	12	10	11	11	7	5	9	8	2	13	7	4	6	3	5	7	2	8	10	0	4	3	8	2	4	3	5	2	3	17	2	11	5	11	3	8	4	4	13	1	8	9	6	20	9	3	10	6	9	5	5	2	3	19	11	5	50	0	5	2	4	8	9	14	1	4	11	7	8	6	3	3	1	1	1	6	3	2	4	2	4	7	3	10	8	10	4	5	6
d__Bacteria|p__Bacteroidetes|o__Bacteroidetes_Order_II_Incertae_sedis	3	0	0	1	2	1	0	0	0	4	0	1	8	0	0	4	0	0	3	3	0	1	4	3	2	3	1	1	1	0	2	2	1	0	0	4	0	0	0	6	1	1	0	4	0	2	1	2	1	1	2	0	2	3	3	0	0	0	1	1	7	0	0	0	1	2	0	3	1	6	2	1	1	3	4	1	2	4	0	1	1	4	1	0	10	1	0	2	3	0	2	0	2	0	1	9	1	1	4	1	2	1	0	7	1	8	4	0	1	2	1	0	2	1	4	0	1	0	3	10	1	1	4	0	3	7	3	4	2	1	1	4	1	0	0	1	1	0	1	0	0	1	1	0	2	0	2	2	4	2	3	1	0	8	0	5	8	3	4	1	1	1	2	0	3	6	0	1	2	6	2	3	0	3	0	0	1	2	4	2	1	4	3	0	0	8	3	2	2	1	0	1	1	1	1	3	1	1	0	3	2	0	0	0	0	0	0	3	2	1	3	0	0	1	3	4	2	4	6	1	0	1	1	1	3	0	6	1	7	1	1	2	3	1	3	3	1	0	1	0	2	1	5	10	0	1	0	1	3	3	1	4	2	5	1	4	3	4	4	2	1	2	2	7	0	6	13	2	0	7	1	3	9	4	6	0	1	0	3	0	3	3	0	1	0	2	3	0	3	1	1	3	0	0	3	0	2	1	0	0	8	2	0	5	2	1	0	0	1
d__Bacteria|p__Caldiserica|c__Caldisericia|o__Caldisericales	0	2	0	4	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	3	0	0	0	0	0	1	4	0	1	0	0	1	0	0	0	0	4	2	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales	0	0	0	13	0	2	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	2	7	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	1	1	0	2	1	0	0	1	1	0	0	2	0	2	1	1	0	1	0	0	0	0	0	1	0	0	0	0	2	0	1	6	0	0	1	1	0	1	1	0	0	2	1	0	2	1	0	0	0	1	1	0	1	0	0	1	0	1	1	2	2	1	2	1	0	2	4	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	4	0	0	1	0	0	1	0	0	0	2	0	1	0	1	2	2	0	0	1	1	0	1	0	25	2	3	0	0	4	3	1	1	2	3	0	0	0	0	2	0	2	0	1	2	0	1	3	1	1	0	1	2	0	1	2	1	0	0	0	0	3	1	3	0	0	0	3	1	2	0	4	6	0	1	0	0	0	0	4	3	3	0	2	1	2	1	4	0	0	0	0	2	1	1	1	1	2	0	0	0	5	1	1	5	1	3	3	0	2	0	2	2	0	1	0	0	0	2	1	1	1	2	1	7	3	1	1	5	2	0	0	3	2	0	1	2	1	1	1	0	3	0	3	2	0	2	4	2	0	1	0	0	0	4	0	6	0	0	1	0	0	1	4	1	0	1	1	0	0	3	2	0	3	0	0	1	0	2	6	3	0	3	3
d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales	1	8	5	2	1	11	9	8	2	3	7	2	7	0	3	5	1	4	4	11	1	2	8	6	10	8	3	1	5	0	3	1	4	4	6	3	4	0	0	7	1	4	2	0	8	8	2	1	4	2	3	2	4	2	3	0	3	7	6	6	7	2	4	1	8	2	1	2	3	8	13	7	5	3	11	2	4	8	0	4	2	9	6	3	7	4	2	7	0	6	2	9	4	2	6	4	1	4	3	6	4	7	4	9	9	15	8	6	3	7	14	3	2	2	7	3	9	3	3	18	4	16	12	3	5	11	0	2	5	2	4	3	11	1	9	0	2	5	1	1	6	5	1	0	2	2	4	6	6	5	4	7	17	14	7	3	10	7	14	7	11	9	11	10	7	10	2	7	17	8	5	11	20	3	8	0	5	6	14	5	3	3	1	3	9	5	8	5	4	3	2	3	3	5	5	8	8	5	2	6	9	1	11	6	1	7	7	6	5	4	8	3	3	8	5	7	7	12	12	12	4	9	4	5	7	9	14	14	7	13	6	4	2	7	4	9	2	2	14	5	2	8	7	9	12	3	9	11	8	12	3	17	12	4	9	10	11	3	5	5	8	7	13	15	6	13	20	8	15	16	1	6	7	8	5	1	18	0	3	2	4	3	1	3	5	8	7	3	3	9	3	2	3	4	3	1	4	0	4	3	9	6	6	9	8	5	1	5	6
d__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	0	1	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	2	0	2	5	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__Chloroflexi|c__Caldilineae|o__Caldilineales	0	0	2	0	1	1	0	0	0	0	0	1	1	2	0	0	0	1	1	1	0	0	1	0	2	0	0	1	0	0	0	1	0	1	2	2	1	0	0	0	1	0	0	1	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	7	1	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	1	1	3	1	1	0	0	2	0	0	0	4	0	0	1	0	0	2	2	2	2	0	2	1	0	1	2	0	1	1	1	0	1	0	0	1	1	0	0	1	0	0	2	0	0	0	3	9	0	0	1	0	1	3	2	2	1	1	0	0	2	0	0	2	0	0	5	1	1	0	2	0	1	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	1	1	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	3	0	0	0	0	1	1	0	1	0	0	0	0	2	2	2	2	1	3	1	0	2	1	0	0	0	0	0	4	0	2	1	0	2	4	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	2	2	0	0	1	3	1	2	2	3	0	0	2	0	0	4	2	2	0	5	1	0	5	0	2	2	0	0	0	1	0	0	0	0	1	0	1	1	1	2	0	0	2
d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales	7	0	3	1	2	3	2	0	0	3	2	1	0	2	0	1	1	0	3	1	0	4	2	3	2	5	1	0	0	1	2	1	1	4	0	6	0	0	0	8	3	0	0	1	1	0	10	0	2	0	0	1	0	2	0	1	0	0	2	1	2	1	0	2	0	2	0	0	0	0	1	2	2	7	1	0	1	2	1	0	0	1	8	0	2	2	0	2	0	0	0	5	3	0	1	6	2	3	2	1	1	1	2	1	1	4	8	3	3	1	1	7	1	4	3	1	5	1	6	5	5	2	0	1	0	4	0	0	1	1	2	3	0	0	4	1	0	0	1	1	0	3	0	0	0	0	0	1	0	1	0	5	0	1	6	6	3	3	0	3	0	5	0	2	2	4	0	5	4	2	6	2	0	0	1	0	2	5	3	2	0	13	2	1	0	8	5	3	1	3	0	4	1	0	1	0	3	3	1	5	1	0	0	1	6	5	1	2	3	2	2	0	4	2	3	2	2	5	0	9	5	6	1	0	0	3	1	1	2	1	2	3	3	0	5	2	0	0	1	4	0	2	0	6	3	1	0	1	4	2	3	5	5	2	1	7	0	3	3	4	2	0	6	2	7	2	13	5	0	5	0	2	2	1	0	2	1	0	1	3	0	0	0	0	0	4	0	0	2	2	4	0	0	0	0	1	0	0	0	3	0	0	3	2	4	3	2	1	1
d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Herpetosiphonales	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
d__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales	0	4	0	0	0	0	1	0	0	1	0	0	3	0	2	0	1	1	0	2	0	0	0	5	3	5	2	0	0	2	0	0	1	1	0	0	3	7	0	0	0	1	1	1	6	1	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	4	4	0	4	2	3	4	1	1	2	1	0	1	1	1	14	1	0	16	0	0	4	1	1	0	2	0	0	2	0	0	4	0	1	0	0	1	1	0	2	4	2	0	0	1	0	0	2	0	0	23	7	0	0	1	0	3	0	3	1	1	2	0	1	9	0	1	0	2	0	0	0	0	3	6	0	0	1	0	0	1	0	1	1	1	0	0	0	2	0	1	2	0	0	3	0	3	0	0	0	0	1	1	3	0	6	1	2	0	0	0	2	1	0	1	1	0	0	0	8	0	0	6	0	2	1	1	2	1	1	2	0	0	0	0	0	3	2	0	1	1	1	0	0	1	1	2	1	0	4	1	9	2	4	1	2	0	9	7	4	18	1	2	1	2	7	2	1	0	2	0	0	3	0	0	1	0	3	1	0	1	1	0	1	2	2	0	0	0	0	0	6	0	1	21	28	0	1	5	2	1	3	4	1	6	5	0	1	8	4	4	1	2	0	0	1	1	0	8	0	0	4	1	0	6	1	0	0	0	0	0	1	0	0	1	0	4	0	2	1	0	1	1	1	2
d__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales	1	0	0	0	1	0	3	0	0	0	1	2	2	0	0	0	0	0	3	1	1	2	0	2	0	2	0	0	0	0	0	0	0	1	0	1	1	0	1	0	3	4	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	2	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	3	0	0	0	1	1	1	0	0	3	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	2	4	1	2	2	0	2	2	2	0	1	1	0	5	0	0	0	0	0	0	0	2	0	4	0	1	0	0	1	0	3	0	2	1	0	1	3	0	1	0	0	0	1	1	0	0	0	1	3	0	1	0	2	0	2	3	0	1	1	0	0	3	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0	1	1	0	2	1	0	2	1	2	0	0	0	1	0	0	2	0	0	0	1	0	0	0	4	1	1	0	2	0	0	0	0	2	0	0	1	1	0	0	3	0	1	0	3	2	3	1	2	1	0	2	3	0	0	1	0	1	1	0	1	1	0	4	2	3	0	3	0	3	1	6	3	0	3	2	2	1	0	1	0	1	0	1	0	4	3	1	0	1	1	3	1	0	3	1	0	0	0	0	0	1	2	0	2	0	0	0	1	0	0	0	1	1	1	0	0	0	3	0	1	1	1	0	0	1	0	1	1
d__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Thermomicrobiales	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	2	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
d__Bacteria|p__Chrysiogenetes|c__Chrysiogenetes|o__Chrysiogenales	0	5	1	7	1	0	1	0	0	1	0	1	0	6	0	4	0	2	2	1	1	1	2	2	2	3	0	0	1	0	3	0	0	1	0	0	1	1	0	2	0	0	9	0	0	2	4	0	4	1	7	1	1	7	0	0	0	0	1	1	2	0	1	0	3	2	0	4	4	0	2	2	2	0	1	1	0	2	0	1	0	2	3	0	1	1	0	3	3	0	0	0	6	0	0	4	4	7	0	6	1	5	2	2	1	1	0	1	2	1	0	1	0	1	0	2	1	1	0	2	0	1	3	2	0	3	0	0	0	1	0	1	0	0	3	0	2	3	3	1	0	3	0	0	3	0	0	0	5	6	2	0	0	0	0	1	6	3	1	3	0	7	1	1	1	0	1	2	2	3	3	1	0	0	1	1	5	0	0	0	0	4	1	3	0	5	0	0	7	0	0	0	3	1	5	0	8	3	0	3	0	2	0	0	0	1	0	4	0	0	1	6	0	6	1	1	2	4	3	1	6	1	3	0	1	2	1	0	0	1	0	0	3	0	0	0	5	0	1	3	7	3	0	1	2	3	0	1	3	0	0	3	3	2	0	0	2	2	3	3	0	0	1	2	2	1	1	3	1	2	0	1	0	1	3	0	0	0	4	0	0	3	3	3	0	1	2	0	0	2	1	1	0	0	1	0	1	0	0	3	1	2	0	1	5	5	3	1	4
d__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales	1	1	1	1	1	1	1	1	0	2	2	1	3	1	0	2	0	1	1	0	0	6	2	3	2	2	0	0	1	0	4	0	0	0	0	3	1	1	1	2	0	3	0	1	0	1	2	2	0	0	0	1	0	0	3	0	1	0	0	3	3	0	1	1	1	2	0	1	1	0	2	4	5	2	1	1	1	2	0	1	1	2	0	1	2	3	0	0	1	0	2	3	1	0	2	2	0	1	0	1	1	1	0	4	5	1	3	3	1	2	0	1	1	1	2	0	1	0	0	5	0	3	0	0	1	0	0	1	2	1	2	2	0	0	0	1	0	0	0	1	5	0	1	0	0	0	4	0	3	2	2	1	2	0	0	2	4	3	4	4	0	2	0	2	3	3	1	2	2	2	0	1	0	0	4	0	2	0	0	0	0	3	2	0	2	2	0	1	2	2	0	0	1	0	0	0	3	1	0	3	1	0	0	0	0	5	3	2	1	0	1	2	0	4	3	2	1	3	1	1	2	1	2	1	0	2	4	0	2	0	0	3	4	0	1	1	1	0	0	0	0	0	3	1	0	1	1	2	7	2	0	2	1	8	2	5	0	3	7	1	0	0	2	7	0	2	2	3	5	5	0	1	2	2	6	1	1	0	2	0	0	5	4	2	4	3	2	0	0	0	2	2	0	0	1	0	0	0	0	1	6	4	1	2	5	3	0	0	2
