family	ERR688358	ERR688359	ERR688360	ERR688361	ERR688362	ERR688363	ERR688364	ERR688365	ERR688366	ERR688367	ERR688368	ERR688369	ERR688370	ERR688371	ERR688372	ERR688373	ERR688374	ERR688375	ERR688376	ERR688377	ERR688378	ERR688379	ERR688380	ERR688381	ERR688382	ERR688383	ERR688384	ERR688385	ERR688386	ERR688387	ERR688388	ERR688389	ERR688390	ERR688391	ERR688392	ERR688393	ERR688394	ERR688395	ERR688396	ERR688397	ERR688398	ERR688399	ERR688400	ERR688401	ERR688402	ERR688403	ERR688404	ERR688405	ERR688406	ERR688407	ERR688408	ERR688409	ERR688410	ERR688411	ERR688412	ERR688413	ERR688414	ERR688415	ERR688416	ERR688417	ERR688418	ERR688419	ERR688420	ERR688421	ERR688422	ERR688423	ERR688424	ERR688425	ERR688426	ERR688427	ERR688428	ERR688429	ERR688430	ERR688431	ERR688432	ERR688433	ERR688434	ERR688435	ERR688436	ERR688437	ERR688438	ERR688439	ERR688440	ERR688441	ERR688442	ERR688443	ERR688444	ERR688445	ERR688446	ERR688447	ERR688448	ERR688449	ERR688450	ERR688451	ERR688452	ERR688453	ERR688454	ERR688455	ERR688456	ERR688457	ERR688458	ERR688459	ERR688460	ERR688461	ERR688462	ERR688463	ERR688464	ERR688465	ERR688466	ERR688467	ERR688468	ERR688469	ERR688470	ERR688471	ERR688472	ERR688473	ERR688474	ERR688475	ERR688476	ERR688477	ERR688478	ERR688479	ERR688480	ERR688481	ERR688482	ERR688483	ERR688484	ERR688485	ERR688486	ERR688487	ERR688488	ERR688489	ERR688490	ERR688491	ERR688492	ERR688493	ERR688494	ERR688495	ERR688496	ERR688497	ERR688498	ERR688499	ERR688500	ERR688501	ERR688502	ERR688503	ERR688504	ERR688506	ERR688507	ERR688508	ERR688509	ERR688510	ERR688511	ERR688512	ERR688513	ERR688514	ERR688515	ERR688516	ERR688517	ERR688518	ERR688519	ERR688520	ERR688521	ERR688522	ERR688523	ERR688524	ERR688525	ERR688526	ERR688527	ERR688528	ERR688529	ERR688530	ERR688531	ERR688532	ERR688533	ERR688534	ERR688535	ERR688536	ERR688537	ERR688538	ERR688539	ERR688540	ERR688541	ERR688542	ERR688543	ERR688544	ERR688545	ERR688546	ERR688547	ERR688548	ERR688549	ERR688550	ERR688551	ERR688552	ERR688553	ERR688554	ERR688555	ERR688556	ERR688557	ERR688558	ERR688559	ERR688560	ERR688561	ERR688562	ERR688563	ERR688564	ERR688565	ERR688566	ERR688567	ERR688568	ERR688569	ERR688570	ERR688571	ERR688572	ERR688573	ERR688574	ERR688575	ERR688576	ERR688577	ERR688578	ERR688580	ERR688581	ERR688582	ERR688583	ERR688584	ERR688585	ERR688586	ERR688588	ERR688589	ERR688590	ERR688591	ERR688592	ERR688593	ERR688594	ERR688595	ERR688596	ERR688597	ERR688598	ERR688599	ERR688600	ERR688601	ERR688602	ERR688603	ERR688604	ERR688605	ERR688606	ERR688607	ERR688608	ERR688609	ERR688610	ERR688611	ERR688612	ERR688613	ERR688614	ERR688615	ERR688616	ERR688617	ERR688618	ERR688619	ERR688620	ERR688621	ERR688622	ERR688623	ERR688624	ERR688625	ERR688626	ERR688627	ERR688628	ERR688629	ERR688630	ERR688631	ERR688632	ERR688633	ERR688634	ERR688635	ERR688636	ERR688637	ERR688638	ERR688639	ERR688640	ERR688641	ERR688642	ERR688643	ERR688644	ERR688645	ERR688646	ERR688647	ERR688648	ERR688649	ERR688650	ERR688651	ERR710415	ERR710416	ERR710417	ERR710418	ERR710419	ERR710420	ERR710421	ERR710422	ERR710423	ERR710424	ERR710425	ERR710426	ERR710427	ERR710428	ERR710429	ERR710430	ERR710431	ERR710432
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2.01001	5.49518	14.81887	8.75306	9.24302	0	7.18154	2.05059	2.50175	9.5015	23.34729	12.57499	1.3178	18.91662	19.4559	0.09403	9.9236	5.25892	10.80437	4.50274	6.67246	17.28877	8.53089	6.24513	17.9743	16.82112	0	0.88099	17.0162	0.39743	34.38018	13.48689	5.49619	19.60882	10.49352	3.79834	0.92434	20.88729	1.17656	15.85636	3.61054	12.73875	6.81868	2.96987	0	15.62764	12.06938	9.87972	26.3583	3.01326	10.16301	11.75409	22.55387	2.80204	8.94916	0.02824	0	2.2555	0.50058	4.39818	6.18879	12.72217	3.39777	9.00679	3.48828	5.24104	4.11634	7.58402	7.42732	0.61964	11.64367	2.41945	1.11716	8.59057	5.87627	0.98166	1.13779	1.01406	0.68217	12.69182	4.97063	6.50314	14.15534	15.01304	9.0216	16.57259	4.23825	3.81137	14.91514	3.78838	4.70542	3.36067	21.1204	7.98583	15.72051	8.32983	17.24046	12.21839	12.83269	2.6818	5.64417	0.5248	13.6131	5.3361	9.36869	5.75095	11.33955	4.98614	6.21423	29.47051	3.4302	18.07191	4.34495	13.22076	22.08615	22.81791	12.79692	9.87853	3.46509	1.97845	21.05788	1.77488	11.59276	2.70703	0.6769	3.10168	0	1.36143	16.24823	8.7524	3.27393	19.86155	4.13226	0	13.61998	5.86172	24.88228	6.13622	2.2612	0.74275	0	7.30317	14.68709	0	3.97342	4.36458	11.38808	6.09355	18.95603	10.63344	12.30038	0	9.79119	2.34263	4.77321	11.59731	20.07323	15.69051	1.81613	24.98999	17.71847	0.45373	14.39402	7.18533	12.58482	4.84941	9.54195	20.41293	10.12359	7.18631	19.387	20.22986	0	1.47313	19.90228	0.69256	37.92664	14.29831	5.70992	26.7451	13.65845	4.69431	1.24028	23.42333	3.65581	19.67325	4.88925	15.6566	8.16408	3.74891	0	16.90178	16.7105	14.62688	30.57731	4.04599	10.662	11.44193	28.63253	2.81879	9.43617	0	0	2.91843	0.41904	6.00342	7.30394	10.91856	5.70085	11.92145	5.18441	6.33311	7.70433	10.33399	12.59012	1.69845	14.69566	4.97696	1.78625	10.60721	2.11635	2.02896	1.72256	1.04759	14.64225	6.45298	6.96192	14.86014	9.23729	17.17059	6.17903	5.70467	18.22872	5.9896	6.9389	4.46867	27.2434	8.11835	17.61189	12.1927	22.41115	12.42759	14.01236	4.19371	7.73387	0.80853	14.05223	6.1713	7.28402	7.10962	17.99278	7.05772	7.4042	31.48629	4.48836	23.33415	5.84875	13.91382	26.15771	22.78766	14.99652	12.27648	3.72192	2.13428	24.28747	2.31172	12.6418	3.7886	0.96427	4.04335	0	1.99503	18.26472	11.86727	5.56392	23.07717	5.29644	0	17.7679	7.38508	28.37993	7.56381	2.84217	0.77841	0	8.1584	21.45462	0	5.4919	6.07588	14.29232	2.84561	0	10.70613	13.11986	5.52386	19.34765	13.90536	5.39782	2.15127	3.66359	0.06576	15.05191	13.64733	7.40107	19.90277	13.26603	7.79905	3.33939
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	15.57836	22.28491	12.30146	10.28508	18.3693	24.53177	18.78548	31.19863	15.78047	25.54289	36.02605	5.27057	5.02698	12.35074	17.78921	5.54853	27.31553	22.9317	10.32963	2.9416	14.55544	23.84263	14.86559	12.97735	16.68394	5.64754	39.45785	1.52953	14.32598	2.02639	19.11377	50.9637	24.81004	20.37674	19.69306	31.12151	16.23063	22.99819	2.87524	20.98883	6.35583	18.76538	16.7502	15.73137	3.44881	10.46754	13.24861	10.38472	25.32686	3.91292	13.11237	5.367	6.01123	7.57241	9.64927	2.49787	67.9565	5.17414	80.40552	13.83361	25.01679	12.48498	3.2229	25.71988	5.25615	4.36066	27.04019	13.53622	6.53465	4.20187	7.27864	9.18341	2.76485	4.21241	9.51978	1.327	8.14989	7.9955	4.51935	17.846	10.05486	11.19635	24.82212	16.81209	1.46136	13.97389	10.89338	3.94644	10.4786	5.12731	7.41704	10.81048	25.21773	21.32912	12.73966	19.55423	10.66918	16.7944	24.98917	2.99175	4.55348	20.20304	32.9844	16.83315	32.60774	9.12425	10.74865	7.23756	10.49433	8.68464	12.76765	10.34848	9.9511	4.16609	3.621	5.795	21.42771	21.73962	6.07118	5.23872	15.015	2.46186	21.70446	28.8253	21.67075	6.62457	3.61403	0.59071	5.80272	15.72666	3.49305	22.92279	8.64914	0	13.5034	18.9514	9.25006	4.38465	2.01213	2.58138	14.45268	11.46935	10.38859	6.14309	15.11136	4.69964	23.15772	24.49704	14.6115	12.74759	22.61087	31.24879	25.02265	39.39045	21.77597	28.26849	39.56757	7.3361	7.60048	14.9381	16.14793	7.88381	33.11954	34.06194	10.5246	7.0631	15.44798	21.85767	21.36359	13.73749	17.31459	7.67196	47.6095	1.46569	13.36241	4.15673	20.1146	41.26271	24.24669	25.2745	30.63136	33.70465	20.1708	27.01157	23.08601	23.13479	18.19396	21.42812	20.18741	18.59217	6.89462	12.5287	14.91263	14.87321	32.04186	4.40852	13.69348	6.87898	7.41756	5.82262	12.11491	4.11098	68.04414	7.413	82.81472	16.66335	27.98405	14.69022	5.3795	23.05729	5.29917	5.72399	32.43522	15.54773	6.41038	8.62397	6.60843	23.66421	3.321	5.20829	4.57356	8.6679	9.86416	5.87278	22.36967	12.91208	12.11012	13.40582	1.43043	16.90639	14.96067	9.7945	15.97028	9.00276	9.44726	15.71278	30.70229	23.99071	15.82102	20.69229	10.60476	18.95758	29.76079	4.2968	9.95944	29.00827	32.69496	20.39496	39.29703	9.24681	20.91668	11.19084	12.06254	7.65987	15.09656	10.03334	16.01503	19.01093	8.1449	6.95967	19.48623	28.53187	7.977	6.84162	15.43016	4.02508	26.06705	33.95687	22.84988	8.10473	4.44659	1.12132	7.95843	17.67598	5.54332	21.92136	15.08286	0	14.09099	23.90459	7.63956	6.47905	4.03623	1.32459	17.03562	13.27256	13.09279	8.69062	15.61773	6.62194	25.29602	3.48747	3.04517	21.59198	11.54354	4.61607	9.24483	10.16151	19.06766	1.35365	4.58426	4.56023	26.43881	16.76999	8.15171	13.06921	10.48594	19.75343	4.02174
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31059	0	0	0.02237	1.70841	0	0	1.36893	0	0.24103	0	0	0	0	0	0.04401	0	0	0	0	0	0.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11706	0	0	0	0	0	0.69102	0	0	0.10843	0	0.04415	0.43624	1.31508	2.54106	0.62142	0.06087	0	0.12511	0.01587	0	0	0.95859	0	0	0	0.09564	0	0	0	0	0	0	0	0	0	0.28281	0	0	0	0	0	0.70072	0	0	0.54636	1.53502	0.02531	0	0	0	0	0.61673	0	0.75292	4.01268	0	0	0	0	0	0.20092	0.83518	0.17092	0.23419	0.14213	0	0	0	0.31435	0.35523	2.17344	0.1097	0	0	0.8573	0	1.36342	0	0	4.9596	0	1.48089	3.52583	0	0	0	0.62761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17107	0	0	0.02253	1.33534	0	0	0.75265	0	0.06797	0	0	0	0	0	0	0	0	0	0	0	0.01714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08705	0	0.00776	0	0	0	0.39717	0	0	0.13176	0	0	0.24854	0.91883	1.50265	0.11316	0	0.11004	0.03029	0	0	0.65586	0	0	0.18189	0	0	0	0	0	0	0	0	0	0.13945	0	0	0	0	0	0.44546	0	0	0.21553	0.8379	0.00996	0	0	0	0	0.24746	0.00697	0.39374	2.52714	0	0	0	0	0.01672	0.36819	0.35938	0.31218	0.13332	0.14038	0	0	0	0.26371	0.10851	1.12539	0.0661	0	0	0.59791	0	0.6887	0	0	2.23918	0	0.97911	1.66843	0	0	0	0.54025	1.10474	2.1175	0	0	0.55498	0	0	0	0	0.80518	1.17444	0	0	0.39945	0	0	0.01105	0.07404
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0	0	0.49319	0	0.08835	6.48369	0	0	0	1.27417	0	0	0	0	0	2.24975	0	0	0.53335	0	0	0	1.11316	0.188	0	0.90331	0	0	0	0	0	2.35819	0	1.5993	0	0	0	0.63841	0	0	0.81731	0.69689	1.56668	0	0	0	1.57149	0.39263	7.80899	0	3.00529	0	0	0	1.61268	0.21225	0	0	0.52211	0	0.58376	0	0	0	0	0	0	0.63826	0	0	1.01182	0.12844	0	0	0	0	0	0	0	0	1.87479	0	0	0	0.3237	0.94888	0	0	0	0.6954	0	0	0.47815	0.18615	0	1.06615	0	0	0	0	0	0	0	0	0	0	0.65304	0	0	1.4323	0.02713	0	0.17446	2.05264	0	0	0.02366	2.19023	0.15486	0	0	0	0	0	0	0	0	0	0.83658	0.92918	0	0.26943	0	0	0	2.69175	0	0	0	0	0	0	0	0	0	0	0	0	0.70656	0	0.58333	10.48188	0	0	0	0	0	0	0	0	1.2455	1.39385	0.33113	0.14488	1.0926	0	0.9794	0	0	0.57937	0	0.91379	1.62828	0	0	0	0	3.12485	0	0.74378	0	0	0	0	0	0.69069	2.4185	1.36626	2.42258	0	0	0	1.25417	0.62928	0.84436	0	4.17414	0.54187	0	0	1.1007	0.47277	0	0	1.70858	0	0.48493	0	0	0.68032	0.10842	0.05554	0.6283	0.27313	0	0.18461	0.31954	0.66969	0.16064	0.04156	0	0	1.02615	0	0	0.62463	0.56424	0	1.3416	1.57186	0	0.60986	0	0.97262	0	0	1.03174	0.51051	0	0.65736	0	0	0.51954	0	0.11663	0	0	0	0	0.65417	2.69069	0	0.92452	1.74432	0.0752	0	0.56127	1.43759	0.03599	0.29098	0.38617	1.4225	0.3954	0	0	0	0	0	0	0	0	0	0	0.44177	0	2.0184	0	0	0	1.7599	0.04526	0	0.0421	0	0	0	0.33779	0	0	0.73416	0	0	0	0	0	0	0	1.26837	0	0	0.25504	0	0	0	0	0.70382	1.29485	0.04393	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	36.50624	21.80165	28.60788	8.11846	35.99742	4.01527	3.61991	7.5718	3.84396	52.69625	22.56277	27.8149	42.76719	32.2721	24.63055	61.95997	9.82533	17.14355	52.2839	55.29804	54.32468	29.76108	33.36067	38.31969	37.052	32.68253	1.54867	2.16709	11.97056	3.34221	17.93144	12.77964	61.23092	24.56165	23.98723	23.90941	10.55341	28.69114	3.69768	31.23637	30.84939	30.18282	44.53333	3.07593	37.60967	38.9714	26.66856	27.79864	11.98586	1.371	32.75532	33.39825	6.01177	42.47814	34.04745	1.18526	0.50457	14.37259	4.52565	38.05413	26.24091	67.96786	16.39025	34.34023	9.7194	14.48166	0.85406	27.28449	18.85353	39.63082	16.08242	49.38689	21.91612	31.10204	24.07373	4.83731	14.98697	53.00234	13.71088	5.02489	4.25809	27.27367	42.2076	56.52858	17.78595	13.60917	7.69272	9.27114	40.3518	7.62255	9.68176	8.50421	44.73288	25.98024	6.89384	35.74295	50.74202	57.39621	35.92159	60.34572	24.29493	40.27783	35.79262	38.56598	20.02113	46.43482	22.41622	19.09871	39.73144	40.08382	0.44172	10.93685	16.28783	14.74982	22.00458	44.56557	38.09182	22.12423	34.36069	26.51019	28.32948	37.35699	26.9147	18.14147	27.72306	30.86104	1.16948	15.62592	31.68121	39.1084	37.94837	32.29606	15.51918	0.09527	22.77257	12.37436	19.60584	37.85331	20.71291	33.90646	16.28421	39.6507	17.91109	0.94469	46.12237	12.77743	17.01304	21.3762	29.4596	5.61787	33.57	3.45564	2.73634	6.15191	3.07127	47.66247	19.02715	28.00273	40.73798	33.68092	31.64515	65.41911	15.36023	21.52804	54.3064	44.67108	54.69612	26.40596	41.08894	38.38569	34.89781	32.54047	0.28848	1.9666	13.87524	3.12595	15.99045	23.47759	64.01037	27.7545	28.21318	20.47204	17.67628	28.37394	4.01561	30.76091	31.31997	32.59457	42.27601	11.01159	33.64644	46.17439	24.48952	31.47082	11.30972	0.57832	33.6639	30.08706	8.32147	37.91736	38.06223	1.85991	0.8547	19.41178	4.11127	34.51976	25.30318	69.16256	11.56201	40.21203	12.41187	17.63125	0.36599	37.41434	18.90604	43.49757	11.55057	34.15592	24.47816	27.13366	5.65871	13.09077	58.6403	11.05253	4.90365	3.04274	26.68661	65.10679	16.95586	9.08519	10.39539	8.30065	34.20518	11.84165	13.45843	7.21232	36.55742	31.38613	7.49021	36.41585	46.94279	57.00605	34.95211	55.45845	26.52235	37.05338	38.72379	43.20058	24.8277	43.16501	15.34781	18.48626	42.1497	38.60674	0.1296	10.56727	18.93595	9.42284	17.99295	51.27434	43.46451	25.51371	39.72531	21.68484	21.97722	32.35979	22.70095	25.61586	34.83294	31.71098	0.93648	17.77377	26.22661	37.15286	35.64952	30.46836	8.97896	0.40555	20.02996	14.33826	31.97714	33.92366	15.85999	25.90082	9.48964	39.49504	19.90842	0	45.7449	6.58104	12.65214	25.28207	30.94246	7.26236	45.83484	36.25738	47.16607	29.62228	48.79628	46.56933	25.75392	29.2339	4.76141	39.51861	31.69989	41.07687	30.72744	39.02177	44.19471
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	1.87019	0	0.68141	0	0	4.64137	0.55911	0	0	1.2022	7.30758	0	0	0	10.55268	0	7.84533	0.17233	4.40105	5.67976	0	6.96899	0	0.3761	0	2.79293	7.51459	0	7.94169	0.17294	0.87365	2.13693	0.21513	0.03999	1.91558	0	3.9025	1.08035	0.09574	0.82152	0.15907	1.32234	0.16024	5.65047	15.50115	0.03337	0	0.05007	0	3.85105	0.98455	2.92506	0	0	3.33331	0.83855	6.41587	0	0.13285	0.01217	10.0635	0	0	0	0	0.03317	0.38646	3.93864	0	1.9406	0	4.41425	0	0	0.18106	0.01977	0	0.34305	0.28043	5.18879	4.19651	3.62241	7.70452	0	1.51729	2.45344	0	0.38606	0	0	0.09243	0	0	3.5507	1.97948	0.62305	1.23398	0	0	0	1.65981	0.17676	3.28698	0	1.76083	1.02843	0	0	0	1.34641	0	0	0	4.59706	0.43023	0	1.82511	3.95588	0.40088	0.75891	0.05642	0	2.20654	1.15137	0.12588	0	3.30867	0.71904	0	0.78825	0.62116	1.09153	0	0.0155	0	0.39288	0	0	0.12289	0	0.68413	0	0	0	0.03494	0	3.02038	0	0.48597	0.1224	0	6.52747	1.07195	0.65819	0	1.55383	11.83357	0	0.06541	0	11.93376	0	13.69109	0.56564	5.92582	5.47763	0	9.5203	0	0.53587	0	3.92559	14.41051	0	11.89431	0.34841	1.39158	2.77386	0.70528	0.15875	2.50021	0	5.45417	1.51829	1.57278	1.19441	0.74258	2.4837	0.6061	8.36449	25.38948	0.04768	0	0.12812	0.4492	5.26098	1.67419	3.959	0	0	5.37198	2.27109	8.56799	0.06079	0.09493	0.2605	13.80509	0	0.01058	0	0	0.36508	1.05026	9.11535	0.26341	5.28097	0.2432	8.31084	0.16658	0	0.11478	0.41296	0.72341	1.69024	7.01566	6.93019	4.20065	0	1.84965	3.80547	0	1.00051	0	0.08536	0.51374	0	0.31377	4.68526	2.66467	1.62467	2.73953	0	0.1212	0	2.46218	0.56623	2.96144	0	1.83222	1.52274	0	0	0.14521	1.91593	0	0.12278	0	5.67849	0.56745	0	2.4271	7.91087	0.71178	0.97396	0.0883	0	3.3584	2.17177	0.48085	0	4.22817	1.66454	0	1.57541	2.21573	1.63542	0.23309	0.16092	0	1.05745	0.017	0.20739	0.2766	0.23001	1.00624	0.0445	0.03209	0	0.24925	0	4.30592	0	0	0	0	0	1.99043	0.26919	0	0	0	0.28407	0.19257	0	0.18454	3.67538	0.71357	0.22193	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	1.13824	0	0	0	0.76195	0	0	0	0	4.87887	0	0	2.40899	0	0	0	0	0	0	0.68196	0	0	0	1.00164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15805	0	0	0	0	0.11869	0	0	0	0	1.25051	0	2.59988	0	0	0	0	2.70417	0	0	0	5.38032	0	0	0	0	0	0.23297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04718	4.66294	6.16327	0	0	0	0	0	0.25898	0	0	0	0	0	0	0	7.64902	0	0	2.23662	0	0	11.69044	0	0	0	1.05689	2.14509	0	0	0	0	0	0	0	0	1.10117	0	0	0	0	2.17624	0	0	0	0	0	0.98678	0.0175	0	0	0	5.00165	0.15965	0	2.07042	0	0	0	0	0	0.01678	1.14046	0	0	0	1.18532	0	0	0	0	0	0.03453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05482	0	0	0	0	0.27563	0	0	0.08866	0	1.64172	0	2.97125	0	0	0	1.96466	0	0	0	5.25151	0	0	0	0	0.15387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03634	3.95743	6.68388	0	0	0	0	0	0.16102	0	0	0	0	0	0	0	6.58544	0	0	2.5285	0	0	12.48992	0	0	0	1.2111	2.60303	0	0	0	0	0	0	0	0	1.36686	0	0	0.05633	0	2.15827	0	0	0	0	2.04227	0	0.56886	0	0	0	0	0	0	3.13784	0	0.82517	0.05232	0	0	0.16811
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0	0	0	0.10706	0	0	0	0	0.70044	0	0	20.10301	0	0	0	0.20007	0	1.21531	0	0	0	3.44663	0	0.70449	0	0	0	0	9.94379	0	0.67441	0.41459	0	1.74973	0	3.61604	1.75434	0	0	0	0	0	2.04967	0	2.10114	5.59166	0	2.38958	1.51364	0.01031	0.06782	0.19874	0	0	0	0.77844	0.19494	0	0	0	0	0	0.78598	0	1.29808	3.12077	0	0.54133	9.05332	0.4204	0	3.43684	1.98101	0	3.54148	0	25.68252	0	7.66549	0	0	0	0.02579	0	0.08155	4.38628	0	0	0	0	0	0.19754	1.25021	0	0	0	5.58776	0	0	7.62515	0	0	0	0	0	0.90151	3.62082	0	0	0	0.06192	2.67667	0.57145	0.91321	0.2676	0	0	0.43317	2.58383	0	2.05423	4.84638	0	4.23123	1.21695	0.49413	0	0.04575	3.97203	0.28994	0	3.1862	9.78443	0.08775	0	0.69403	0	6.44635	3.12977	0	31.06205	0	6.77048	6.69953	0.28381	0	9.60918	0	0	0.41849	0	0	0.22165	0	1.10574	0	0	22.25978	0	0	0	0.62817	0	1.31928	0	0	0	3.42075	0	0.78913	0.16107	0	0	0	10.8283	0.05973	0.3553	0.44165	0	1.70023	0	3.85309	2.37341	0.04315	0	0	0	0.20091	1.98081	0	1.96467	4.66871	0	2.41181	1.99792	0.03777	0.13158	0.3541	0	0	0	1.40542	0.20479	0	0	0	0	0	1.53205	0.26051	1.51008	3.37804	0	0.64568	10.49431	0.74411	0	3.32664	0.38077	0	0	23.50986	0	7.11512	0	0	0	0	0.09016	4.46194	0	0	0	0	0	0.35123	1.37353	0.03074	0	0	5.01771	0	0	7.54833	0	0	0	0	0	0	8.1429	0	0	0	0.21055	3.54269	0.84047	1.11544	0.39117	0	0	0.94923	3.17665	0.0157	3.06973	2.59856	0	4.07756	1.40965	0.30167	0	0.07529	5.05256	0.49186	0	3.02047	10.00471	0.1024	0	0.89133	0	6.82927	4.83202	0	28.89999	0	7.20248	12.01245	0.55442	0	11.00705	31.72364	8.27923	0	0.73916	14.70111	0	32.29286	0	0	31.78046	8.60645	0	1.09993	16.36456	0	32.02326	0.02854	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56092	0.19212	0	0	0	0	0	0.10102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.93735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13436	0	0	0	0	0	0	0.13624	0	0	0	0	0	0	0	0	0.34485	0	0.05411	0.01585	0	0	0	0
