species	ERR688358	ERR688359	ERR688360	ERR688361	ERR688362	ERR688363	ERR688364	ERR688365	ERR688366	ERR688367	ERR688368	ERR688369	ERR688370	ERR688371	ERR688372	ERR688373	ERR688374	ERR688375	ERR688376	ERR688377	ERR688378	ERR688379	ERR688380	ERR688381	ERR688382	ERR688383	ERR688384	ERR688385	ERR688386	ERR688387	ERR688388	ERR688389	ERR688390	ERR688391	ERR688392	ERR688393	ERR688394	ERR688395	ERR688396	ERR688397	ERR688398	ERR688399	ERR688400	ERR688401	ERR688402	ERR688403	ERR688404	ERR688405	ERR688406	ERR688407	ERR688408	ERR688409	ERR688410	ERR688411	ERR688412	ERR688413	ERR688414	ERR688415	ERR688416	ERR688417	ERR688418	ERR688419	ERR688420	ERR688421	ERR688422	ERR688423	ERR688424	ERR688425	ERR688426	ERR688427	ERR688428	ERR688429	ERR688430	ERR688431	ERR688432	ERR688433	ERR688434	ERR688435	ERR688436	ERR688437	ERR688438	ERR688439	ERR688440	ERR688441	ERR688442	ERR688443	ERR688444	ERR688445	ERR688446	ERR688447	ERR688448	ERR688449	ERR688450	ERR688451	ERR688452	ERR688453	ERR688454	ERR688455	ERR688456	ERR688457	ERR688458	ERR688459	ERR688460	ERR688461	ERR688462	ERR688463	ERR688464	ERR688465	ERR688466	ERR688467	ERR688468	ERR688469	ERR688470	ERR688471	ERR688472	ERR688473	ERR688474	ERR688475	ERR688476	ERR688477	ERR688478	ERR688479	ERR688480	ERR688481	ERR688482	ERR688483	ERR688484	ERR688485	ERR688486	ERR688487	ERR688488	ERR688489	ERR688490	ERR688491	ERR688492	ERR688493	ERR688494	ERR688495	ERR688496	ERR688497	ERR688498	ERR688499	ERR688500	ERR688501	ERR688502	ERR688503	ERR688504	ERR688506	ERR688507	ERR688508	ERR688509	ERR688510	ERR688511	ERR688512	ERR688513	ERR688514	ERR688515	ERR688516	ERR688517	ERR688518	ERR688519	ERR688520	ERR688521	ERR688522	ERR688523	ERR688524	ERR688525	ERR688526	ERR688527	ERR688528	ERR688529	ERR688530	ERR688531	ERR688532	ERR688533	ERR688534	ERR688535	ERR688536	ERR688537	ERR688538	ERR688539	ERR688540	ERR688541	ERR688542	ERR688543	ERR688544	ERR688545	ERR688546	ERR688547	ERR688548	ERR688549	ERR688550	ERR688551	ERR688552	ERR688553	ERR688554	ERR688555	ERR688556	ERR688557	ERR688558	ERR688559	ERR688560	ERR688561	ERR688562	ERR688563	ERR688564	ERR688565	ERR688566	ERR688567	ERR688568	ERR688569	ERR688570	ERR688571	ERR688572	ERR688573	ERR688574	ERR688575	ERR688576	ERR688577	ERR688578	ERR688580	ERR688581	ERR688582	ERR688583	ERR688584	ERR688585	ERR688586	ERR688588	ERR688589	ERR688590	ERR688591	ERR688592	ERR688593	ERR688594	ERR688595	ERR688596	ERR688597	ERR688598	ERR688599	ERR688600	ERR688601	ERR688602	ERR688603	ERR688604	ERR688605	ERR688606	ERR688607	ERR688608	ERR688609	ERR688610	ERR688611	ERR688612	ERR688613	ERR688614	ERR688615	ERR688616	ERR688617	ERR688618	ERR688619	ERR688620	ERR688621	ERR688622	ERR688623	ERR688624	ERR688625	ERR688626	ERR688627	ERR688628	ERR688629	ERR688630	ERR688631	ERR688632	ERR688633	ERR688634	ERR688635	ERR688636	ERR688637	ERR688638	ERR688639	ERR688640	ERR688641	ERR688642	ERR688643	ERR688644	ERR688645	ERR688646	ERR688647	ERR688648	ERR688649	ERR688650	ERR688651	ERR710415	ERR710416	ERR710417	ERR710418	ERR710419	ERR710420	ERR710421	ERR710422	ERR710423	ERR710424	ERR710425	ERR710426	ERR710427	ERR710428	ERR710429	ERR710430	ERR710431	ERR710432
Eubacterium limosum	0.0100221947172	0.041728567021	0.0285750633825	0.0268286885667	0.0307639414828	0.0047594578471	0.0152953564768	0.0121797657991	0.00132444484493	0.0454473630197	0.00731279144016	0.031274456352	0.172409306163	0.0410598015481	0.00572073415746	0.0994581110655	0.124524743456	0.0109123444898	0.0253459653835	0.106051852953	0.0193741653232	0.040249270591	0.0745262474602	0.0584875031199	0.113115784198	0.0731531477591	0.00623788840957	0.0012401740996	0.0442246653764	0.00112109156175	0.0105979096745	0.00602301643385	0.00350384241724	0.0464735121768	0.0145010262653	0.0445208080583	0.0290581572307	0.0193768614065	0.045787715106	0.1002867065	0.0131018516015	0.0197971031754	0.0380114992693	0.00831811535396	0.0246927998261	0.025688779381	0.0669345208844	0.0185772987399	0.0340099401038	0.0013996644547	0.0211988107422	0.0392681018559	0.00224816310997	0.142140962758	0.0341049526237	0.00183137612591	0.0170207411306	0.000126281372782	0.00542472158904	0.0267043162097	0.0700600387402	0.0491852838545	0.0152255593209	0.0147337629083	0.0117895573564	0.0108158463458	0.00327931165716	0.0130442234269	0.0192192763929	0.0121763628448	0.0279396249788	0.0334420173461	0.0208574740588	0.065598752614	0.0315914067307	0.0274918676481	0.0173048989599	0.0717216964931	0.0156675847783	0.0144566293554	0.00719614693886	0.0147510955181	0.0243386447267	0.00687246694819	0.0264834229429	0.0241696071364	0.000389662569472	0.0164794141407	0.145285656416	0.00293020894396	0.00667534498628	0.0195771992548	0.0480246475312	0.0118832828132	0.0143585904577	0.0935402495402	0.0597372843092	0.024235098881	0.0107988216808	0.0636591240328	0.0199160535225	0.0431733986073	0.029270825731	0.0131436592857	0.0220361270348	0.115269930013	0.0381521577954	0.0034256010129	0.0415592113819	0.128520747232	0.00369203350275	0.00924627888742	0.0209785265607	0.0174423565384	0.0302250251243	0.0376105596854	0.0271680462985	0.0094977351134	0.00818902358033	0.0322364591379	0.0369671355803	0.0967194859492	0.0659090079893	0.0223159840271	0.0389216570352	0.0355632465586	0.0494154437097	0.0139980133016	0.0467106961525	0.0646927326198	0.0795752614051	0.0288928061837	0.0319093125172	0.000407197317246	0.0222874296882	0.008357227252	0.00820091129995	0.0151454613126	0.0698597528056	0.0487237704247	0.0297557953834	0.0209175387677	0.0212947902233	0	0.0190224315448	0.00955868134246	0.0895026783935	0.0327867438699	0.0337930226634	0.024206197852	0.0314306048679	0.00356054892377	0.0188229613505	0.00826969670312	0.00326230215341	0.0437355207509	0.0413472546504	0.0207851617385	0.223930292746	0.0434123915716	0.0171785311056	0.130220573376	0.134854735654	0.0105256662451	0.0173192269018	0.081886384843	0.0273579879887	0.0364828761605	0.0781521258912	0.0588688193468	0.100220881768	0.0708032990878	0.00373354274513	0.00104848351116	0.0368998649707	0.0020868792882	0.0188526539806	0.00659636602341	0.00373779381416	0.038457076036	0.014370136542	0.0437981639727	0.0326181989564	0.0273153370372	0.0593658596828	0.0978660826813	0.0326451427348	0.0311592170077	0.0313860171435	0.00622390642439	0.0212755147642	0.0348858501909	0.0625972150739	0.0168550417797	0.0172963110532	0.000993196820444	0.0330995168469	0.0337633481949	0.00442289826879	0.167486402799	0.0266520221368	0.00267418910495	0.0145444314109	0.000183569880008	0.00823116442174	0.0335230701018	0.0556532377858	0.0414300936179	0.0148352482554	0.0153517825046	0.0125818325759	0.00674961907606	0.00252679919401	0.00908591323418	0.0326635080455	0.0377453043036	0.028421296696	0.0352437798919	0.0216993570772	0.0363227967169	0.0409679756419	0.0396705853113	0.0593545037101	0.0152428915287	0.0108508263362	0.00893385700018	0.0327858535261	0.0118568116024	0.0375399183712	0.0272587631298	0.00100822383803	0.03844018444	0.148007456661	0.00178588801498	0.00632368810435	0.0271584361953	0.0213515596523	0.0127751949627	0.00788239812364	0.0686518356071	0.0662882120613	0.0118671938743	0.012448612614	0.045572971743	0.0258918236767	0.0341287114847	0.0270829254291	0.00921089414065	0.0234819351136	0.118700903067	0.0283049915313	0.00851933413006	0.0529005611071	0.114763940651	0.00485719850589	0.015170617011	0.0202172085416	0.017339447666	0.0260213762597	0.0278501256892	0.0354475155118	0.00779418319679	0.0180207668337	0.0682044237894	0.0245004538369	0.0943731456632	0.088317664848	0.0228766047556	0.0431788710983	0.043947631033	0.0507850003759	0.00961066769689	0.0546776401016	0.0571808261097	0.0688957663525	0.0303228261952	0.0446263588611	0.000224643161229	0.0353687636944	0.0039164336008	0.0131027944421	0.0216940861616	0.0653567070237	0.0102469970645	0.0193146899092	0.0236334513897	0.0254344159465	0.000127674881937	0.0153061446493	0.017837935128	0.0774714509369	0.289897127315	0.053483620975	0.0542348215086	0.0844037318891	0.0400515240725	0.0805642602965	0.0420336603592	0.0424765195706	0.040054394363	0.238035339872	0.058414621525	0.0509847550759	0.0570698706132	0.0478124921051	0.0980226164125	0.0288361534286	0.0245152455383	0.0516956732496
Euglena gracilis	0	0	0	0	0	0	0	0	0	0	0	0	0.0393807774884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023754955072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0234817379743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exiguobacterium antarcticum	0.0072776773066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000741000944141	0.0150503369479	0	0	0	0	0	0	0	0	0	0.000364426503697	0	0	0.000973923048725	0	0.00327104532017	0	0.00052325658585	0	0	0	0	0	0	0	0	0	0	0.00191468071224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000866919241283	0	0	0	0	0	0	0	0.000807620425534	0	0	0.00398029256011	0	0	0	0	0	0	0	0.00237489023929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000440128559961	0	0	0	0.000760282556446	0	0.00658980421567	0	0	0	0.0199201547685	0	0	0	0	0	0	0	0	0	0.00533816533027	0.000628598252381	0	0	0	0.0135876011973	0	0	0	0	0	0	0	0	0	0	0	0.000779879090807	0	0	0	0	0	0	0.00429361464614	0	0	0	0.0020820393954	0	0.00190199255592	0	0	0	0.0239061378888	0	0	0	0	0	0	0	0	0.000661156539636	0	0.002403203268	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101981451564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00411534524014	0	0	0	0	0.0029959054887	0	0.000512012562167	0	0	0	0.000215855871315	0	0	0	0.003802171397	0.00711562123861	0.00253444193816	0	0	0.000474857806698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00952171335918	0	0	0	0	0.00139107778537	0	0	0	0	0	0	0	0	0.00678017551773	0.00172014562207	0	0.00591215109823	0	0	0	0	0	0	0	0.000485399087265	0.000452874860424	0	0	0	0	0	0	0	0	0	0	0	0.00747934541738	0	0	0	0	0	0	0	0	0	0.0117793625722	0.00777906900919
Exiguobacterium sibiricum	0	0.00612806611773	0	0	0	0	0	0	0	0	0	0	0.00185418681018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00489458408739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00577155831991	0	0	0	0.00555174741037	0	0	0	0	0	0	0.000273635536492	0	0	0.00414614371661	0	0	0	0	0	0.00323949520821	0	0.00088151958476	0.00277918383812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000410309799039	0	0	0.00178870938084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00388914001446	0	0	0	0	0	0.00284255671868	0	0	0	0	0.0016107738629	0.0031870686453	0	0	0	0	0	0	0	0	0	0	0	0	0.000482008409837	0	0	0	0	0	0	0.000487239044102	0.00700623539809	0	0	0.00527125892994	0	0	0	0	0	0	0	0	0.000372854971973	0	0.000948333942132	0	0.00234572641894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00487121120851	0.00148062165261	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000536728854707	0	0.00249538878453	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00320391541803	0.00186797244496	0	0	0	0	0.00029107659577	0.00326928083631	0	0	0	0	0	0	0	0	0	0	0.00214696927371	0.0092150287369	0	0	0	0	0	0	0.000504029267882	0.000448475337201	0	0	0	0	0	0.00148260757489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00413382703118	0	0	0	0	0	0	0	0	0	0	0	0
Exiguobacterium sp. AT1b	0.000759024427099	0	0	0	0.0115700079638	0	0	0	0	0	0	0.00315806760033	0	0	0	0.00246750891593	0	0	0	0	0.0139392537189	0.0117065865178	0	0	0	0.00315791757715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377980247996	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00036342584381	0	0	0	0	0	0.00282682504921	0.000413771106114	0	0	0	0	0	0	0	0	0	0.0112170423147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020795132706	0	0.000385817672838	0	0	0.000665247896964	0.000363700088757	0	0	0	0	0	0	0	0	0.00103092418613	0.0121306906116	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000590036171514	0	0	0	0	0	0	0	0	0	0	0.0120090914381	0	0	0	0	0	0	0	0	0	0	0.0125246504762	0.000287872709314	0.00727032166451	0	0	0	0.00578535941629	0.013092292699	0	0	0	0	0	0	0	0	0.00567705486486	0	0	0	0	0	0	0	0	0	0	0	0.000802988310626	0.00645375869281	0	0	0.00926859778277	0	0	0.000979943750367	0	0	0	0.000887376455414	0	0.0260789004402	0	0	0	0	0	0	0	0.000705514141244	0	0	0	0	0	0	0	0	0	0	0	0.00259174146876	0	0.00243651628041	0	0	0	0	0.00292572355623	0	0.000377749417995	0	0	0	0	0	0	0	0	0.000648808279136	0	0.000401572129995	0	0	0	0	0.00400867633876	0	0	0	0	0	0.00654581955429	0	0	0	0	0	0.00193944045001	0	0	0	0	0.00032044174084	0	0	0	0.0136517002988	0	0	0	0	0	0	0.00102179919055	0.00500047261446	0	0	0	0	0	0	0	0	0.0371806643466	0	0.0145798951503	0	0	0	0	0	0	0	0	0	0	0	0.00279344962915	0	0	0	0	0	0	0	0	0	0	0	0
Ferrimonas balearica	0.000532112404267	0	0	0	0	0	0	0	0	0	0.00122949306937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000110409258772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00043361207091	0	0	0	0.000827756087358	0	0	0	0	0	0	0.000531447528429	0.000491044142376	0	0	0	0.00019654085549	0	0.00306932948777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000299408566965	0	0	0	0.00072272713198	0	0	0	0.000689909626573	0	0	0	0	0.00079478717024	0	0	0	0	0.00117091093845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000484827289955	0.000375766316707	0	0.000798216241264	0	0	0	0	0	0	0	0	0	0.000489676280776	0.000393280602298	0.000346233842668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000336944779869	0	0	0	0	0	0	0	0	0	0	0.000196411485734	0	0	0.000630432957344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024725003284	0	0	0	0	0	0	0	0	0.000124386798055	0	0	0	0	0	0.000254267655115	0	0.000354646475186	0	0.000101256763065	0	0	0	0	0	0	0	0.000246232244632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00516026319264	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fervidobacterium nodosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000703935943293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00126407900519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000362960557593	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000606681199524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fervidobacterium pennivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000726024591732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000575920991082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000742235006693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000307198525065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000616592512823	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000503573351949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fibrobacter succinogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000150594180608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00068602950122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011867103355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Filifactor alocis	0	0.000804161136659	0	0.00856779374431	0.00547047381246	0.0054717915504	0.000407050147124	0.000504211534557	0.00549853240033	0.013676374502	0.0190720587611	0.00245308449764	0.0175188511323	0.00834433554489	0.00781519008367	0.00255557454135	0.000878140469715	0	0	0.00382379120885	0.00721837349794	0	0	0	0.00477106067891	0.00436083193688	0	0	0.00905611867053	0	0.000966989433042	0.00871215133681	0.00522180807763	0.00171718750316	0.00212567318687	0.00258505571429	0.00106489265923	0.0184626715995	0.000897866399697	0.00763190740474	0.00154151116293	0.00686726428237	0.0222549177365	0.000734006997407	0.00911997599691	0.00191421102468	0	0.00419483583453	0	0.000625779782752	0.00233061488703	0.000685800090502	0.000279204819774	0.0249216427905	0.00428316738841	0	0.00383689884855	0.000282297409782	0	0.00121829645583	0.0128505981596	0.0016169398642	0	0.00658735807779	0.00642807953744	0.00168686725123	0.00394734403513	0.000662724691138	0	0.00209383197581	0.0144133878692	0.00383376470995	0.00349695927337	0	0.0018343230964	0	0.00967111784839	0.00682260597703	0.016290379149	0.000861793824654	0.00332828780764	0.0011776977431	0.00217632615566	0.00219473565323	0.00638460786577	0.0018315347971	0.000435538241419	0.00442069561723	0.0136033840303	0	0	0.000336647045749	0.0121209911894	0.00386394850163	0.00151049910773	0.00467648801365	0.0246536351052	0	0.00219457932567	0	0.000536404967733	0	0.00338451025346	0.001399151031	0.0110412495312	0.0110435027357	0.000646119388477	0.000638150525544	0.003596287877	0	0.00117905806204	0.00103348598552	0.00395514608109	0.015782376135	0.00397452605252	0.00128361887677	0.00306217704507	0.0013269900591	0.00406805866128	0.00221733631924	0.00688655710622	0	0	0	0.0011154864975	0	0.000606958377691	0.000319306621823	0.00417680240322	0.00761148672163	0.00176126335446	0.00233453551697	0.0186083754832	0.000303424924295	0.00108310298645	0.00155685642983	0.0320824674451	0	0.0275592234984	0	0.0268902540643	0.000792549086681	0.00464426614672	0	0.00111905139305	0	0.00491999945726	0.00266522079464	0.000455078743661	0.0131052678557	0.00111526940481	0.0148807621827	0.00113724444813	0.00108744740022	0.00546956824002	0.00966947774084	0.00249811572797	0.00663778172665	0.0477592804935	0.0040249833309	0.00225894003867	0.00164465169066	0.0079332329012	0.000379511992809	0	0.000924515308466	0.00365121109203	0.000554803680123	0.00759592309514	0.000871517229748	0.0053708250636	0.00933544322568	0	0	0.0285336901586	0.000482600963399	0.000643426280524	0.0164605797328	0.00321373151689	0.00333861720003	0.00876106824276	0.00185903545187	0.00140224607379	0.0287698039999	0.00237588624253	0	0	0.00685999115705	0.107042480693	0.000632423460988	0.0113447394389	0.0013504077504	0.00210955469177	0.00228356557883	0.0111534442618	0	0.0126222951124	0.00379106889404	0.000494361400063	0.00419115395966	0.00906646464961	0.00050877041295	0.00252532401723	0.00225700079705	0.00599085014158	0.00107056574754	0.0181887114359	0.00219208202202	0.0040198372347	0.0069505520382	0.0131255733012	0.0050295092095	0.00247124831366	0.00507780703323	0.00120359476904	0.0104103039558	0.0250641767735	0.0306851462807	0.00115495529695	0.00402636144852	0.000260918568446	0.0151408546545	0.0676182313854	0.0313120968066	0.00192950442806	0	0.00340891076844	0.00447979783453	0.00117369399081	0.00651224130734	0.000563461917789	0.00472151826116	0.0125744524103	0.00017357772247	0.000224386896085	0.00194055646198	0.00484223823138	0.00100794646151	0.00129564808341	0.0155964103914	0.0526264073651	0	0.00327393177994	0.00380847546161	0.00293064449967	0.00635779096518	0.00458658283765	0	0.00903105561328	0.0211075093257	0.00112990674503	0.000284248674329	0.0105423154589	0.000858028795015	0.000201075747489	0.00129193759336	0.000669553087396	0.0432342080486	0.00673545503627	0.00179159544454	0	0.00896071509162	0.0123953132166	0	0.00270468505009	0	0	0.015946824588	0.00200051386111	0.0132250634701	0.00233596746479	0.000238714418035	0.0063496037989	0.0134181626046	0	0.0105444225639	0.0775915777588	0.000753272408389	0.00351402591711	0.00466935716321	0.0481756904298	0.00584293247373	0.0237841341434	0.000916271549988	0.0467164076579	0.00264158599346	0.00258444138846	0.00142706274373	0.00706051231793	0.000972586691085	0.0108725762316	0.00311564649172	0	0.0018652302814	0.00285881013209	0.00483966072529	0.00216986108197	0.0184573551051	0.00271299178678	0	0.0150157131067	0.0123525177435	0.00350690963526	0.00087984563665	0.00780168502234	0.000697853468409	0.017768418874	0.0139052232203	0.000708980336393
