PercentCoverage	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST
taxid:501479|Citreicella_sp._SE45	0.0032	0	0	0	0	0	0	0.0016	0.0014	0	0	0	0	0	0	0	0.0084	0	0.0017	0	0	0	0	0	0	0	0	0	0.0049	0	0.0016	0	0	0	0.0017	0	0.0014	0	0	0	0	0.0058	0.0111	0	0	0.0017	0	0	0	0	0	0.0062	0	0	0.0016	0	0	0.0016	0	0	0	0.0014	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0.0032	0	0	0.0017	0	0	0	0	0.0034	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0.0064	0	0	0	0	0	0	0	0.0014	0.0014	0	0	0	0	0	0.0047	0	0	0	0	0	0	0	0	0	0	0	0.0143	0	0.00329999999999	0	0	0	0	0.00329999999999	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0.0017	0	0	0	0	0	0.0016	0	0	0	0	0	0.0016	0	0	0.0048	0.0016	0	0	0	0.0047	0.0048	0	0.0097	0	0	0	0	0	0	0.0016	0.0017	0	0	0	0	0	0	0	0	0.0047	0	0.005
taxid:502025|Haliangium_ochraceum_DSM_14365	0	0	0	0	0	0.000900000000004	0	0	0	0	0.000999999999995	0.000999999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0.000800000000001	0	0	0	0.0019	0	0	0	0	0.0018	0	0	0	0	0	0	0.000999999999995	0	0	0	0	0.000999999999995	0	0	0	0	0.000999999999995	0	0	0	0	0.000999999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0.000999999999995	0	0	0	0	0	0	0	0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0.000999999999995	0	0.0028	0.000900000000004	0	0.000999999999995	0	0.000999999999995	0	0.0022	0	0	0	0	0	0	0	0	0.0042	0	0	0	0.000999999999995	0	0	0	0	0	0	0	0.000999999999995	0.000900000000004	0	0	0.004	0	0	0	0.000900000000004	0	0	0.0019	0	0	0.0019	0	0	0	0.000900000000004	0	0	0	0	0	0.000999999999995	0	0.000800000000001	0	0	0	0.000999999999995	0	0	0	0	0	0	0.000999999999995	0.0028	0	0	0	0	0.0019	0.000900000000004	0	0	0	0	0.000999999999995	0.0019	0.000900000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000999999999995
taxid:502558|Eggerthella_sp._YY7918	0.2475	0.0074	0.087	0.0353	0.03	0.0416	0.0515	0.0169	0.1172	0.0848	0.0468	0.1069	0.0291	0.0354	0.0268	0.6029	0.1011	0.1146	0.3071	0.1113	0.0251	0.0763	1.2798	0.0367	0.008	0.00559999999999	0.0604	0.1535	0.122	0.1132	0.1102	0.0065	0.3075	0.147	0.084	0.8887	0.1747	0.089	0.0059	0.4575	0.6881	0.1181	0.1142	0.0129	0.1471	0.1165	0.023	0.1116	0.1106	0.0453	0.5688	0.2621	0.0223	0.1116	0.1308	0.086	0.2766	0.249	0.1508	0.1622	0.0055	0.2936	0.1763	0.061	0.0317	0.0453	0.1014	0.1238	0.1515	0.15	0.0183	0.0278	0.6042	0.0027	0.191	0.1045	0.3752	0.1691	0.0788	0.1778	0.1172	0.0353	0.5115	0.3816	0.0733	0.0513	0.0307	0.2165	0.1402	0.0783	0.9047	0.3172	0.1818	0.0312	0.0713	0.0225	0.2522	0.5971	0.0363	0.0085	0.2741	0.2671	0	0.0941	0.1377	0.0361	0.6822	0.2194	0.0392	0.0406	0.0943	0.0453	0.0475	0.0232	0.0713	0.2633	0.0514	0.1083	0.3938	0.1439	0.0105	0.1222	0.0727	0.4871	0.1546	0.1835	0.3187	0.0125	0.414	0.0459	0.0258	0.0902	0.0303	0.0311	0.2157	0.633	0.0656	0.193	0.1534	0.0478	0.1138	0.0285	0.2494	0.1524	0.045	0.0277	0.234	0.0205	0.0189	0.8528	0.1061	0.0968	0.073	0	0.0251	0.1557	0.1598	0.1866	0.1592	0.1526	0.0058	0.0566	0.2716	0.0362	0.5798	1.0763	0.00289999999999	0.1053	0.0759	0.1142	0.0775	0.0984	0.2229	0.0879	0.0204	0.0195	0.0089	0.0978	0.4083	0.1029	0.5777	0.0264	0.1221	0.0551	0.0028	0.0698	0.0678	0.3329	0.0466	0.1508	0.6164	0.0356	0.1197	0.1335	0.0436	0.2042	0.0995	0.1723	0.0058
taxid:502779|Paracoccidioides_brasiliensis_Pb01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000299999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000299999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000299999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000299999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000299999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:502780|Paracoccidioides_brasiliensis_Pb18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000299999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:502800|Yersinia_pseudotuberculosis_YPIII	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0.0097	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:502801|Yersinia_pseudotuberculosis_PB1/+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0156	0	0.0348	0	0.0034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:504346|Pseudomonas_phage_PAJU2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:504472|Spirosoma_linguale_DSM_74	0	0	0	0	0	0.000900000000004	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0	0	0.000999999999995	0.0011	0	0	0	0	0.000999999999995	0	0.0012	0.000800000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000999999999995	0	0	0	0.0011	0	0	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000999999999995	0	0	0.0011	0	0.0011	0.0031	0	0.000999999999995	0	0.000900000000004	0	0	0	0	0.000999999999995	0	0.000999999999995	0	0	0	0	0	0	0	0	0.0046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000999999999995	0	0	0	0	0.000900000000004	0.0011	0.000999999999995	0	0	0	0	0	0	0	0.000999999999995	0	0	0	0.002	0	0	0	0	0	0.0031	0.000999999999995	0	0	0	0	0.0011	0	0	0	0	0	0.000999999999995	0	0.000999999999995	0	0	0	0	0	0	0.000999999999995	0	0	0	0	0	0.0012	0.0021	0	0	0	0.0011	0	0	0	0
taxid:504474|Corynebacterium_urealyticum_DSM_7109	0	0	0	0	0	0	0.0038	0.1166	0	0	0	0.0038	0.0068	0.0038	0	0.0613	0.1469	0	0.155	0	0	0.0073	0.0039	0	0	0	0	0	0.0038	0	0	0	0.0225	0	0	0.1396	0	0	0.004	0	0	0.0076	0.0076	0	0	0.0039	0.0181	0.0909	0	0	0.0718	0	0.019	0	0	0	0	0	0	0	0	0	0.031	0.0153	0.2733	0	0.0035	0.0427	0	0.0666	0	0	0	0.1145	0	0.0155	0	0	0	0	0	0	0	0	0	0.0263	0	0	0	0	0	0.065	0.0149	0.0235	0	0	0.0041	0	0.0039	0	0.0207	0	0.0145	0	0.0114	0	0	0	0.0038	0	0	0	0	0	0	0	0	0	0	0.0526	0	0	0.0782	0.0694	0.0041	0	0	0	0	0	0	0	0.0278	0	0	0.0462	0	0.0201	0	0	0.0844	0	0	0.0074	0	0	0.0246	0	0	0.0038	0	0	0	0	0	0.0469	0.0034	0.0038	0	0	0	0	0	0	0.1152	0	0.0039	0	0	0	0	0	0	0	0	0	0	0	0	0.0038	0	0	0	0.0075	0	0	0	0	0	0.0038	0	0	0	0.0098	0	0	0.1265	0.011	0
taxid:504728|Meiothermus_ruber_DSM_1279	0	0	0	0	0	0	0	0.00289999999999	0.0027	0	0	0	0	0	0	0	0.0037	0	0.0059	0	0	0	0.003	0	0.00289999999999	0	0.0026	0	0	0	0	0	0	0	0	0.0058	0.0086	0	0	0	0	0.0026	0.00520000000001	0	0	0.003	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0.0031	0	0	0	0	0	0.0026	0	0.00289999999999	0.00520000000001	0.0142	0	0	0	0	0	0.0054	0	0	0	0	0	0	0.0031	0.00289999999999	0	0	0.0055	0.00289999999999	0	0.0027	0	0.0055	0	0	0	0	0	0.00289999999999	0	0	0	0	0	0.00289999999999	0	0	0	0	0.0058	0	0	0	0.00559999999999	0	0	0	0	0	0	0	0	0	0.005	0.0031	0	0	0.0026	0	0	0.003	0	0.0151	0	0	0	0.0049	0	0.00289999999999	0	0	0.00289999999999	0	0.003	0	0	0	0	0	0	0.0054	0	0	0	0	0.00599999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00250000000001	0	0	0	0	0	0	0	0	0	0	0.00289999999999	0	0	0.0031	0	0	0	0	0	0.003	0	0	0	0.00289999999999	0.00599999999999
taxid:504832|Oligotropha_carboxidovorans_OM5	0	0	0	0	0	0	0	0	0	0	0.0035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:505682|Ureaplasma_parvum_serovar_3_str._ATCC_27815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:507522|Klebsiella_pneumoniae_342	0	0	0.0016	0	0	0.0399	0.0015	0	0.0457	0	0	0	0	0.0077	0	0.0028	0	0	0	0.0463	0.0016	0	0.003	0	0	0.1121	0	0	0.0225	0	0.2117	0.0013	0	0	0.0606	0	0	0	0.0016	0.1556	0.00790000000001	0	0	0.0013	0	0	0.0014	0	0	0	0.0031	0	0.9361	0	0	0	0.1345	0.0091	0.247	0.0077	0	0	0.0325	0	0	0.1064	0.0137	0	0.0076	0.1161	0	0	0	0	0	0.0529	0	0.1413	0	0	0	0	0.0375	0	0.1294	0.0205	0	0.223	0.0031	0.0016	0	0.0148	0	0.0016	0	0.0015	0.0301	0	0.093	0.0957	0.2067	0.2056	0	0.0096	0	0	0	0	0	0	0	0.1088	0	0.025	0.0016	0.0712	0.0015	0.0122	0.0297	0.1662	0.011	0	0	0	0.0991	0.0031	0	0	0	0.3366	0.011	0.0102	0	0.1179	0	0.0121	0	0	0	0.0073	0.0346	0.0015	0.0016	0	0	0	0	0	0	0	0.1339	0.0138	0.0962	0.021	0.0032	0	0	0	0	0	0	0.0287	0.031	0	0	0	0	0.0182	0	0.0384	0	0	0	0.0016	0.0015	0	0.0016	0.0015	0	2.9208	0	0	0	0	0	0.0266	0	7.6453	0.0094	0.003	0	0	0	0	0	0	0	0	0
taxid:508765|Clostridium_botulinum_B_str._Eklund_17B	0.0138	0	0.0193	0.0046	0.0023	0.0116	0.0093	0	0.0874	0	0	0	0	0.0024	0.00520000000001	0	0	0.0208	0.0071	0.0022	0.1177	0.0021	0.0047	0	0	0.3412	0.0095	0	0	0.0279	0.002	0.0472	0.0503	0.2314	0	0.0431	0	0	0.002	0	0	0	0	0.024	0	0	0.0024	0	0.3426	0.0049	0.0072	0.0049	0	0.0134	0.0615	0.0048	0.0047	0	0.0024	0	0.0318	0.0023	0	0	0	0.0073	0	0.0024	0	0.0137	0.0062	0	0.0549	0	0.0801	0	0.00250000000001	0	0.1529	0.1068	0.0554	0	0	0.0023	0	0.0023	0.051	0.0795	0	0.0278	0.1389	0	0	0.0192	0.0115	0.0023	0.00250000000001	0	0.2194	0.0024	0	0.0395	0.0766	0.0023	0.0469	0	0.0451	0	0.0047	0	0.0047	0.0119	0.0452	0.00250000000001	0.0024	0	0.0117	0	0.0023	0	0.0234	0	0	0	0	0.0298	0.0023	0.0865	0	0	0	0.0186	0	0	0.0116	0	0.0093	0	0	0	0.0023	0.0254	0	0.0024	0	0.016	0	0.0515	0	0	0	0.0024	0	0.0041	0	0.0071	0.0073	0.0047	0	0	0	0.0023	0.0023	0	0	0	0	0	0.0024	0	0	0.0405	0	0.0024	0	0.1277	0.0141	0	0	0	0	0.0046	0	0.0208	0	0.1134	0.0339	0	0.062	0	0	0	0	0	0	0	0	0.0295	0.0347
taxid:508767|Clostridium_botulinum_E3_str._Alaska_E43	0.1819	0	0	0	0	0.00250000000001	0.0353	0	0.0049	0	0	0	0.0497	0.0297	0.0024	0.00250000000001	0.0387	0	0.005	0.0238	0.0126	0	0.00250000000001	0	0	0.0283	0	0.0047	0	0	0	0	0	0.0424	0	0	0	0	0	0.0671	0	0	0	0.0021	0	0.0479	0	0.0026	0.0074	0	0.0474	0.0026	0.0179	0	0	0	0	0	0.125	0	0	0.0024	0.00250000000001	0	0	0.0021	0	0.00250000000001	0.0076	0	0.0046	0	0.00250000000001	0	0.0144	0	0	0	0.0088	0.00250000000001	0.0049	0	0	0	0	0.0486	0	0.0099	0	0.00250000000001	0.0562	0.0071	0.00250000000001	0	0	0.0477	0	0	0.0096	0	0	0.00250000000001	0	0	0	0	0	0	0.0022	0	0.00250000000001	0	0.5915	0	0.0376	0.0026	0	0	0.0024	0	0	0	0	0	0.0133	0	0.0021	0.0937	0.0116	0	0.0072	0	0	0	0	0	0	0.0242	0	0	0	0.0171	0	0	0.0024	0	0	0.0045	0.0048	0	0	0.00250000000001	0	0	0	0.00250000000001	0	0.0336	0	0	0	0	0	0	0.0166	0	0	0	0	0	0	0	0	0.04	0.0413	0.0073	0	0	0	0.0146	0	0	0	0.0024	0	0.01	0	0	0	0	0	0	0	0.00250000000001	0	0	0	0	0
taxid:509169|Xanthomonas_campestris_pv._campestris_B100	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0.0048	0	0	0	0.0028	0	0.0034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038
taxid:509170|Acinetobacter_baumannii_SDF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:509173|Acinetobacter_baumannii_AYE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:509190|Caulobacter_segnis_ATCC_21756	0	0	0.0162	0	0	0	0	0.0035	0.0017	0	0	0	0	0.0057	0	0	0	0	0	0	0.0047	0	0	0	0.0078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035	0	0	0	0.0059	0	0	0	0	0	0	0	0	0	0	0	0.0058	0	0	0	0	0	0	0.0059	0	0	0	0	0	0	0.0038	0	0.0019	0.0017	0	0	0	0	0.0057	0	0	0	0	0	0.0018	0	0	0	0	0	0	0.0036	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037	0.00599999999999	0.004	0	0	0	0.0202	0.0093	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.0092	0	0	0	0	0.0017	0	0	0.0038	0	0	0.002	0.0019	0	0	0	0	0.002	0	0	0	0	0	0.0018	0
