NormalizedPercentage	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST
taxid:471855|Slackia_heliotrinireducens_DSM_20476	0.0143220833282	0	0.0124060326283	0.00170169536109	0.00448208859239	0.0144205320745	0.022394143493	0.00633917912713	0.00874718363172	0.00950851726594	0.00601286528373	0.00510349946404	0.000521175862265	0.00314679750396	0.000749433909343	0.00626629930316	0.017513517928	0.0312233000765	0.0130555526412	0.012653140917	0.00431040873015	0.0034841954211	0.0124520834473	0.00256285818501	0.00247059157792	0.000334902136395	0.0218423849463	0.0104786479217	0.00413352220627	0.0050779922688	0.00542451705914	0.00069812855033	0.00555251437235	0.00347164543115	0.0106462334695	0.0149655783456	0.013284979601	0.00670507736409	0.00897675443149	0.0139912509435	0.00242086301246	0.00980847320664	0.0228182556357	0	0.00626980192506	0.0247494073816	0.00172883809002	0.00321862259182	0.00889885831154	0.0175418146396	0.00854943560088	0.00522663872564	0.00114200872917	0.00689548309548	0.00675834732654	0.00689075259841	0.0189195933216	0.00775721581056	0.0114495382185	0.0136377858359	0.00133294346113	0.00441718266557	0.00388625750621	0.0133802578911	0.00418682708444	0.00141439856229	0.000243718354774	0.00191187670403	0.000986879729133	0.00910705416807	0.000643145800796	0.00684770304606	0.00902139941933	0.00206390251085	0.00935539349546	0.00543753968436	0.01323956943	0.00204393791692	0.0112054759068	0.00196557037681	0.00351315961036	0.00205390138874	0.031160621764	0.00552729082915	0.0145453516938	0.0075631295783	0.0155356641331	0.00710704939081	0.00420754992163	0.00691068249716	0.00557584003916	0.00728708998088	0.010325339259	0.00632685302254	0.000402140426647	0.000444454072215	0.00193001121794	0.0118975751563	0.00122880199208	0.0078124102735	0.00221137498504	0.00481044540556	0	0.00363991694358	0.00791167621823	0.00806878806956	0.00469438055908	0.00761806549162	0.0142118751281	0.000373115770443	0.029014774068	0.000236491227892	0.0201685112501	0.00418569074887	0.00499230600908	0.00771628398966	0.00984699728554	0.0169036175302	0.00250010108562	0.0189527221073	0	0.000331456365151	0.00100406518956	0.010791204978	0.00234496987252	0.00242998713743	0.0099052082646	0	0.00268714222868	0.0108558808465	0.00323655881472	0.00784511947978	0.00499483601378	0	0.00490432659221	0.0624449202069	0.00296050341632	0.00460552745985	0.000954195103661	0.0014533813611	0.00377748559576	0.0254930013963	0.0108790860873	0.0033031068679	0.000322425693988	0.00852129301511	0.00028532424531	0.00076866411927	0.00153343306092	0.008945603239	0.0209596562475	0.0373837241439	0.0146329029523	0	0.00866132409048	0.011101496194	0.00646031146861	0.00626995403975	0.0115026899125	0.00159993184717	0.0021509571516	0.00396679816575	0.0213183765621	0.0230784583183	0.00883882150651	0.0127806967482	0.000678830693632	0.0102875492534	0.00540660306951	0.00965311136597	0.00105620348873	0.0233498727518	0.0108426612189	0.0202927438446	0.0119955300003	0.00488286189499	0.0129694762618	0.00390149823539	0.0130361358063	0.00490687097018	0.00481270748676	0.00965069348913	0.0050528187954	0.00306420998301	7.02714258461e-05	0.00665366142256	0.0271714331174	0.00616943285161	0.00927706295341	0.000957952798619	0.0043824598045	0.00769443120458	0.00641327905087	0.00563932802616	0.00545633075096	0.0124030570646	0.00371660498535	0.00805349727764	0.00177546536856
taxid:471856|Jonesia_denitrificans_DSM_20603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00070021410351	0	0	0	0	0	0	0	0	0	0	0	0.000601623270011	0	0	0	0	0	0	0	0	0	0	0	0.000531090618828	0	0	0	0	0.00198794525813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000511294940098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00147369974065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:471857|Saccharomonospora_viridis_DSM_43017	0	0	0	0	0	0	0	0	0	0	0	0.000249945237904	0	0	0	0	0	0.000417046197459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000477286121051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000171546303795	0	0	0.000331369069397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00234313273094	0	0	0	0	0	0	0	0.000273134481718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00036020325402	0	0	0	0.000436893786508	0	0.000225556927112	0	0	0	0	0.000363276901657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000331888878033	0	0.000352490555254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:471870|Bacteroides_intestinalis_DSM_17393	0.378679658903	1.21773512107	0.765332086297	3.55995237206	0.709265249158	0.694307131671	0.0899358655723	0.986734856898	0.693599620931	0.479291548239	0.891675688817	2.33478656381	2.22796978628	0.619450961431	3.48414938966	0.572189642284	5.60751857071	1.86963147976	1.65434616013	0.25209286997	1.62119615971	8.83798208054	0.0963698049382	3.50791052746	5.39767379067	0.00227666175698	0.187559165566	2.38846174235	0.447319082472	4.52438606067	1.13511334915	1.07256700461	1.42079602805	0.90847860185	0.629088391842	0.372950000697	0.756761321864	3.51377352351	12.8726893305	0.033559726419	2.55407096195	1.9591279926	0.768721457303	1.99922823576	0.0363821040606	2.14939695844	1.93918329389	0.0489966152343	1.06672633873	0.527278074234	1.21237020762	5.93361750866	0.0185126401545	0.4875045033	1.14483765278	0.330905699974	0.225266907913	7.15102105199	0.422627290862	2.109048366	0.517193283031	0.675524301446	0.842825677367	2.25129246476	0.15732299735	0.209230473651	0.998665178572	0.19934166287	0.382401580496	0.773443535329	1.51745482708	5.0530703065	8.25089315145	0.767114625256	1.73915746878	6.29720817699	2.77056572117	2.3405040331	0.21407051195	0.844679544939	1.12308648195	1.47510490946	0.00483745551017	3.20940604214	1.98062587578	12.2529376263	0.250897702918	1.28124106732	1.45198941717	3.23402884801	0.947321206858	0.279051891343	0.111635233046	1.28388659635	1.63499102926	1.08584282479	0.0772794148644	0.00952668489481	0.233123699943	0.342631017673	1.85829865018	1.38989187324	0.0311294559641	0.650441670608	1.98357703107	2.2260085003	0.157776480601	0.261178515788	1.1245235556	7.22514035166	1.06207326147	1.48078338262	0.839808001484	0.672506168004	0.692458630898	0.0938141617367	2.72393495197	0.437053297465	0.333002975387	0.435567079	0.43986216783	2.39883123805	2.06046405191	0.321854075889	0.296574240986	5.00323329294	0.428073442306	1.48526852369	0.525532402488	0.589033839699	8.22182678193	1.34301949157	0.135529191528	3.6476927413	1.45700326832	1.26914619717	11.897916022	1.35171728903	2.94442190797	2.97933077154	1.13757164536	0.201411927093	1.48480753506	1.65669729817	1.64051318667	1.4804446322	1.66107074096	1.12626861484	0.331972726748	0.711214071493	0.9298554747	0.335007287937	0.243839675642	1.62022733273	2.34340825725	1.48091187319	6.73811391072	8.66931833876	1.70664459598	1.14602973821	1.12500862331	1.56421587084	0.540084313017	1.17797822753	14.8290641352	1.45094715704	0.601328958666	1.36548025389	0.310524515578	3.04888818485	1.48406357621	1.20444619277	0.509815844947	1.54773050595	1.27562263399	0.883178106067	1.58266196227	0.0400749800733	1.77271532868	1.33512992004	10.2236389639	5.33674117479	4.56992916354	3.38968595103	0.472155808651	0.470291948471	1.58937511208	1.54137542303	0.339178613538	0.486741814789	3.38023740998	1.80678368841	2.87289204878	4.99371962178	1.24144365694	3.03312629737	0.904142095283	1.09386023073	0.428934938981
taxid:471876|Streptococcus_pyogenes_NZ131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00346478343845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00306864962078	0	0	0	0	0	0	0	0	0	0	0.000972852739589	0	0	0	0	0	0	0.000592068166163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000365800939326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:472759|Nitrosococcus_halophilus_Nc_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000497288436484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000322919803472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000334059582588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:473819|Bifidobacterium_dentium_ATCC_27678	0	0	0.00165128946537	0	0	0.145361475907	0	0.0133797578602	0.14098408004	0.00414202681631	0.0152534419566	0.00122273085016	0.0486980640952	0.00628275822375	0	0	0	0.040123695488	0	0.0174312682295	0	0	0	0.00537273505328	0	0	0.00068857184491	0	0	0	0	0	0.00633480415592	0.00356468676842	0.0172172012169	0	0	0.0132531934763	0.00204829659019	0	0	0	0.00248497804918	0.000451802353528	0.00411882982696	0	0	0.0154227865244	0	0	0	0.00688728362106	0.0177846603923	0.00991239830674	0	0	0.00662498412507	0.0123901741668	0.00080681107372	0.477217156825	0.00319355591773	0	0.391370603594	0.0121596750082	0.00250777073482	0.0208970545417	0.00817483639463	0.000127238979416	0	0.0316100044413	0	0.187850866077	0.00432281553447	0	0.0347421389981	0	0.00817036848287	0.00342790309888	0.0125285232548	0.0329647232919	0.0448910129729	0.00773280449115	0.000874883448762	0	0	0.0012943040253	0.0168794688215	0.0159633268646	0	0.000636810753733	0.00267179478689	0.0443187513679	0.0227323492352	0	0	0.00638911840091	0	0	0	0.00244141302654	0.00529816145675	0.000384172993574	0	0.0412254047989	0	0	0.000255616223037	0	0.0724773670012	0	0	0	0	0.0119086780105	0	0	0.000471842015361	0	0.0111241203125	0.229369680859	0.000288892117784	0.00119118829935	0.00120280357772	0.167817893329	0.00280911855291	0.00873289081161	0	0	0.00107300612222	0.00619267907214	0	0.0135095292585	0.0132966280808	0.0176322336923	0	0	0.109941095737	0.0570102067316	0.000381020839571	0.0191516004241	0.0065363674785	0.136761280708	0	0	0.000386244620679	0.00243046297524	0.00307619588822	0	0.00131210801212	0.00164865231287	0.00526463927226	0.0478505690186	0	0	0.00155635386709	0.0059844856346	0	0	0	0	0	0.0487076043704	3.95032579812	0	0	0	0.000271064732801	0.00321490498824	0.00863566971939	0.0194481887364	0	0	0.00541199575556	0	0.00574794009434	0	0.000863142962956	0.012018179344	0	0	0.000524118611548	0.0309666735028	0	0.0030033168182	0	0.0557945190518	0.00984056971991	0.0110858577465	0.00185221780205	0	0	0	0	0	0	0	0	0.0028585351686	0
taxid:474186|Enterococcus_faecalis_OG1RF	0	0	0	0.000393187423991	0	0.00446969533133	0	0	0	0	0	0	0	0.00848268598176	0	0	0	0	0.000973086326455	0	0	0	0	0	0	0	0	0	0	0	0	0.0032261399143	0	0.003437766549	0.00245987925265	0	0	0	0	0.0688719839643	0	0	0	0	0	0	0	0	0	0	0.00224477375846	0	0	0	0.000918563934231	0	0.00504402821616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00108081127593	0	0	0	0	0	0	0	0	0	0	0.00249644098989	0	0.0271977531975	0	0	0	0	0.000644793142038	0.000456831004169	0	0	0.00127411782795	0.0360807513359	0	0	0.00191607040925	0	0	0	0	0.000443891492867	0	0	0.0154805036607	0	0	0	0	0	0	0	0.000455042140361	0	0	0	0	0	0	0.000226670530198	0.0108364009752	0.000561463822931	0	0.000837939879821	0.000344933958527	0	0	0	0	0	0	0	0.00048860210596	0	0	0	0	0.0371346161935	0	0	0	0	0.000329629813834	0.00444011707209	0.00126539057308	0	0.012888257783	0	0	0	0.00250156680902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:47573|Chrysodidymus_synuroideus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0365381407364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:476213|Salmonella_enterica_subsp._enterica_serovar_Paratyphi_C_str._RKS4594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000216831193405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00037178276552	0.000188452664586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000153115401787	0	0	0	0	0	0	0	0.00251710201276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000264744675315	0	0	0	0	0	0	0	0.000221909849421	0	0	0	0	0	0	0	0	0	0	0
taxid:4770|Saprolegnia_ferax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0323599473948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:477641|Modestobacter_marinus	0.00203254415568	0	0.000195624931372	0	0	0	0	0.000171359234499	0	0.000163565853368	0	0.000193139275834	0	0	0	0	0.000877221996617	0.000322262593366	0	0.000538707959573	0	0	0.000201961116225	0	0	0	0	0	0	0	0	0	0.00015009429349	0	0	0	0	0	0	0	0	0.00019199821736	0	0	0	0	0	0	0	0	0.000441203089007	0	0	0	0	0.000651942346709	0	0	0.000191162560213	0	0	0	0	0.000261914939135	0	0	0	6.02949807122e-05	0	0	0	0	0.00179240332177	0	0	0.000514452134439	0.000227747545855	0	0	0	0.000166192116756	0.000666247088437	0	0	0	0	0	0	0	0	0	0	0.00158415032342	0	0	0	0.000156514860165	0.000211058215978	0	0	0	0	0	0	0	0.000654340878782	0	0	0	0	0	0	0	0	0	0	0	0.000710787322778	0	0	0	0.000376313798719	0	0	0	0	0	0	0	0	0	0.000278338552147	0	0	0	0.00810238437028	0	0	0	0	0	0	0	0.000535732958164	0	0	0	0	0	0.000195312513236	0	0	0	0	0	0	0.000687620021044	0.0014236988458	0.00125571144604	0.00108987455557	0	0	0	0	0	0.00120919700883	0	0	0	0.000996318997422	0	0	0.00153875572341	0	0.000272378746444	0	0	0	0.000352389829628	0	0	0	0	0.000632527793874	3.98907819879e-05	0	0	0.000389131615035	0	0	0	0.00020799409745	0.000428306825772	0	0	0	0	0	0
taxid:477974|Candidatus_Desulforudis_audaxviator_MP104C	0	0	0.00232117742529	0	0	0.00047381122321	0	0	0	0	0	0.000916673603627	0	0.000471014419969	0	0	0	0	0.00113467497736	0	0	0	0	0	0	0	0	0	0.000879216529673	0	0	0	0.000356187202999	0	0.0035854519782	0	0.000596550965212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00156843435747	0.0034833132742	0	0	0	0.000540954315286	0.00104705497608	0.000621547611339	0	0.00021170797218	0	0	0	0	0	0.000461235619208	0.000607647662188	0	0	0	0	0	0.00100634516103	0	0	0.000395266004822	0	0	0	0	0	0	0.000404863996083	0	0	0	0	0	0	0	0	0.000500860051848	0	0	0	0.000432018104052	0	0	0	0	0	0	0	0.00150790081514	0	0	0	0	0	0	0.000530605472789	0	0	0.00130931727827	0	0	0.000450867126602	0	0	0	0	0	0	0	0	0	0.000747629863349	0	0	0.00480692096844	0.000569738335076	0	0	0	0	0	0.000666158614081	0.000635671148738	0	0	0	0	0	0	0	0	0	0	0.00058339433722	0	0	0.00168928244375	0	0.000431061657468	0	0	0	0	0	0	0	0.00241019398545	0.00121389508171	0.000591088556294	0	0	0	0	0	0.00073086951428	0	0	0	0.000550847404617	0	0.000464310394856	0.00048619848774	0	0	0	0	0	0	0.000860321481566	0.00214680779338	0	0	0	0.000735035989615	0	0	0	0
taxid:478749|Marvinbryantia_formatexigens_DSM_14469	0.205526091831	0.136498201695	0.105739150827	0.0653563369695	0.0332241338836	0.0648500197469	0.0953570241577	0.0676295365683	0.0796718426067	0.117078868688	0.164636255809	0.067466547298	0.1185765627	0.0554661402133	0.0445826895671	0.100485642143	0.123646087856	0.368917961534	0.105194934022	0.0774725458196	0.0367384942875	0.0441205283211	0.0651023307508	0.0375950495036	0.0537791386422	0.10742012514	0.140375199735	0.0607562293742	0.0180127676141	0.0796311731588	0.214501838322	0.0762608887167	0.210824862069	0.129745402772	0.0792586323728	0.223871482569	0.122627964604	0.0891053891044	0.0743544335313	0.0677197745018	0.0355588835733	0.0390641438762	0.172233782192	0.0886950124723	0.063465174647	0.116008011774	0.0329588231312	0.0518800535617	0.149690418662	0.0718744754828	0.11275028026	0.117096837027	0.0544853106641	0.206300349772	0.175920119857	0.217745267294	0.214669881318	0.0428781675432	0.110590510622	0.156315272955	0.0220263305845	0.138021401671	0.0475894901812	0.113641395677	0.0630472906675	0.033568696909	0.0608764749837	0.0416066339243	0.0602529290922	0.0136476981768	0.243878071029	0.214876178279	0.10858924791	0.0127644900034	0.170216071423	0.118227708418	0.258207269376	0.0583066872966	0.0764052484792	0.139220499259	0.116718061951	0.131063990633	0.119582507771	0.247622473753	0.109298648704	0.136441643218	0.0764190724825	0.0605748340334	0.103507841313	0.0932062294337	0.090392633177	0.0625968713419	0.0500943934694	0.0976703910625	0.127867668077	0.11318132808	0.0283916295182	0.172803188497	0.0827606846272	0.0352135885498	0.216175029747	0.0861287504124	0.0524806340564	0.0543347411399	0.188536696014	0.124578110978	0.0283567066627	0.0922606966034	0.0714777166175	0.0851499230874	0.134325590652	0.019745270733	0.0801867485063	0.0597018528778	0.0777196887453	0.0827685783952	0.254044825993	0.0906037220286	0.328268459338	0.182247912951	0.0216450908411	0.0737977553407	0.091050895989	0.0835459660653	0.0636309907012	0.142696470738	0.114714529904	0.0529884434116	0.0845491730692	0.334859222662	0.0805682028267	0.190362144693	0.116614479593	0.0146586517456	0.0895726662259	0.105515146669	0.0459048883588	0.0837415499048	0.0433749323985	0.0338036980921	0.0956397478527	0.0555254952402	0.0801664152911	0.23868537345	0.0836768428324	0.101073206061	0.085363840054	0.290939252888	0.0663014230598	0.0780406170954	0.331883980712	0.332436083824	0.110295910242	0.0877601403211	0.0909972037868	0.116634027425	0.0598383884004	0.257094137707	0.196695186977	0.128684466962	0.067944518066	0.0986695075033	0.058940564434	0.142949490621	0.114675730458	0.243949493876	0.0316448531183	0.0927400159266	0.125392061526	0.109293534989	0.0749574113889	0.157820059019	0.145222340819	0.0978007234215	0.259064535419	0.0294437651394	0.0827181262853	0.0480863563577	0.122231411676	0.128596348633	0.102891687981	0.0669069919421	0.097934814659	0.0761702180725	0.00432701944639	0.13193875092	0.162671931875	0.0851349260872	0.13017015867	0.0402131636521	0.0978513388593	0.0351805903811	0.0698199708164	0.0782121270457	0.043278514981	0.408582966601	0.0489475607384	0.0929748693283	0.048000955248
